,Unnamed: 0,DF index,Match ID,Competition,Date,Match,Season,Nationality,Country Code,ORIGINAL JERSEY,English Name,Match(es) Found,Status,Market Value,Lookup Still Required?,Lookup Return Case
192,272,1572,577,"Euros 2016, Qualifiers",28.03.15,Bulgaria vs Italy,2015,Bulgaria,BG,13. Михайлов,Mikhailov,['Mihail Venkov'],SUCCESS,320000,FALSE,Only Before
193,274,1574,577,"Euros 2016, Qualifiers",28.03.15,Bulgaria vs Italy,2015,Bulgaria,BG,11. Манолев,Manolev,['Stanislav Manolev'],SUCCESS,975000,FALSE,Used Average of Season Before and After
194,275,1575,577,"Euros 2016, Qualifiers",28.03.15,Bulgaria vs Italy,2015,Bulgaria,BG,23. Александров А.,A Aleksandrov,['Mihail Aleksandrov'],SUCCESS,700000,FALSE,Found in Curr Season
195,276,1576,577,"Euros 2016, Qualifiers",28.03.15,Bulgaria vs Italy,2015,Bulgaria,BG,7. Александров М.,M Alexandrov,['Mihail Aleksandrov'],SUCCESS,700000,FALSE,Found in Curr Season
196,278,1578,577,"Euros 2016, Qualifiers",28.03.15,Bulgaria vs Italy,2015,Bulgaria,BG,18. Гаджев,Gadjev,['Vladimir Gadzhev'],SUCCESS,1200000,FALSE,Only Before
197,279,1579,577,"Euros 2016, Qualifiers",28.03.15,Bulgaria vs Italy,2015,Bulgaria,BG,21. Дяков,Dyakov,['Svetoslav Dyakov'],SUCCESS,2300000,FALSE,Found in Curr Season
198,280,1580,578,"Euros 2016, Qualifiers",12.06.15,Croatia vs Italy,2015,Croatia,HR,20. Ковачич,Kovačić,['Mateo Kovacic'],SUCCESS,22000000,FALSE,Found in Curr Season
199,281,1581,578,"Euros 2016, Qualifiers",12.06.15,Croatia vs Italy,2015,Italy,IT,5. Астори,Astori,['Davide Astori'],SUCCESS,10000000,FALSE,Found in Curr Season
200,282,1582,578,"Euros 2016, Qualifiers",12.06.15,Croatia vs Italy,2015,Italy,IT,21. Пирло,Pirlo,['Andrea Pirlo'],SUCCESS,2000000,FALSE,Only Before
201,283,1583,578,"Euros 2016, Qualifiers",12.06.15,Croatia vs Italy,2015,Italy,IT,15. Де Сильвестри,De Silvestri,['Lorenzo De Silvestri'],SUCCESS,4000000,FALSE,Found in Curr Season
202,284,1584,581,"Euros 2016, Qualifiers",03.09.15,Azerbaijan vs Croatia,2015,Azerbaijan,AZ,1. К. Агаев,K Agaev,['Kamran Agayev'],SUCCESS,500000,FALSE,Found in Curr Season
203,286,1586,581,"Euros 2016, Qualifiers",03.09.15,Azerbaijan vs Croatia,2015,Azerbaijan,AZ,3. Мирзабеков,Mirzabekov,['Mahammad Mirzabayov'],SUCCESS,400000,FALSE,Found in Curr Season
204,290,1590,581,"Euros 2016, Qualifiers",03.09.15,Azerbaijan vs Croatia,2015,Azerbaijan,AZ,19. Амиргулиев,Amirguliev,['Rahid Amirquliyev'],SUCCESS,350000,FALSE,Found in Curr Season
205,291,1591,581,"Euros 2016, Qualifiers",03.09.15,Azerbaijan vs Croatia,2015,Azerbaijan,AZ,21. Дашдемиров,Dashdemirov,['Arif Dashdemirov'],SUCCESS,400000,FALSE,Found in Curr Season
206,292,1592,581,"Euros 2016, Qualifiers",03.09.15,Azerbaijan vs Croatia,2015,Azerbaijan,AZ,22. Исмайлов,Ismailov,['Afran Ismayilov'],SUCCESS,300000,FALSE,Found in Curr Season
207,293,1593,581,"Euros 2016, Qualifiers",03.09.15,Azerbaijan vs Croatia,2015,Azerbaijan,AZ,9. Курбанов,Kurbanov,['Magomed Kurbanov'],SUCCESS,180000,FALSE,Only Before
208,294,1594,582,"Euros 2016, Qualifiers",03.09.15,Bulgaria vs Norway,2015,Bulgaria,BG,12. Митрев,Mitrev,['Bozhidar Mitrev'],SUCCESS,400000,FALSE,Found in Curr Season
209,295,1595,582,"Euros 2016, Qualifiers",03.09.15,Bulgaria vs Norway,2015,Bulgaria,BG,2. Бандаловски,Bandalowski,['Ivan Bandalovski'],SUCCESS,720000,FALSE,Only Before
210,296,1596,582,"Euros 2016, Qualifiers",03.09.15,Bulgaria vs Norway,2015,Bulgaria,BG,3. Александров А.,A Aleksandrov,['Mihail Aleksandrov'],SUCCESS,700000,FALSE,Found in Curr Season
211,297,1597,582,"Euros 2016, Qualifiers",03.09.15,Bulgaria vs Norway,2015,Bulgaria,BG,5. Бодуров,Bodurov,['Nikolay Bodurov'],SUCCESS,1000000,FALSE,Found in Curr Season
212,299,1599,582,"Euros 2016, Qualifiers",03.09.15,Bulgaria vs Norway,2015,Bulgaria,BG,11. Манолев,Manolev,['Stanislav Manolev'],SUCCESS,975000,FALSE,Used Average of Season Before and After
213,302,102,608,"Euros 2016, Qualifiers",07.09.15,Albania vs Portugal,2015,Albania,AL,3. Леняни,Lenjani,['Ermir Lenjani'],SUCCESS,1500000,FALSE,Found in Curr Season
214,303,103,608,"Euros 2016, Qualifiers",07.09.15,Albania vs Portugal,2015,Albania,AL,6. Джимсити,Djimsiti,['Berat Djimsiti'],SUCCESS,2000000,FALSE,Found in Curr Season
215,304,104,608,"Euros 2016, Qualifiers",07.09.15,Albania vs Portugal,2015,Albania,AL,7. Аголи,Agolli,['Ansi Agolli'],SUCCESS,350000,FALSE,Found in Curr Season
216,305,105,608,"Euros 2016, Qualifiers",07.09.15,Albania vs Portugal,2015,Albania,AL,15. Айети,Ayeti,['Arlind Ajeti'],SUCCESS,500000,FALSE,Found in Curr Season
217,306,106,608,"Euros 2016, Qualifiers",07.09.15,Albania vs Portugal,2015,Albania,AL,13. Кукели,Kukeli,['Burim Kukeli'],SUCCESS,750000,FALSE,Found in Curr Season
218,307,107,608,"Euros 2016, Qualifiers",07.09.15,Albania vs Portugal,2015,Albania,AL,14. Джака,Xhaka,['Taulant Xhaka'],SUCCESS,2250000,FALSE,Found in Curr Season
219,308,108,608,"Euros 2016, Qualifiers",07.09.15,Albania vs Portugal,2015,Albania,AL,22. Абраши,Abrashi,['Amir Abrashi'],SUCCESS,2000000,FALSE,Found in Curr Season
220,309,109,608,"Euros 2016, Qualifiers",07.09.15,Albania vs Portugal,2015,Albania,AL,16. Чикалеши,Chicaleshi,['Sokol Cikalleshi'],SUCCESS,500000,FALSE,Found in Curr Season
221,310,110,608,"Euros 2016, Qualifiers",07.09.15,Albania vs Portugal,2015,Portugal,PT,13. Данилу,Danilo Pereira,['Danilo Pereira'],SUCCESS,2000000,FALSE,Found in Curr Season
222,311,111,608,"Euros 2016, Qualifiers",07.09.15,Albania vs Portugal,2015,Portugal,PT,15. Б. Силва,B Silva,['Bernardo Silva'],SUCCESS,2500000,FALSE,Found in Curr Season
223,313,113,609,"Euros 2016, Qualifiers",08.10.15,Albania vs Serbia,2015,Albania,AL,2. Лиля,Lilya,['Andi Lila'],SUCCESS,800000,FALSE,Found in Curr Season
224,314,114,609,"Euros 2016, Qualifiers",08.10.15,Albania vs Serbia,2015,Albania,AL,3. Леняни,Lenjani,['Ermir Lenjani'],SUCCESS,1500000,FALSE,Found in Curr Season
225,315,115,609,"Euros 2016, Qualifiers",08.10.15,Albania vs Serbia,2015,Albania,AL,14. Джака,Xhaka,['Taulant Xhaka'],SUCCESS,2250000,FALSE,Found in Curr Season
226,317,117,610,"Euros 2016, Qualifiers",08.10.15,Portugal vs Denmark,2015,Portugal,PT,21. Седрик,Cedric,['Cédric Soares'],SUCCESS,7500000,FALSE,Found in Curr Season
227,318,118,610,"Euros 2016, Qualifiers",08.10.15,Portugal vs Denmark,2015,Denmark,DK,5. Дурмиси,Durmisi,['Riza Durmisi'],SUCCESS,1500000,FALSE,Found in Curr Season
228,319,119,610,"Euros 2016, Qualifiers",08.10.15,Portugal vs Denmark,2015,Denmark,DK,4. Аггер Д.,D Agger,['Daniel Agger'],SUCCESS,4000000,FALSE,Found in Curr Season
229,320,120,611,"Euros 2016, Qualifiers",11.10.15,Armenia vs Albania,2015,Armenia,AM,12. Каспаров,Kasparov,['Gevorg Kasparov'],SUCCESS,150000,FALSE,Found in Curr Season
230,321,121,611,"Euros 2016, Qualifiers",11.10.15,Armenia vs Albania,2015,Armenia,AM,3. Юспашян,Yuspashyan,['Artur Yuspashyan'],SUCCESS,200000,FALSE,Found in Curr Season
231,323,123,611,"Euros 2016, Qualifiers",11.10.15,Armenia vs Albania,2015,Albania,AL,7. Алийи,Aliyah,['Albi Alla'],SUCCESS,320000,FALSE,Only After
232,324,124,611,"Euros 2016, Qualifiers",11.10.15,Armenia vs Albania,2015,Albania,AL,9. Мемушай,Memushaj,['Ledian Memushaj'],SUCCESS,1400000,FALSE,Found in Curr Season
233,325,125,611,"Euros 2016, Qualifiers",11.10.15,Armenia vs Albania,2015,Albania,AL,14. Джака,Xhaka,['Taulant Xhaka'],SUCCESS,2250000,FALSE,Found in Curr Season
234,326,126,611,"Euros 2016, Qualifiers",11.10.15,Armenia vs Albania,2015,Albania,AL,16. Чикалеши,Chicaleshi,['Sokol Cikalleshi'],SUCCESS,500000,FALSE,Found in Curr Season
235,328,128,612,"Euros 2016, Qualifiers",11.10.15,Serbia vs Portugal,2015,Portugal,PT,11. Андре Андре,Andre Andre,['André André'],SUCCESS,2500000,FALSE,Found in Curr Season
236,333,133,647,"Euros 2020, Qualifiers",22.03.19,Luxembourg vs Lithuania,2019,Luxembourg,LU,9. Да Мота,Da Mota,['Daniel da Mota'],SUCCESS,100000,FALSE,Found in Curr Season
237,334,134,647,"Euros 2020, Qualifiers",22.03.19,Luxembourg vs Lithuania,2019,Lithuania,LT,5. Янкаускас А.,A Yankauskas,['Algis Jankauskas'],SUCCESS,50000,FALSE,Found in Curr Season
238,335,135,652,"Euros 2020, Qualifiers",10.06.19,Ukraine vs Luxembourg,2019,Luxembourg,LU,9. Да Мота,Da Mota,['Daniel da Mota'],SUCCESS,100000,FALSE,Found in Curr Season
239,336,136,653,"Euros 2020, Qualifiers",10.06.19,Serbia vs Lithuania,2019,Lithuania,LT,5. Янкаускас А.,A Yankauskas,['Algis Jankauskas'],SUCCESS,50000,FALSE,Found in Curr Season
240,337,137,405,"Euros 2016, Qualifiers",06.09.15,Bosnia-Herzegovina vs Andorra,2015,Bosnia,BA,1. Бегович,Begović,['Asmir Begovic'],SUCCESS,12000000,FALSE,Found in Curr Season
241,338,138,405,"Euros 2016, Qualifiers",06.09.15,Bosnia-Herzegovina vs Andorra,2015,Bosnia,BA,2. Зец,Zec,['Ermin Zec'],SUCCESS,2400000,FALSE,Only Before
242,339,139,405,"Euros 2016, Qualifiers",06.09.15,Bosnia-Herzegovina vs Andorra,2015,Bosnia,BA,3. Бичакчич,Bicakcic,['Ermin Bicakcic'],SUCCESS,3000000,FALSE,Found in Curr Season
243,340,140,405,"Euros 2016, Qualifiers",06.09.15,Bosnia-Herzegovina vs Andorra,2015,Bosnia,BA,4. Спахич,Emir Spahic,['Emir Spahic'],SUCCESS,1000000,FALSE,Found in Curr Season
244,341,141,405,"Euros 2016, Qualifiers",06.09.15,Bosnia-Herzegovina vs Andorra,2015,Bosnia,BA,5. Колашинац,Kolasinac,['Sead Kolasinac'],SUCCESS,7000000,FALSE,Found in Curr Season
245,342,142,405,"Euros 2016, Qualifiers",06.09.15,Bosnia-Herzegovina vs Andorra,2015,Bosnia,BA,7. Бешич,Bešić,['Muhamed Besic'],SUCCESS,6000000,FALSE,Found in Curr Season
246,344,144,405,"Euros 2016, Qualifiers",06.09.15,Bosnia-Herzegovina vs Andorra,2015,Bosnia,BA,10. Пьянич,Pyanich,['Miralem Pjanic'],SUCCESS,35000000,FALSE,Found in Curr Season
247,346,146,405,"Euros 2016, Qualifiers",06.09.15,Bosnia-Herzegovina vs Andorra,2015,Bosnia,BA,15. Шуньич,Shunich,['Toni Sunjic'],SUCCESS,2500000,FALSE,Found in Curr Season
248,347,147,405,"Euros 2016, Qualifiers",06.09.15,Bosnia-Herzegovina vs Andorra,2015,Bosnia,BA,16. Лулич,Lulic,['Senad Lulic'],SUCCESS,9500000,FALSE,Found in Curr Season
249,348,148,405,"Euros 2016, Qualifiers",06.09.15,Bosnia-Herzegovina vs Andorra,2015,Andorra,AD,13. Ферран,Ferran,['Ferran Pol'],SUCCESS,0,FALSE,Used Average of Season Before and After
250,351,151,405,"Euros 2016, Qualifiers",06.09.15,Bosnia-Herzegovina vs Andorra,2015,Andorra,AD,4. Сонеджи,Soneji,['Óscar Sonejee'],SUCCESS,0,FALSE,Only Before + Zero Before
251,352,152,405,"Euros 2016, Qualifiers",06.09.15,Bosnia-Herzegovina vs Andorra,2015,Andorra,AD,6. Лима,Ildefons Lima,['Ildefons Lima'],SUCCESS,75000,FALSE,Found in Curr Season
