,TeamName,Starter_1,Starter_2,Starter_3,Starter_4,Starter_5,Starter_6,Starter_7,Starter_8,Starter_9,Starter_10,Starter_11,Sub_1,Sub_2,Sub_3,Sub_4,Sub_5,Unused_1,Unused_2,Unused_3,Unused_4,Unused_5,Unused_6,Unused_7,Unused_8,Unused_9,Unused_10,Unused_11,Unused_12,Unused_13,Unused_14,Unused_15,Competition,Competition General,Date,Match
508,Yemen,1 Mohammed Ayash,4 Mudir Abdurabu,13 Ahmed Al-Khamri,19 Mohammed Boqshan,5 Alaa Noman,16 Nasser Mohammedoh,14 Manaf Saeed,7 Mohammed Al-Sarori,11 Abdulwasea Al-Matari,10 Mohsen Qarawi,20 Emad Mansoor,3 Abdulmuain Al-Jarshi,17 Mufeed Gamal,21 Ahmed Al-Wajeeh,6 Galal Al-Galal,18 Ali Hafeedh,22 Salem Al-Harsh,23 Mohammed Aman,2 Salem Abdullah Mutran,8 Essem Al-Worafi,15 Mazen Hasan,9 Omar Al-Dahy,12 Ahmed Maher,-,-,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Jun 5, 2021",Saudi Arabia vs Yemen
509,Yemen,22 Mohammed Aman,4 Mudir Abdurabu,13 Ahmed Al-Khamri,17 Mufeed Gamal,5 Alaa Noman,16 Nasser Mohammedoh,19 Mohammed Boqshan,8 Galal Al-Galal,10 Mazen Hasan,6 Gehad Abdulrab,20 Emad Mansoor,3 Abdulmuain Al-Jarshi,9 Omar Al-Dahy,18 Ali Hafeedh,12 Ahmed Maher,-,1 Mohammed Ayash,23 Salem Al-Harsh,2 Salem Abdullah Mutran,7 Mohammed Al-Sarori,21 Ahmed Al-Wajeeh,11 Mohammed Al-Dahi,7 Ahmed Al-Sarori,14 Manaf Saeed,-,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Jun 11, 2021",Yemen vs Uzbekistan
509,Uzbekistan,12 Sandzhar Kuvvatov,2 Islomzhon Kobilov,15 Umar Eshmurodov,23 Ibrokhimkhalil Yuldoshev,3 Khozhiakbar Alizhonov,9 Odil Akhmedov,7 Odildzhon Khamrobekov,8 Ikromzhon Alibaev,10 Jaloliddin Masharipov,19 Sanzhar Kodirkulov,14 Eldor Shomurodov,5 Rustam Ashurmatov,13 Oleg Zoteev,6 Abrorbek Ismoilov,18 Vagiz Galiulin,21 Igor Sergeev,1 Abduvokhid Nematov,16 Valizhon Rakhimov,20 Islom Tukhtakhuzhaev,22 Sanzhar Shaakhmedov,4 Farrukh Ikromov,17 Dostonbek Khamdamov,11 Temurkhuzha Abdukholikov,-,-,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Jun 11, 2021",Yemen vs Uzbekistan
510,Singapore,1 Izwan Mahbud,6 Madhu Mohana,9 Amirul Adli Azmi,17 Irfan Fandi,23 Zulfahmi Arifin,8 Shahdan Sulaiman,4 Nazrul Nazari,14 Hafiz Sujad,16 Hami Syahin,15 Yasir Hanapi,10 Faris Ramli,5 Baihakki Khaizan,11 Hafiz Nor,13 Saifullah Akbar,20 Shawal Anuar,-,12 Zaiful Nizam,18 Hassan Sunny,2 Zulqarnaen Suzliman,3 Anumanthan Kumar,22 Gabriel Quak,7 Hazzuwan Halim,21 Idraki Adnan,19 Ilhan Fandi,-,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Jun 11, 2021",Singapore vs Saudi Arabia
510,Saudi Arabia,21 Mohammed Al-Owais,5 Ali Al-Bulayhi,4 Mohammed Al-Khabrani,13 Yasser Al-Shahrani,6 Mohammed Al-Burayk,8 Abdulelah Al-Malki,23 Ali Al-Asmari,7 Salman Al-Faraj,10 Salem Al-Dawsari,19 Fahad Al-Muwallad,9 Abdullah Al-Hamdan,2 Hassan Tambakti,12 Saud Abdulhamid,16 Sami Al-Najei,17 Mohammed Al-Kuwaykibi,11 Saleh Al-Shehri,1 Mohammed Al-Rubaie,22 Abdullah Al-Oaisher,3 Abdullah Madu,15 Nasser Al-Dawsari,14 Ali Al-Hassan,18 Abdulrahman Ghareeb,20 Firas Al-Buraikan,-,-,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Jun 11, 2021",Singapore vs Saudi Arabia
511,Saudi Arabia,21 Mohammed Al-Owais,3 Abdullah Madu,17 Abdulelah Al-Amri,13 Yasser Al-Shahrani,2 Sultan Al-Ghannam,8 Abdulelah Al-Malki,14 Abdullah Otayf,23 Mohamed Kanno,10 Salem Al-Dawsari,19 Fahad Al-Muwallad,11 Saleh Al-Shehri,6 Mohammed Al-Burayk,20 Ali Al-Asmari,16 Sami Al-Najei,7 Mohammed Al-Kuwaykibi,9 Firas Al-Buraikan,1 Zaid Al-Bawardi,22 Abdullah Al-Oaisher,5 Ali Al-Bulayhi,4 Ziyad Al-Sahafi,15 Nasser Al-Dawsari,12 Saud Abdulhamid,18 Abdulrahman Ghareeb,-,-,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Mar 30, 2021",Saudi Arabia vs Palestine
511,Palestine,1 Tawfiq Ali,4 Yaser Hamed,15 Mohammed Abumayyala,2 Ahmed Qatmish,17 Mousa Farawi,7 Mus'ab Al-Batat,6 Oday Kharoub,10 Sameh Maraaba,9 Tamer Seyam,13 Mahmoud Abu Warda,11 Saleh Chihadeh,18 Walid Qunbar,23 Mohammed Darwish,8 Mohammed Yameen,20 Ahmed Abukhadija,21 Islam Batran,16 Ahmed Khalifa,22 Rami Hamada,12 Mousa Salim,5 Mohammed Saleh,3 Mohammed Rashid,19 Amir Qatawi,14 Mohammed Direya,-,-,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Mar 30, 2021",Saudi Arabia vs Palestine
512,Uzbekistan,12 Sandzhar Kuvvatov,2 Islomzhon Kobilov,15 Umar Eshmurodov,13 Oleg Zoteev,21 Khusniddin Alikulov,7 Otabek Shukurov,9 Odil Akhmedov,8 Ikromzhon Alibaev,10 Jaloliddin Masharipov,17 Dostonbek Khamdamov,14 Eldor Shomurodov,3 Khozhiakbar Alizhonov,6 Odildzhon Khamrobekov,20 Khozhimat Erkinov,4 Farrukh Ikromov,11 Temurkhuzha Abdukholikov,1 Abduvokhid Nematov,16 Valizhon Rakhimov,5 Rustam Ashurmatov,23 Ibrokhimkhalil Yuldoshev,19 Abrorbek Ismoilov,18 Vagiz Galiulin,22 Sanzhar Shaakhmedov,-,-,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Jun 7, 2021",Uzbekistan vs Singapore
512,Singapore,1 Izwan Mahbud,5 Baihakki Khaizan,6 Madhu Mohana,2 Shakir Hamzah,4 Nazrul Nazari,8 Shahdan Sulaiman,23 Zulfahmi Arifin,14 Hafiz Sujad,15 Yasir Hanapi,7 Hazzuwan Halim,10 Faris Ramli,17 Irfan Fandi,21 Zulqarnaen Suzliman,16 Hami Syahin,13 Saifullah Akbar,20 Shawal Anuar,12 Zaiful Nizam,18 Hassan Sunny,9 Amirul Adli Azmi,11 Hafiz Nor,3 Anumanthan Kumar,22 Gabriel Quak,19 Ilhan Fandi,-,-,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Jun 7, 2021",Uzbekistan vs Singapore
513,Saudi Arabia,21 Mohammed Al-Owais,3 Abdullah Madu,23 Hassan Tambakti,13 Yasser Al-Shahrani,2 Sultan Al-Ghannam,8 Ali Al-Hassan,14 Abdullah Otayf,7 Salman Al-Faraj,18 Abdulrahman Ghareeb,19 Fahad Al-Muwallad,11 Saleh Al-Shehri,4 Mohammed Al-Khabrani,12 Saud Abdulhamid,16 Sami Al-Najei,20 Firas Al-Buraikan,-,22 Zaid Al-Bawardi,1 Mohammed Al-Rubaie,5 Ali Al-Bulayhi,6 Abdulelah Al-Amri,15 Nasser Al-Dawsari,10 Ali Al-Asmari,17 Mohammed Al-Kuwaykibi,9 Abdullah Al-Hamdan,-,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Jun 15, 2021",Saudi Arabia vs Uzbekistan
513,Uzbekistan,12 Sandzhar Kuvvatov,5 Rustam Ashurmatov,9 Odil Akhmedov,23 Ibrokhimkhalil Yuldoshev,3 Khozhiakbar Alizhonov,13 Oleg Zoteev,6 Odildzhon Khamrobekov,7 Otabek Shukurov,18 Vagiz Galiulin,10 Jaloliddin Masharipov,14 Eldor Shomurodov,20 Islom Tukhtakhuzhaev,8 Ikromzhon Alibaev,22 Oybek Bozorov,4 Farrukh Ikromov,17 Dostonbek Khamdamov,1 Abduvokhid Nematov,16 Valizhon Rakhimov,2 Islomzhon Kobilov,15 Khusniddin Alikulov,19 Abrorbek Ismoilov,21 Igor Sergeev,11 Temurkhuzha Abdukholikov,-,-,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Jun 15, 2021",Saudi Arabia vs Uzbekistan
514,Palestine,22 Rami Hamada,4 Yaser Hamed,5 Mohammed Saleh,2 Mohammed Khalil,7 Mus'ab Al-Batat,3 Mohammed Rashid,8 Mohammed Yameen,13 Mahmoud Abu Warda,21 Islam Batran,10 Layth Kharoub,11 Oday Dabbagh,20 Ahmed Qatmish,23 Mohammed Darwish,6 Oday Kharoub,9 Tamer Seyam,19 Badr Mousa,16 Ghanem Mahajna,1 Tawfiq Ali,14 Mohammed Samar,17 Mousa Farawi,15 Ameed Sawafta,18 Mohamed Darwish,12 Khaled Salem,-,-,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Jun 15, 2021",Palestine vs Yemen
514,Yemen,22 Mohammed Aman,4 Mudir Abdurabu,13 Ahmed Al-Khamri,21 Ahmed Al-Wajeeh,3 Abdulmuain Al-Jarshi,16 Nasser Mohammedoh,8 Galal Al-Galal,11 Abdulwasea Al-Matari,17 Mufeed Gamal,6 Gehad Abdulrab,12 Ahmed Maher,2 Salem Abdullah Mutran,7 Mohammed Al-Sarori,10 Mohammed Al-Dahi,20 Emad Mansoor,-,1 Mohammed Ayash,23 Salem Al-Harsh,5 Alaa Noman,15 Mazen Hasan,9 Omar Al-Dahy,14 Manaf Saeed,18 Ali Hafeedh,-,-,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Jun 15, 2021",Palestine vs Yemen
515,India,1 Gurpreet Singh Sandhu,5 Sandesh Jhingan,6 Adil Khan,3 Subhasish Bose,2 Rahul Bheke,17 Rowllin Borges,7 Anirudh Thapa,10 Brandon Fernandes,18 Ashique Kuruniyan,15 Udanta Singh,11 Sunil Chhetri,8 Sahal Abdul Samad,21 Lallianzuala Chhangte,12 Manvir Singh,-,-,13 Kamaljit Singh,23 Amrinder Singh,22 Anas Edathodika,4 Narender Gahlot,16 Mandar Rao Desai,14 Nikhil Poojary,20 Pritam Kotal,19 Vinit Rai,9 Balwant Singh,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Sep 5, 2019",India vs Oman
515,Oman,18 Faiyz Al-Rusheidi,2 Mohammed Al-Musalami,11 Saad Suhail,17 Ali Al-Busaidi,21 Abdul Aziz Gheilani,12 Ahmed Kano,23 Harib Al-Saadi,6 Raed Ibrahim Saleh,20 Salah Al-Yahyaei,15 Rabia Al-Alawi,9 Abdul Aziz Al-Muqbali,10 Mohsin Jouhar,19 Mohammed Al-Ghafri,16 Muhsen Al-Ghassani,-,-,1 Ibrahim Al-Mukhaini,22 Mazin Al-Kasbi,3 Mohammed Faraj,13 Nadir Bait Mabrook,14 Ahmed Al-Kaabi,5 Amran Al-Hidi,8 Yaseen Al-Sheyadi,4 Mohamed Khasib Al-Hosni,7 Mohamed Saleh Al-Ghassani,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Sep 5, 2019",India vs Oman
516,Qatar,1 Saad Al-Sheeb,5 Tarek Salman,16 Boualem Khoukhi,3 Abdelkarim Hassan,2 Pedro Miguel,12 Karim Boudiaf,23 Assim Madibo,10 Hasan Al-Haydos,11 Akram Afif,17 Yusuf Abdurisag,19 Almoez Ali,20 Ali Afif,15 Bassam Al-Rawi,7 Ahmed Alaaeldin,-,-,22 Mohamed Al-Bakri,21 Meshaal Barsham,4 Almahdi Ali,13 Musab Khoder,8 Ahmed Fathi,14 Salem Al-Hajri,6 Abdulaziz Hatem,9 Abdullah Al-Ahrak,18 Hashim Ali,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Sep 5, 2019",Qatar vs Afghanistan
516,Afghanistan,1 Ovays Azizi,12 Najim Haidary,21 Sharif Mukhammad,3 Hassan Amin,16 Milad Intezar,2 Abassin Alikhil,6 Noor Husin,8 Farshad Noor,13 Omran Haydary,5 Adam Najem,9 Jabar Sharza,4 Haroon Amiri,10 Faysal Shayesteh,7 Zubayr Amiri,-,-,22 Hellal Hosainie,23 Faisal Hamidi,15 Farzad Ataee,14 Zelfy Nazary,20 Naim Rahimi,17 Hoshang Noor Ali,19 Omid Popalzay,18 Yar Zakarkhel,11 Norlla Amiri,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Sep 5, 2019",Qatar vs Afghanistan
517,Afghanistan,1 Ovays Azizi,12 Najim Haidary,21 Sharif Mukhammad,3 Hassan Amin,8 Farshad Noor,6 Noor Husin,5 Adam Najem,10 Faysal Shayesteh,7 Zubayr Amiri,19 Omid Popalzay,9 Jabar Sharza,2 Abassin Alikhil,16 Milad Intezar,11 Norlla Amiri,-,-,22 Hellal Hosainie,23 Faisal Hamidi,4 Haroon Amiri,15 Farzad Ataee,14 Zelfy Nazary,20 Naim Rahimi,17 Hoshang Noor Ali,18 Yar Zakarkhel,-,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Sep 10, 2019",Afghanistan vs Bangladesh
517,Bangladesh,1 Ashraful Rana,4 Yeasin Khan,5 Tutul Hossain Badsha,3 Rahmat Mia,2 Bishwanath Ghosh,6 Jamal Bhuyan,12 Sohel Rana,7 Biplu Ahmed,22 Saad Uddin,16 Mohammad Ibrahim,9 Nabib Newaj Jibon,10 Robiul Hasan,20 Mahbubur Rahman,-,-,-,13 Anisur Rahman Zico,23 Sahidul Alam,17 Riyadul Hasan Rafi,18 Yeasin Arafat,19 Sushanto Tripura,8 Masuk Miah Zoni,15 Mamunul Mamun,14 Arifur Rahman,21 Mohammad Jewel Rana,11 Motin Mia,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Sep 10, 2019",Afghanistan vs Bangladesh
518,Qatar,1 Saad Al-Sheeb,5 Tarek Salman,15 Bassam Al-Rawi,3 Abdelkarim Hassan,2 Pedro Miguel,23 Assim Madibo,16 Boualem Khoukhi,6 Abdulaziz Hatem,12 Yusuf Abdurisag,10 Hasan Al-Haydos,19 Almoez Ali,17 Ismaeel Mohammed,7 Ahmed Alaaeldin,-,-,-,22 Yazan Naim,21 Meshaal Barsham,4 Almahdi Ali,20 Ali Afif,13 Musab Khoder,8 Ahmed Fathi,14 Salem Al-Hajri,9 Abdullah Al-Ahrak,18 Hashim Ali,11 Abdulaziz Al-Ansari,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Sep 10, 2019",Qatar vs India
518,India,1 Gurpreet Singh Sandhu,5 Sandesh Jhingan,2 Rahul Bheke,16 Mandar Rao Desai,6 Adil Khan,17 Rowllin Borges,7 Anirudh Thapa,8 Sahal Abdul Samad,15 Udanta Singh,14 Nikhil Poojary,12 Manvir Singh,4 Narender Gahlot,19 Vinit Rai,10 Brandon Fernandes,-,-,13 Kamaljit Singh,23 Amrinder Singh,22 Anas Edathodika,3 Subhasish Bose,20 Pritam Kotal,18 Ashique Kuruniyan,21 Lallianzuala Chhangte,9 Balwant Singh,-,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Sep 10, 2019",Qatar vs India
519,Bangladesh,1 Ashraful Rana,4 Yeasin Khan,17 Riyadul Hasan Rafi,3 Rahmat Mia,19 Raihan Hasan,6 Jamal Bhuyan,12 Sohel Rana,7 Biplu Ahmed,16 Mohammad Ibrahim,22 Saad Uddin,9 Nabib Newaj Jibon,20 Mahbubur Rahman,-,-,-,-,13 Anisur Rahman Zico,23 Sahidul Alam,2 Monjurur Rahman,5 Tutul Hossain Badsha,18 Yeasin Arafat,15 Mamunul Mamun,10 Robiul Hasan,14 Arifur Rahman,21 Mohammad Jewel Rana,8 Tawhidul Sabuz,11 Motin Mia,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Oct 10, 2019",Bangladesh vs Qatar
519,Qatar,1 Saad Al-Sheeb,16 Boualem Khoukhi,15 Bassam Al-Rawi,3 Abdelkarim Hassan,13 Musab Khoder,14 Salem Al-Hajri,12 Karim Boudiaf,6 Abdulaziz Hatem,18 Yusuf Abdurisag,10 Hasan Al-Haydos,19 Almoez Ali,11 Akram Afif,17 Ismaeel Mohammed,7 Ahmed Alaaeldin,-,-,22 Mohamed Al-Bakri,21 Fahad Younes,4 Almahdi Ali,5 Tarek Salman,20 Ali Afif,23 Fahad Shenain,2 Mohamed Alaaeldin,8 Ahmed Fathi,9 Abdullah Al-Ahrak,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Oct 10, 2019",Bangladesh vs Qatar
520,Oman,18 Faiyz Al-Rusheidi,2 Mohammed Al-Musalami,5 Amran Al-Hidi,17 Ali Al-Busaidi,21 Abdul Aziz Gheilani,23 Harib Al-Saadi,12 Ahmed Kano,11 Rabia Al-Alawi,6 Raed Ibrahim Saleh,9 Abdul Aziz Al-Muqbali,16 Muhsen Al-Ghassani,10 Mohsin Jouhar,4 Mohamed Khasib Al-Hosni,19 Mohammed Al-Ghafri,-,-,22 Ahmed Al-Rawahi,1 Ali Al-Habsi,3 Mohammed Faraj,13 Fahmi Durbein,14 Ahmed Al-Kaabi,15 Arshad Al-Alawi,8 Yaseen Al-Sheyadi,7 Essam Al-Subhi,-,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Oct 10, 2019",Oman vs Afghanistan
520,Afghanistan,1 Ovays Azizi,12 Najim Haidary,4 Haroon Amiri,3 Hassan Amin,8 Farshad Noor,14 Zelfy Nazary,6 Noor Husin,5 Adam Najem,17 Mustafa Azadzoy,10 Faysal Shayesteh,7 Zubayr Amiri,18 Rahmatullah Khairkhah,20 Naim Rahimi,11 Norlla Amiri,-,-,22 Hellal Hosainie,23 Faisal Hamidi,15 Farzad Ataee,21 Sharif Mukhammad,2 Abassin Alikhil,13 Benjamin Nadjem,19 Ali Nazari,16 Milad Intezar,-,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Oct 10, 2019",Oman vs Afghanistan
521,India,1 Gurpreet Singh Sandhu,22 Anas Edathodika,6 Adil Khan,17 Mandar Rao Desai,2 Rahul Bheke,7 Anirudh Thapa,8 Sahal Abdul Samad,12 Manvir Singh,18 Ashique Kuruniyan,15 Udanta Singh,11 Sunil Chhetri,16 Raynier Fernandes,10 Brandon Fernandes,21 Lallianzuala Chhangte,-,-,13 Kamaljit Singh,23 Amrinder Singh,4 Narender Gahlot,3 Subhasish Bose,5 Sarthak Golui,14 Nikhil Poojary,20 Pritam Kotal,19 Vinit Rai,9 Balwant Singh,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Oct 15, 2019",India vs Bangladesh
521,Bangladesh,1 Ashraful Rana,4 Yeasin Khan,17 Riyadul Hasan Rafi,3 Rahmat Mia,19 Raihan Hasan,6 Jamal Bhuyan,7 Biplu Ahmed,12 Sohel Rana,16 Mohammad Ibrahim,22 Saad Uddin,9 Nabib Newaj Jibon,2 Bishwanath Ghosh,10 Robiul Hasan,20 Mahbubur Rahman,-,-,13 Anisur Rahman Zico,23 Sahidul Alam,5 Tutul Hossain Badsha,18 Yeasin Arafat,15 Mamunul Mamun,14 Arifur Rahman,21 Mohammad Jewel Rana,8 Tawhidul Sabuz,11 Motin Mia,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Oct 15, 2019",India vs Bangladesh
522,Qatar,1 Saad Al-Sheeb,5 Tarek Salman,15 Bassam Al-Rawi,3 Abdelkarim Hassan,2 Pedro Miguel,16 Boualem Khoukhi,6 Abdulaziz Hatem,11 Akram Afif,10 Hasan Al-Haydos,18 Yusuf Abdurisag,19 Almoez Ali,14 Salem Al-Hajri,12 Karim Boudiaf,7 Ahmed Alaaeldin,-,-,22 Mohamed Al-Bakri,21 Fahad Younes,4 Almahdi Ali,20 Ali Afif,23 Fahad Shenain,13 Musab Khoder,8 Ahmed Fathi,9 Abdullah Al-Ahrak,17 Ismaeel Mohammed,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Oct 15, 2019",Qatar vs Oman
522,Oman,18 Faiyz Al-Rusheidi,2 Mohammed Al-Musalami,5 Amran Al-Hidi,17 Ali Al-Busaidi,21 Abdul Aziz Gheilani,23 Harib Al-Saadi,12 Ahmed Kano,19 Mohammed Al-Ghafri,11 Rabia Al-Alawi,16 Mohamed Saleh Al-Ghassani,9 Abdul Aziz Al-Muqbali,10 Mohsin Jouhar,4 Mohamed Khasib Al-Hosni,7 Essam Al-Subhi,-,-,22 Ahmed Al-Rawahi,1 Ali Al-Habsi,3 Mohammed Faraj,13 Fahmi Durbein,14 Ahmed Al-Kaabi,15 Arshad Al-Alawi,8 Yaseen Al-Sheyadi,6 Raed Ibrahim Saleh,-,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Oct 15, 2019",Qatar vs Oman
523,Afghanistan,1 Ovays Azizi,4 Haroon Amiri,21 Sharif Mukhammad,3 Hassan Amin,2 David Najem,14 Zelfy Nazary,6 Noor Husin,8 Farshad Noor,10 Faysal Shayesteh,19 Omid Popalzay,13 Omran Haydary,5 Adam Najem,16 Milad Intezar,11 Norlla Amiri,-,-,22 Faisal Hamidi,23 Khaiss Wahab,12 Mahboob Hanifi,15 Farzad Ataee,18 Rahmatullah Khairkhah,20 Naim Rahimi,17 Jabar Sharza,7 Fareed Sadat,9 Khaibar Amani,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Nov 14, 2019",Afghanistan vs India
523,India,1 Gurpreet Singh Sandhu,2 Rahul Bheke,6 Adil Khan,17 Mandar Rao Desai,20 Pritam Kotal,10 Brandon Fernandes,21 Lallianzuala Chhangte,15 Udanta Singh,18 Ashique Kuruniyan,8 Sahal Abdul Samad,11 Sunil Chhetri,12 Farukh Choudhary,22 Seiminlen Doungel,9 Manvir Singh,-,-,13 Dheeraj Singh,23 Amrinder Singh,4 Narender Gahlot,5 Nishu Kumar,3 Subhasish Bose,19 Vinit Rai,7 Anirudh Thapa,16 Raynier Fernandes,14 Jackichand Singh,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Nov 14, 2019",Afghanistan vs India
524,Oman,1 Ali Al-Habsi,2 Mohammed Al-Musalami,5 Amran Al-Hidi,17 Ali Al-Busaidi,21 Abdul Aziz Gheilani,12 Ahmed Kano,20 Zahir Al-Aghbari,10 Mohsin Jouhar,15 Rabia Al-Alawi,7 Said Al-Razaiqi,16 Muhsen Al-Ghassani,23 Harib Al-Saadi,4 Arshad Al-Alawi,8 Yaseen Al-Sheyadi,-,-,18 Faiyz Al-Rusheidi,22 Ahmed Al-Rawahi,3 Mohammed Faraj,6 Fahmi Durbein,13 Abdul Sallam Amur,14 Ahmed Al-Kaabi,11 Saad Suhail,9 Essam Al-Subhi,-,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Nov 14, 2019",Oman vs Bangladesh
524,Bangladesh,1 Ashraful Rana,4 Yeasin Khan,17 Riyadul Hasan Rafi,3 Rahmat Mia,19 Raihan Hasan,6 Jamal Bhuyan,7 Biplu Ahmed,12 Sohel Rana,22 Saad Uddin,16 Mohammad Ibrahim,9 Nabib Newaj Jibon,10 Robiul Hasan,-,-,-,-,13 Anisur Rahman Zico,23 Sahidul Alam,5 Tutul Hossain Badsha,18 Yeasin Arafat,2 Bishwanath Ghosh,15 Mamunul Mamun,14 Arifur Rahman,20 Mahbubur Rahman,21 Rakib Hossain,8 Tawhidul Sabuz,11 Motin Mia,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Nov 14, 2019",Oman vs Bangladesh
525,Afghanistan,1 Ovays Azizi,4 Haroon Amiri,21 Sharif Mukhammad,16 Milad Intezar,2 David Najem,14 Zelfy Nazary,6 Noor Husin,8 Farshad Noor,5 Adam Najem,10 Faysal Shayesteh,13 Omran Haydary,11 Norlla Amiri,9 Khaibar Amani,-,-,-,22 Faisal Hamidi,23 Khaiss Wahab,19 Mahboob Hanifi,15 Farzad Ataee,18 Rahmatullah Khairkhah,20 Naim Rahimi,7 Fareed Sadat,-,-,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Nov 19, 2019",Afghanistan vs Qatar
525,Qatar,1 Saad Al-Sheeb,5 Tarek Salman,16 Boualem Khoukhi,23 Fahad Shenain,2 Pedro Miguel,12 Karim Boudiaf,6 Abdulaziz Hatem,11 Akram Afif,10 Hasan Al-Haydos,17 Yusuf Abdurisag,19 Almoez Ali,13 Musab Khoder,14 Salem Al-Hajri,7 Mohammed Muntari,-,-,22 Mohamed Al-Bakri,21 Fahad Younes,4 Almahdi Ali,15 Homam Al-Amin,8 Ahmed Fathi,9 Abdullah Al-Ahrak,20 Ahmad Moein Doozandeh,3 Abdelrahman Moustafa,17 Ismaeel Mohammed,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Nov 19, 2019",Afghanistan vs Qatar
526,Oman,1 Ali Al-Habsi,2 Mohammed Al-Musalami,5 Amran Al-Hidi,17 Ali Al-Busaidi,11 Saad Suhail,12 Ahmed Kano,23 Harib Al-Saadi,10 Mohsin Jouhar,15 Rabia Al-Alawi,19 Mohammed Al-Ghafri,16 Muhsen Al-Ghassani,4 Arshad Al-Alawi,20 Zahir Al-Aghbari,9 Abdul Aziz Al-Muqbali,-,-,18 Faiyz Al-Rusheidi,22 Ahmed Al-Rawahi,3 Mohammed Faraj,13 Abdul Sallam Amur,14 Ahmed Al-Kaabi,21 Abdul Aziz Gheilani,8 Yaseen Al-Sheyadi,6 Essam Al-Subhi,7 Said Al-Razaiqi,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Nov 19, 2019",Oman vs India
