,TeamName,Starter_1,Starter_2,Starter_3,Starter_4,Starter_5,Starter_6,Starter_7,Starter_8,Starter_9,Starter_10,Starter_11,Sub_1,Sub_2,Sub_3,Sub_4,Sub_5,Unused_1,Unused_2,Unused_3,Unused_4,Unused_5,Unused_6,Unused_7,Unused_8,Unused_9,Unused_10,Unused_11,Unused_12,Unused_13,Unused_14,Unused_15,Competition,Competition General,Date,Match
385,Syria,1 Ibrahim Alma,2 Saad Al-Ahmad,5 Omar Al-Midani,3 Moayad Ajan,16 Abdul Rahman Oues,6 Kamel Hmeisha,12 Mohammed Osman,8 Aias Aosman,7 Omar Khribin,10 Mahmoud Al-Mawas,9 Omar Al-Somah,19 Mohammad Anez,11 Osama Omari,17 Fahd Youssef,18 Mahmoud Al-Baher,-,22 Abdul Latif Nassan,23 Taha Mosa,13 Thaer Krouma,15 Khaled Kourdoghli,14 Amro Jenyat,4 Zaher Midani,21 Mohammad Al-Marmour,20 Alaa Al-Dali,-,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Oct 12, 2021",Syria vs Lebanon
385,Lebanon,21 Mostafa Matar,6 Joan Oumari,12 Alexander Michel,15 Soony Saad,2 Abbas Assi,3 Mouhammed-Ali Dhaini,14 Nader Matar,7 Hassan Maatouk,10 Mohamad Haidar,22 Bassel Jradi,11 Mohamad Kdouh,4 Walid Shour,18 Hussein El-Dor,20 Rabih Ataya,9 Hilal El-Helwe,-,1 Ali Daher,16 Shibriko,5 Hussein Zein,17 Mohamad Zein Tahan,8 Omar Bugiel,19 Hady Ghandour,-,-,-,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Oct 12, 2021",Syria vs Lebanon
386,U. A. E.,1 Ali Khaseif,13 Mohamed Omar Al-Attas,4 Shahin Abdulrahman,21 Mahmoud Al-Hammadi,9 Bandar Mohamed,8 Majed Hassan,18 Abdalla Ramadan,15 Fábio Lima,11 Caio Canedo,5 Abdulla Hamad,7 Ali Mabkhout,3 Walid Abbas,14 Khalil Ibrahim,10 Khalfan Mubarak,20 Sebastián Tagliabúe,-,17 Mohamed Al-Shamsi,22 Adel Al-Hosani,12 Khalifa Al-Hammadi,16 Alhusain Saleh,2 Abdulaziz Hussain,6 Majid Rashid,19 Tahnoon Al-Zaabi,23 Mohammed Jumaa,-,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Oct 12, 2021",U. A. E. vs Iraq
386,Iraq,1 Fahad Talib,2 Ahmed Ibrahim Khalaf,5 Ali Faez,6 Ali Adnan,17 Alaa Mhawi,15 Mohammed Ali Abbood,22 Ahmad Fadhil,8 Ibrahim Bayesh,18 Shareef Abdulkadhim,10 Alaa Abdulzahra,13 Bashar Resan,7 Safaa Hadi,16 Amir Al-Ammari,11 Humam Tariq,21 Sherko Karim,9 Aymen Hussein,12 Ali Yasin,20 Ahmed Basil,3 Karrar Amer,23 Maytham Jabbar,4 Sajad Jassim,19 Mohammed Qasim,-,-,-,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Oct 12, 2021",U. A. E. vs Iraq
387,South Korea,1 Seung-gyu Kim,20 Kyung-won Kwon,4 Min-jae Kim,3 Jin-su Kim,2 Yong Lee,5 Woo-young Jung,6 In-beom Hwang,10 Jae-sung Lee,7 Heung-min Son,11 Hee-chan Hwang,9 Gue-sung Cho,15 Ji-su Park,17 Min-kyu Song,-,-,-,12 Sung-yun Gu,21 Hyeon-woo Jo,19 Seung-hyun Jung,14 Chul Hong,23 Tae-hwan Kim,8 Seung-ho Paik,18 Dong-gyeong Lee,22 Woo-yeong Jeong,13 Won-sang Um,16 Gun-hee Kim,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Nov 11, 2021",South Korea vs U. A. E.
387,U. A. E.,1 Ali Khaseif,13 Mohamed Omar Al-Attas,3 Walid Abbas,2 Mohamed Barghash,9 Bandar Mohamed,5 Ali Salmin,18 Abdalla Ramadan,19 Tahnoon Al-Zaabi,11 Caio Canedo,10 Ismaeil Matar,7 Ali Mabkhout,20 Sebastián Tagliabúe,-,-,-,-,17 Khalid Eisa,22 Adel Al-Hosani,6 Mohanad Salem,4 Ahmed Rashid,8 Yousef Jaber,21 Abdulaziz Hussain,12 Yahia Nader,15 Majid Rashid,14 Khalil Ibrahim,16 Ali Saleh,23 Mohammed Jumaa,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Nov 11, 2021",South Korea vs U. A. E.
388,Lebanon,21 Mostafa Matar,12 Alexander Michel,13 Felix Michel,18 Kassem El Zein,4 Abbas Assi,6 Mouhammed-Ali Dhaini,14 Nader Matar,8 Soony Saad,10 Mohamad Haidar,22 Bassel Jradi,11 Mohamad Kdouh,2 Hussein El-Dor,15 Walid Shour,5 Hussein Zein,9 Hilal El-Helwe,-,1 Ali Daher,23 Ali Sabeh,17 Khalil Khamis,3 Maher Sabra,16 Shibriko,20 Rabih Ataya,7 Omar Bugiel,19 Hady Ghandour,-,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Nov 11, 2021",Lebanon vs Iran
388,Iran,1 Alireza Beiranvand,4 Shoja Khalilzadeh,13 Hossein Kanaani,11 Vahid Amiri,2 Sadegh Moharrami,6 Saeid Ezatolahi,8 Ahmad Nourollahi,14 Saman Ghoddos,7 Alireza Jahanbakhsh,17 Ali Gholizadeh,20 Sardar Azmoun,5 Milad Mohammadi,9 Allahyar Sayyadmanesh,10 Karim Ansarifard,-,-,12 Payam Niazmand,22 Amir Abedzadeh,19 Majid Hosseini,3 Ehsan Hajsafi,15 Saleh Hardani,18 Milad Sarlak,16 Yasin Salmani,23 Mehdi Ghayedi,21 Kaveh Rezaei,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Nov 11, 2021",Lebanon vs Iran
389,Iraq,1 Fahad Talib,2 Ahmed Ibrahim Khalaf,4 Mustafa Nadhim,22 Rebin Sulaka,17 Ahmad Fadhil,14 Amjad Attwan,3 Frans Putros,23 Mohanad Jeahze,15 Mohammed Ali Abbood,13 Bashar Resan,9 Ali Al-Hamadi,16 Amir Al-Ammari,8 Ibrahim Bayesh,10 Alaa Abdulzahra,18 Sajad Jassim,19 Mohammed Qasim,12 Ali Yasin,20 Ahmed Basil,6 Ali Adnan,5 Muntadher Mohammed,21 Jiloan Hamad,-,-,-,-,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Nov 11, 2021",Iraq vs Syria
389,Syria,23 Khaled Haj Othman,5 Omar Al-Midani,13 Thaer Krouma,15 Khaled Kourdoghli,19 Muayad Al-Khouli,14 Ahmed Al-Ashkar,18 Mohammad Anez,10 Mahmoud Al-Mawas,17 Fahd Youssef,7 Omar Khribin,9 Omar Al-Somah,16 Kamel Hmeisha,4 Esraa Al-Hamwiah,8 Aias Aosman,-,-,22 Taha Mosa,1 Ibrahim Alma,2 Yousef Mohammad,20 Mohammad Shehioni,6 Amro Jenyat,3 Mohamad Rihanieh,21 Mohammad Al-Marmour,11 Mahmoud Al-Baher,-,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Nov 11, 2021",Iraq vs Syria
390,Lebanon,21 Mostafa Matar,12 Alexander Michel,13 Felix Michel,18 Kassem El Zein,4 Abbas Assi,6 Mouhammed-Ali Dhaini,20 Rabih Ataya,8 Soony Saad,10 Mohamad Haidar,22 Bassel Jradi,11 Mohamad Kdouh,9 Hilal El-Helwe,7 Omar Bugiel,-,-,-,1 Ali Daher,17 Khalil Khamis,2 Hussein El-Dor,3 Maher Sabra,16 Shibriko,5 Hussein Zein,15 Mohamad Zein Tahan,14 Nader Matar,19 Hady Ghandour,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Nov 16, 2021",Lebanon vs U. A. E.
390,U. A. E.,1 Ali Khaseif,13 Mohamed Omar Al-Attas,6 Mohanad Salem,2 Mohamed Barghash,9 Bandar Mohamed,5 Ali Salmin,18 Abdalla Ramadan,19 Tahnoon Al-Zaabi,11 Caio Canedo,16 Ali Saleh,7 Ali Mabkhout,14 Khalil Ibrahim,20 Sebastián Tagliabúe,-,-,-,17 Khalid Eisa,22 Adel Al-Hosani,4 Ahmed Rashid,8 Yousef Jaber,21 Abdulaziz Hussain,12 Yahia Nader,15 Majid Rashid,23 Mohammed Jumaa,10 Ismaeil Matar,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Nov 16, 2021",Lebanon vs U. A. E.
391,Iraq,1 Fahad Talib,2 Ahmed Ibrahim Khalaf,22 Rebin Sulaka,23 Mohanad Jeahze,3 Frans Putros,14 Amjad Attwan,15 Mohammed Ali Abbood,13 Bashar Resan,8 Ibrahim Bayesh,19 Mohammed Qasim,16 Ali Al-Hamadi,4 Mustafa Nadhim,6 Ali Adnan,17 Ahmad Fadhil,18 Sajad Jassim,9 Aymen Hussein,12 Ali Yasin,20 Ahmed Basil,7 Hussein Ammar,10 Alaa Abdulzahra,5 Muntadher Mohammed,21 Jiloan Hamad,11 Hasan Abdulkareem,-,-,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Nov 16, 2021",Iraq vs South Korea
391,South Korea,1 Seung-gyu Kim,20 Kyung-won Kwon,4 Min-jae Kim,3 Jin-su Kim,2 Yong Lee,5 Woo-young Jung,6 In-beom Hwang,10 Jae-sung Lee,11 Hee-chan Hwang,7 Heung-min Son,9 Gue-sung Cho,14 Chul Hong,8 Seung-ho Paik,22 Woo-yeong Jeong,17 Min-kyu Song,13 Won-sang Um,12 Bum-keun Song,21 Hyeon-woo Jo,15 Ji-su Park,19 Seung-hyun Jung,18 Sang-woo Kang,23 Tae-hwan Kim,16 Gun-hee Kim,-,-,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Nov 16, 2021",Iraq vs South Korea
392,Syria,23 Khaled Haj Othman,5 Omar Al-Midani,13 Thaer Krouma,15 Khaled Kourdoghli,19 Muayad Al-Khouli,15 Mohammad Anez,14 Ahmed Al-Ashkar,17 Fahd Youssef,6 Amro Jenyat,10 Mahmoud Al-Mawas,9 Omar Al-Somah,3 Mohamad Rihanieh,21 Mohammad Al-Marmour,11 Mahmoud Al-Baher,-,-,22 Taha Mosa,1 Ibrahim Alma,2 Saad Al-Ahmad,4 Yousef Mohammad,20 Mohammad Shehioni,16 Kamel Hmeisha,12 Oliver Isak Kass Kawo,8 Ali Bashmani,-,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Nov 16, 2021",Syria vs Iran
392,Iran,22 Amir Abedzadeh,4 Shoja Khalilzadeh,13 Hossein Kanaani,7 Omid Noorafkan,2 Sadegh Moharrami,6 Saeid Ezatolahi,3 Ehsan Hajsafi,8 Ahmad Nourollahi,11 Vahid Amiri,17 Ali Gholizadeh,20 Sardar Azmoun,18 Milad Sarlak,23 Mehdi Ghayedi,9 Allahyar Sayyadmanesh,10 Karim Ansarifard,-,1 Alireza Beiranvand,12 Payam Niazmand,19 Majid Hosseini,5 Milad Mohammadi,15 Saleh Hardani,14 Saman Ghoddos,16 Mehdi Torabi,21 Kaveh Rezaei,-,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Nov 16, 2021",Syria vs Iran
393,Lebanon,21 Mostafa Matar,6 Joan Oumari,12 Alexander Michel,15 Walid Shour,3 Maher Sabra,18 Kassem El Zein,8 Mouhammed-Ali Dhaini,13 Felix Michel,7 Hassan Maatouk,20 Soony Saad,11 Mohamad Kdouh,2 Abbas Assi,5 Hussein Zein,19 Fadel Antar,9 Hilal El-Helwe,-,23 Ali Sabeh,1 Hadi Mortada,4 Nour Mansour,22 Hussein El-Dor,17 Mohamad Zein Tahan,16 Jihad Ayoub,14 Nader Matar,10 Mahdi Zein,-,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Jan 27, 2022",Lebanon vs South Korea
393,South Korea,1 Seung-gyu Kim,19 Young-gwon Kim,4 Min-jae Kim,3 Jin-su Kim,2 Yong Lee,5 Woo-young Jung,6 In-beom Hwang,10 Jae-sung Lee,22 Chang-hoon Kwon,16 Ui-jo Hwang,9 Gue-sung Cho,-,-,-,-,-,12 Sung-yun Gu,21 Hyeon-woo Jo,20 Kyung-won Kwon,14 Chul Hong,13 Sang-woo Kang,23 Tae-hwan Kim,8 Seung-ho Paik,17 Jin-gyu Kim,18 Dong-gyeong Lee,7 Woo-yeong Jeong,11 Dong-jun Lee,15 Gun-hee Kim,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Jan 27, 2022",Lebanon vs South Korea
394,Iran,22 Amir Abedzadeh,4 Shoja Khalilzadeh,13 Hossein Kanaani,18 Omid Noorafkan,2 Sadegh Moharrami,6 Saeid Ezatolahi,14 Saman Ghoddos,11 Vahid Amiri,7 Alireza Jahanbakhsh,17 Ali Gholizadeh,9 Mehdi Taremi,8 Milad Sarlak,23 Kamal Kamyabinia,10 Karim Ansarifard,-,-,1 Alireza Beiranvand,12 Payam Niazmand,19 Aref Aghasi,20 Siavash Yazdani,5 Milad Mohammadi,15 Saleh Hardani,3 Soroush Rafiei,16 Mehdi Torabi,21 Kaveh Rezaei,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Jan 27, 2022",Iran vs Iraq
394,Iraq,1 Fahad Talib,2 Ahmed Ibrahim Khalaf,23 Maytham Jabbar,6 Hasan Raed,3 Frans Putros,21 Saad Abdul Ameer,15 Mohammed Ali Abbood,16 Amir Al-Ammari,17 Ahmed Farhan,13 Bashar Resan,18 Aymen Hussein,22 Mohanad Jeahze,8 Zidane Iqbal,11 Hasan Abdulkareem,9 Alaa Abbas,10 Ali Al-Hamadi,12 Ali Yasin,20 Hasan Ahmed,-,-,-,-,-,-,-,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Jan 27, 2022",Iran vs Iraq
395,U. A. E.,1 Ali Khaseif,13 Mohamed Omar Al-Attas,3 Walid Abbas,21 Mahmoud Al-Hammadi,23 Abdulaziz Hussain,5 Ali Salmin,18 Abdalla Ramadan,14 Khalil Ibrahim,16 Ali Saleh,10 Tahnoon Al-Zaabi,11 Caio Canedo,8 Majed Hassan,9 Harib Suhail,19 Yahya Al-Ghassani,-,-,17 Mohamed Al-Shamsi,22 Adel Al-Hosani,12 Abdulla Idrees,15 Majid Suroor,4 Saleem Sultan,2 Abdul Salam Mohammed,6 Majid Rashid,7 Ahmed Al Attas,20 Sebastián Tagliabúe,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Jan 27, 2022",U. A. E. vs Syria
395,Syria,1 Ibrahim Alma,5 Omar Al-Midani,19 Muayad Al-Khouli,17 Fahd Youssef,6 Amro Jenyat,14 Tamer Haj Mohamad,15 Mohammad Anez,20 Oliver Isak Kass Kawo,10 Mahmoud Al-Mawas,7 Omar Khribin,9 Omar Al-Somah,15 Mohammad Shehioni,3 Mohamad Rihanieh,8 Ward Al-Salama,11 Mahmoud Al-Baher,12 Mo Babouli,22 Shaher Al-Shakhir,23 Khaled Haj Othman,4 Yousef Mohammad,2 Abdallah Al-Shami,13 Thaer Krouma,16 Kamel Hmeisha,21 Mustafa Jneid,-,-,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Jan 27, 2022",U. A. E. vs Syria
396,Lebanon,21 Mostafa Matar,6 Joan Oumari,12 Alexander Michel,3 Maher Sabra,2 Abbas Assi,8 Mouhammed-Ali Dhaini,13 Felix Michel,7 Hassan Maatouk,20 Soony Saad,5 Hussein Zein,11 Mohamad Kdouh,14 Nader Matar,9 Hilal El-Helwe,-,-,-,23 Ali Sabeh,1 Hadi Mortada,4 Nour Mansour,18 Kassem El Zein,22 Hussein El-Dor,16 Shibriko,17 Mohamad Zein Tahan,15 Jihad Ayoub,10 Mahdi Zein,19 Fadel Antar,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Feb 1, 2022",Lebanon vs Iraq
396,Iraq,1 Fahad Talib,2 Ahmed Ibrahim Khalaf,5 Manaf Younis,22 Mohanad Jeahze,7 Sherko Karim,21 Saad Abdul Ameer,15 Mohammed Ali Abbood,6 Sajad Jassim,17 Ahmed Farhan,11 Hasan Abdulkareem,18 Aymen Hussein,4 Mustafa Nadhim,3 Sameh Saeed,8 Zidane Iqbal,9 Hussein Jabbar,10 Ali Al-Hamadi,12 Ali Yasin,20 Hasan Ahmed,13 Karar Nabeel,16 Amir Al-Ammari,19 Ali Husni,-,-,-,-,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Feb 1, 2022",Lebanon vs Iraq
397,Syria,1 Ibrahim Alma,5 Omar Al-Midani,13 Thaer Krouma,15 Mohammad Shehioni,19 Muayad Al-Khouli,16 Kamel Hmeisha,20 Oliver Isak Kass Kawo,12 Mo Babouli,10 Mahmoud Al-Mawas,6 Amro Jenyat,7 Omar Khribin,3 Mohamad Rihanieh,18 Mohammad Anez,21 Mustafa Jneid,17 Hosam Aiesh,11 Mahmoud Al-Baher,22 Shaher Al-Shakhir,4 Yousef Mohammad,23 Ali Laith,2 Abdallah Al-Shami,14 Tamer Haj Mohamad,8 Ward Al-Salama,-,-,-,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Feb 1, 2022",Syria vs South Korea
397,South Korea,1 Seung-gyu Kim,19 Young-gwon Kim,4 Min-jae Kim,3 Jin-su Kim,23 Tae-hwan Kim,8 Seung-ho Paik,6 In-beom Hwang,10 Jae-sung Lee,7 Woo-yeong Jeong,16 Ui-jo Hwang,9 Gue-sung Cho,17 Jin-gyu Kim,22 Chang-hoon Kwon,11 Dong-jun Lee,15 Gun-hee Kim,-,12 Bum-keun Song,21 Hyeon-woo Jo,20 Kyung-won Kwon,5 Ji-su Park,13 Sang-woo Kang,2 Yong Lee,18 Dong-gyeong Lee,-,-,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Feb 1, 2022",Syria vs South Korea
398,Iran,22 Amir Abedzadeh,13 Hossein Kanaani,18 Omid Noorafkan,5 Milad Mohammadi,2 Sadegh Moharrami,6 Saeid Ezatolahi,14 Saman Ghoddos,11 Vahid Amiri,7 Alireza Jahanbakhsh,17 Ali Gholizadeh,9 Mehdi Taremi,20 Siavash Yazdani,15 Saleh Hardani,8 Ahmad Nourollahi,-,-,1 Mohammadreza Akhbari,12 Payam Niazmand,19 Aref Aghasi,23 Kamal Kamyabinia,3 Soroush Rafiei,16 Mehdi Torabi,4 Shahab Zahedi,10 Karim Ansarifard,21 Kaveh Rezaei,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Feb 1, 2022",Iran vs U. A. E.
398,U. A. E.,1 Ali Khaseif,13 Mohamed Omar Al-Attas,3 Walid Abbas,21 Mahmoud Al-Hammadi,9 Bandar Mohamed,8 Majed Hassan,18 Abdalla Ramadan,10 Tahnoon Al-Zaabi,14 Khalil Ibrahim,16 Ali Saleh,11 Caio Canedo,2 Zayed Al Ameri,5 Harib Suhail,19 Yahya Al-Ghassani,20 Sebastián Tagliabúe,-,17 Mohamed Al-Shamsi,22 Adel Al-Hosani,12 Abdulla Idrees,15 Majid Suroor,4 Shahin Abdulrahman,23 Abdulaziz Hussain,6 Majid Rashid,7 Yahia Nader,-,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Feb 1, 2022",Iran vs U. A. E.
399,South Korea,1 Seung-gyu Kim,19 Young-gwon Kim,4 Min-jae Kim,3 Jin-su Kim,23 Tae-hwan Kim,5 Woo-young Jung,10 Jae-sung Lee,22 Chang-hoon Kwon,7 Heung-min Son,11 Hee-chan Hwang,16 Ui-jo Hwang,20 Kyung-won Kwon,15 Ji-su Park,9 Gue-sung Cho,-,-,12 Bum-keun Song,21 Hyeon-woo Jo,18 Jae-ik Lee,14 Min-kyu Park,2 Jong-gyu Yoon,6 Seung-beom Ko,8 Tae-hee Nam,13 Min-kyu Song,17 Young-wook Cho,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Mar 24, 2022",South Korea vs Iran
399,Iran,22 Amir Abedzadeh,13 Hossein Kanaani,19 Majid Hosseini,5 Milad Mohammadi,4 Shoja Khalilzadeh,21 Omid Noorafkan,3 Ehsan Hajsafi,8 Ahmad Nourollahi,11 Vahid Amiri,17 Ali Gholizadeh,20 Sardar Azmoun,2 Aref Gholami,18 Mehdi Mehdipour,15 Amirhossein Hosseinzadeh,9 Allahyar Sayyadmanesh,10 Karim Ansarifard,1 Alireza Beiranvand,12 Hossein Hosseini,14 Farshad Faraji,7 Danial Esmaeilifar,6 Milad Sarlak,23 Kamal Kamyabinia,16 Mehdi Torabi,-,-,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Mar 24, 2022",South Korea vs Iran
400,Lebanon,21 Mostafa Matar,6 Joan Oumari,18 Kassem El Zein,3 Maher Sabra,15 Abbas Assi,8 Mouhammed-Ali Dhaini,12 Jihad Ayoub,14 Nader Matar,5 Hussein Zein,10 Mohamad Haidar,11 Mohamad Kdouh,7 Mohamad Zein Tahan,17 Mahdi Zein,22 Hassan Mehanna,9 Hilal El-Helwe,13 Karim Darwiche,23 Ali Sabeh,1 Hadi Mortada,4 Nour Mansour,2 Hussein El-Dor,16 Shibriko,19 Fadel Antar,20 Mohammad Nasser,-,-,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Mar 24, 2022",Lebanon vs Syria
400,Syria,22 Ahmad Madanieh,2 Saad Al-Ahmad,13 Thaer Krouma,7 Khaled Kourdoghli,6 Amro Jenyat,16 Kamel Hmeisha,18 Mohammad Anez,11 Mohammad Al-Marmour,10 Mohammad Al-Hallaq,20 Mardik Mardikian,21 Alaa Al-Dali,4 Abdallah Al-Shami,9 Oliver Isak Kass Kawo,8 Mohamad Rihanieh,15 Mustafa Jneid,17 Yassin Samia,1 Hussain Rahal,23 Khaled Haj Othman,5 Yousef Mohammad,19 Muayad Al-Khouli,3 Moayad Ajan,14 Hussein Al-Jwayed,12 Mo Babouli,-,-,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Mar 24, 2022",Lebanon vs Syria
401,Iraq,12 Jalal Hassan,2 Ahmed Ibrahim Khalaf,5 Ali Faez,6 Manaf Younis,21 Saad Abdul Ameer,14 Amjad Attwan,7 Sherko Karim,15 Dhurgham Ismail,8 Ibrahim Bayesh,19 Hussein Ali,18 Aymen Hussein,4 Abbas Qasim,23 Ruslan Hanoon,22 Hasan Raed,3 Mustafa Mohammed,9 Ali Al-Hamadi,1 Dolvan Mahdi,20 Mohammed Hameed,17 Mohammed Ali Abbood,13 Bashar Resan,10 Justin Meram,11 Hasan Abdulkareem,16 Mohanad Abdul-Rahim,-,-,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Mar 24, 2022",Iraq vs U. A. E.
401,U. A. E.,17 Khalid Eisa,4 Mohammed Marzooq,12 Khalifa Al-Hammadi,3 Walid Abbas,8 Majed Hassan,10 Abdalla Al-Naqbi,9 Bandar Mohamed,21 Mahmoud Al-Hammadi,11 Caio Canedo,16 Ali Saleh,7 Ali Mabkhout,5 Ali Salmin,14 Khalil Ibrahim,15 Mohammed Al-Baloushi,18 Harib Suhail,20 Sultan Adil,1 Mohamed Al-Shamsi,22 Majed Naser,13 Mohamed Omar Al-Attas,2 Khalid Hashemi,23 Abdulaziz Hussain,6 Majid Rashid,19 Yahya Al-Ghassani,-,-,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Mar 24, 2022",Iraq vs U. A. E.
402,Iran,1 Alireza Beiranvand,13 Hossein Kanaani,19 Majid Hosseini,21 Omid Noorafkan,2 Sadegh Moharrami,6 Saeid Ezatolahi,8 Ahmad Nourollahi,17 Ali Gholizadeh,7 Alireza Jahanbakhsh,9 Allahyar Sayyadmanesh,20 Sardar Azmoun,23 Danial Esmaeilifar,10 Milad Sarlak,18 Mehdi Mehdipour,15 Amirhossein Hosseinzadeh,16 Mehdi Torabi,12 Hossein Hosseini,22 Amir Abedzadeh,4 Aref Gholami,14 Farshad Faraji,3 Ehsan Hajsafi,5 Milad Mohammadi,11 Kamal Kamyabinia,-,-,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Mar 29, 2022",Iran vs Lebanon
402,Lebanon,21 Mostafa Matar,4 Nour Mansour,6 Joan Oumari,22 Hussein El-Dor,3 Maher Sabra,5 Hussein Zein,8 Mouhammed-Ali Dhaini,12 Jihad Ayoub,10 Mohamad Haidar,9 Hilal El-Helwe,11 Mohamad Kdouh,16 Shibriko,20 Rabih Ataya,17 Mahdi Zein,13 Karim Darwiche,-,23 Ali Sabeh,1 Hadi Mortada,18 Kassem El Zein,7 Mohamad Zein Tahan,14 Nader Matar,15 Hassan Mehanna,19 Fadel Antar,2 Mohammad Nasser,-,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Mar 29, 2022",Iran vs Lebanon
403,Syria,22 Ahmad Madanieh,2 Saad Al-Ahmad,13 Thaer Krouma,7 Khaled Kourdoghli,6 Amro Jenyat,16 Kamel Hmeisha,18 Mohammad Anez,10 Mahmoud Al-Mawas,11 Mohammad Al-Marmour,20 Mardik Mardikian,21 Alaa Al-Dali,4 Abdallah Al-Shami,19 Muayad Al-Khouli,14 Hussein Al-Jwayed,15 Mohammad Al-Hallaq,17 Yassin Samia,1 Hussain Rahal,23 Khaled Haj Othman,5 Omar Al-Midani,3 Moayad Ajan,9 Oliver Isak Kass Kawo,8 Mohamad Rihanieh,12 Mo Babouli,-,-,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Mar 29, 2022",Syria vs Iraq
403,Iraq,12 Jalal Hassan,2 Ahmed Ibrahim Khalaf,5 Ali Faez,6 Manaf Younis,21 Saad Abdul Ameer,14 Amjad Attwan,7 Sherko Karim,15 Dhurgham Ismail,8 Ibrahim Bayesh,19 Hussein Ali,18 Aymen Hussein,13 Bashar Resan,10 Justin Meram,11 Hasan Abdulkareem,9 Alaa Abbas,16 Mohanad Abdul-Rahim,1 Mohammed Hameed,4 Abbas Qasim,22 Hasan Raed,23 Mohanad Jeahze,3 Mustafa Mohammed,17 Mohammed Ali Abbood,20 Zidane Iqbal,-,-,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Mar 29, 2022",Syria vs Iraq
