,TeamName,Starter_1,Starter_2,Starter_3,Starter_4,Starter_5,Starter_6,Starter_7,Starter_8,Starter_9,Starter_10,Starter_11,Sub_1,Sub_2,Sub_3,Sub_4,Sub_5,Unused_1,Unused_2,Unused_3,Unused_4,Unused_5,Unused_6,Unused_7,Unused_8,Unused_9,Unused_10,Unused_11,Unused_12,Unused_13,Unused_14,Unused_15,Competition,Date,Match
129,Colombia U20,1 Álvaro Montero,5 Juan Quintero,13 Davinson Sánchez,3 Jeison Angulo,6 Andrés Tello,10 Sergio Villarreal,19 Víctor Gutiérrez,8 Alexis Zapata,11 Jeison Lucumí,9 Joao Rodríguez,20 Rafael Borré,16 Jarlan Barrera,17 Juan Otero,18 Carlos Ibargüen,-,-,12 Luis Vásquez,21 Yasser Chávez,2 Aldayr Hernández,4 Daniel Londoño,7 Déinner Quiñones,14 Rodin Quiñones,-,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"Jun 3, 2015",Senegal U20 vs Colombia U20
130,Senegal U20,21 Ibrahima Sy,4 Mouhameth Sané,6 Elimane Cissé,13 Alhassane Sylla,15 Moussa Wagué,8 Sidy Sarr,12 Mamadou Loum,18 Alassane Sow,14 Moussa Koné,7 Ibrahima Wadji,19 Mamadou Thiam,3 Andelinou Corréa,11 Malick Niang,20 Rémi Nassalan,-,-,1 Khadime Ndiaye,16 Seydou Sy,9 Moussa Ba,2 Abdoulaye Ndione,10 Fallou Niang,5 Papa Faye,-,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"Jun 6, 2015",Senegal U20 vs Qatar U20
130,Qatar U20,1 Yousef Hassan,5 Serigne Abdou,20 Tarek Salman,3 Fahad Shenain,2 Tameem Al-Muhaza,6 Salem Al-Hajri,8 Ahmad Moein Doozandeh,4 Abdullah Al-Ahrak,10 Akram Afif,7 Jassim Al-Jalabi,19 Almoez Ali,15 Sultan Al-Brake,17 Bassam Al-Rawi,14 Ahmed Al-Saadi,-,-,13 Mohamed Al-Bakri,21 Yazan Naim,16 Abdulrahman Anad,9 Said Brahmi,-,-,-,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"Jun 6, 2015",Senegal U20 vs Qatar U20
131,Colombia U20,1 Álvaro Montero,5 Juan Quintero,13 Davinson Sánchez,3 Jeison Angulo,6 Andrés Tello,10 Sergio Villarreal,19 Víctor Gutiérrez,8 Alexis Zapata,17 Juan Otero,9 Joao Rodríguez,20 Rafael Borré,16 Jarlan Barrera,7 Déinner Quiñones,11 Jeison Lucumí,-,-,12 Luis Vásquez,21 Yasser Chávez,2 Aldayr Hernández,4 Daniel Londoño,14 Rodin Quiñones,18 Carlos Ibargüen,-,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"Jun 6, 2015",Colombia U20 vs Portugal U20
131,Portugal U20,12 André Moreira,3 João Nunes,14 Domingos Duarte,2 Pedro Rebocho,13 Mauro Riquicho,15 Estrela,8 Francisco Ramos,7 Raphael Guzzo,17 Ivo Rodrigues,11 Nuno Santos,9 André Silva,4 Nélson Monte,20 Gonçalo Guedes,10 Rony Lopes,-,-,1 Tiago Sá,21 Guilherme Oliveira,5 Rafa Soares,19 João Vigário,6 Tomás Podstawski,16 Janio Bikel,18 Gelson Martins,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"Jun 6, 2015",Colombia U20 vs Portugal U20
132,Mexico U20,21 Raúl Gudiño,3 Óscar Bernal,13 Carlos Arreola,2 Kevin Gutiérrez,14 Érick Aguirre,6 Víctor Guzmán,7 Érick Gutiérrez,11 David Ramírez,8 Hirving Lozano,9 Guillermo Martínez,10 Alejandro Díaz,4 Rodrigo González,15 Orbelín Pineda,18 Diego Gama,-,-,1 Jesse González,12 Édson Reséndez,16 Osvaldo Rodríguez,5 Sergio Flores,17 Luis Márquez,20 Mauro Laínez,19 Diego Pineda,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"May 31, 2015",Mexico U20 vs Mali U20
132,Mali U20,16 Djigui Diarra,5 Ichaka Diarra,6 Hamidou Maiga,4 Youssouf Koné,13 Aboubacar Doumbia,8 Diadié Samassékou,14 Alassane Diallo,3 Souleymane Diarra,18 Dieudonné Gbaklé,19 Adama Traoré,11 Malick Touré,12 Souleymane Coulibaly,7 Lassine Konaté,-,-,-,1 Mahamane Baye,21 Sory Traoré,17 Falaye Sacko,10 Hamidou Traoré,20 Fousseni Diabaté,2 Mohamed Diallo,9 Saliou Guindo,15 Souleymane Sissoko,-,-,-,-,-,-,-,U-20 World Cup 2015,"May 31, 2015",Mexico U20 vs Mali U20
133,Uruguay U20,12 Gastón Guruceaga,4 Mauricio Lemos,19 Erick Cabaco,17 Mathías Suárez,18 Guillermo Cotugno,5 Nahitan Nández,8 Mauro Arambarri,10 Gastón Pereiro,7 Facundo Castro,15 Kevin Méndez,9 Jaime Báez,6 Diego Poyet,20 Rodrigo Amaral,11 Franco Acosta,-,-,21 Michel Tabárez,1 Thiago Cardozo,2 Agustín Ale,3 Cristian Tassano,13 Marcelo Saracchi,14 Enrique Etcheverry,16 Ramiro Guerra,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"May 31, 2015",Uruguay U20 vs Serbia U20
133,Serbia U20,1 Predrag Rajkovic,6 Srdjan Babic,5 Milos Veljkovic,14 Vukasin Jovanovic,4 Sasa Zdjelar,8 Nemanja Maksimovic,10 Mijat Gacinovic,3 Nemanja Antonov,20 Sergej Milinković-Savić,11 Andrija Zivkovic,7 Ivan Saponjic,2 Milan Gajic,16 Marko Grujic,9 Stanisa Mandic,-,-,12 Filip Manojlovic,21 Vanja Milinković-Savić,17 Radovan Pankov,13 Stefan Milosevic,15 Miladin Stevanovic,18 Filip Jankovic,19 Stefan Ilic,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"May 31, 2015",Uruguay U20 vs Serbia U20
134,Mexico U20,1 Jesse González,4 Rodrigo González,13 Carlos Arreola,2 Kevin Gutiérrez,14 Érick Aguirre,6 Víctor Guzmán,7 Érick Gutiérrez,15 Orbelín Pineda,11 David Ramírez,8 Hirving Lozano,9 Guillermo Martínez,5 Sergio Flores,-,-,-,-,12 Édson Reséndez,21 Raúl Gudiño,16 Osvaldo Rodríguez,17 Luis Márquez,20 Mauro Laínez,10 Alejandro Díaz,19 Diego Pineda,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"Jun 3, 2015",Mexico U20 vs Uruguay U20
134,Uruguay U20,12 Gastón Guruceaga,4 Mauricio Lemos,19 Erick Cabaco,17 Mathías Suárez,18 Guillermo Cotugno,5 Nahitan Nández,8 Mauro Arambarri,10 Gastón Pereiro,7 Facundo Castro,15 Kevin Méndez,11 Franco Acosta,6 Diego Poyet,9 Jaime Báez,20 Rodrigo Amaral,-,-,21 Michel Tabárez,1 Thiago Cardozo,2 Agustín Ale,3 Cristian Tassano,13 Marcelo Saracchi,14 Enrique Etcheverry,16 Ramiro Guerra,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"Jun 3, 2015",Mexico U20 vs Uruguay U20
135,Serbia U20,1 Predrag Rajkovic,6 Srdjan Babic,5 Milos Veljkovic,3 Nemanja Antonov,2 Milan Gajic,4 Sasa Zdjelar,8 Nemanja Maksimovic,10 Mijat Gacinovic,20 Sergej Milinković-Savić,11 Andrija Zivkovic,7 Ivan Saponjic,14 Vukasin Jovanovic,16 Marko Grujic,9 Stanisa Mandic,-,-,12 Filip Manojlovic,21 Vanja Milinković-Savić,17 Radovan Pankov,13 Stefan Milosevic,15 Miladin Stevanovic,18 Filip Jankovic,19 Stefan Ilic,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"Jun 3, 2015",Serbia U20 vs Mali U20
135,Mali U20,16 Djigui Diarra,5 Ichaka Diarra,12 Souleymane Coulibaly,4 Youssouf Koné,13 Aboubacar Doumbia,8 Diadié Samassékou,14 Alassane Diallo,3 Souleymane Diarra,18 Dieudonné Gbaklé,19 Adama Traoré,9 Saliou Guindo,17 Falaye Sacko,10 Hamidou Traoré,20 Fousseni Diabaté,-,-,1 Mahamane Baye,21 Sory Traoré,11 Malick Touré,7 Lassine Konaté,2 Mohamed Diallo,15 Souleymane Sissoko,-,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"Jun 3, 2015",Serbia U20 vs Mali U20
136,Mali U20,16 Djigui Diarra,6 Hamidou Maiga,12 Souleymane Coulibaly,4 Youssouf Koné,13 Aboubacar Doumbia,17 Falaye Sacko,8 Diadié Samassékou,3 Souleymane Diarra,18 Dieudonné Gbaklé,19 Adama Traoré,2 Mohamed Diallo,10 Hamidou Traoré,11 Malick Touré,-,-,-,1 Mahamane Baye,21 Sory Traoré,20 Fousseni Diabaté,7 Lassine Konaté,9 Saliou Guindo,15 Souleymane Sissoko,-,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"Jun 6, 2015",Mali U20 vs Uruguay U20
136,Uruguay U20,12 Gastón Guruceaga,3 Cristian Tassano,4 Mauricio Lemos,17 Mathías Suárez,18 Guillermo Cotugno,5 Nahitan Nández,6 Diego Poyet,16 Ramiro Guerra,10 Gastón Pereiro,7 Facundo Castro,11 Franco Acosta,13 Marcelo Saracchi,8 Mauro Arambarri,20 Rodrigo Amaral,-,-,21 Michel Tabárez,1 Thiago Cardozo,2 Agustín Ale,14 Enrique Etcheverry,9 Jaime Báez,15 Kevin Méndez,-,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"Jun 6, 2015",Mali U20 vs Uruguay U20
137,Serbia U20,1 Predrag Rajkovic,6 Srdjan Babic,5 Milos Veljkovic,3 Nemanja Antonov,2 Milan Gajic,4 Sasa Zdjelar,8 Nemanja Maksimovic,10 Mijat Gacinovic,20 Sergej Milinković-Savić,11 Andrija Zivkovic,9 Stanisa Mandic,14 Vukasin Jovanovic,16 Marko Grujic,7 Ivan Saponjic,-,-,12 Filip Manojlovic,21 Vanja Milinković-Savić,17 Radovan Pankov,13 Stefan Milosevic,15 Miladin Stevanovic,18 Filip Jankovic,19 Stefan Ilic,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"Jun 6, 2015",Serbia U20 vs Mexico U20
137,Mexico U20,1 Jesse González,4 Rodrigo González,13 Carlos Arreola,2 Kevin Gutiérrez,14 Érick Aguirre,6 Víctor Guzmán,7 Érick Gutiérrez,11 David Ramírez,15 Orbelín Pineda,8 Hirving Lozano,9 Guillermo Martínez,17 Luis Márquez,20 Mauro Laínez,10 Alejandro Díaz,-,-,12 Édson Reséndez,21 Raúl Gudiño,3 Óscar Bernal,16 Osvaldo Rodríguez,5 Sergio Flores,18 Diego Gama,19 Diego Pineda,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"Jun 6, 2015",Serbia U20 vs Mexico U20
138,Nigeria U20,1 Joshua Enaholo,19 Zaharaddeen Bello,5 Wilfred Ndidi,3 Mustapha Abdullahi,2 Musa Muhammed,12 Ifeanyi Ifeanyi,15 Ifeanyi Mathew,10 Kelechi Iheanacho,9 Isaac Success,11 Musa Yahaya,18 Taiwo Awoniyi,8 Kingsley Sokari,13 Saviour Godwin,-,-,-,16 Dele Alampasu,21 Olorunleke Ojo,6 Prince Omego,4 Akinjide Idowu,14 Chidiebere Nwakali,20 Moses Simon,7 Bernard Bulbwa,17 Chidera Ezeh,-,-,-,-,-,-,-,U-20 World Cup 2015,"Jun 1, 2015",Nigeria U20 vs Brazil U20
138,Brazil U20,21 Jean,3 Lucão,4 Marlon,16 Jorge,2 João Pedro,5 Danilo Barbosa,17 Alef,18 Andreas Pereira,7 Marcos Guilherme,10 Gabriel Jesus,9 Judivan,19 Jajá,8 Boschilia,11 Malcom,-,-,1 Marcos Felipe,12 Georgemy,15 Léo Pereira,14 Iago Maidana,6 Caju,13 Rodrigo Ramos,20 Jean Carlos Silva,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"Jun 1, 2015",Nigeria U20 vs Brazil U20
139,North Korea U20,18 Jong-hun Cha,6 Myong-Song Ro,5 Ju-song Choe,8 Un-chol Ri,3 Hyo-song Min,11 Chol-Song Pak,13 Kwang-myong Jo,10 Chol-Min Kim,15 Kuk-Chol Kim,12 Kwang-jin Kim,20 Jong-Hyok So,16 Song-sun Kim,9 Yu-song Kim,-,-,-,1 In-Hak Ri,21 Chol-ryong Son,2 Kum-nam Jang,4 Kum-Dong Jon,17 Kyong-jin Ri,7 Nam-Gwon Kang,14 Chol-jae Kim,19 Sol-song Jo,-,-,-,-,-,-,-,U-20 World Cup 2015,"Jun 1, 2015",North Korea U20 vs Hungary U20
139,Hungary U20,1 György Székely,5 Bence Lenzsér,4 Ákos Kecskés,3 Krisztián Tamás,2 Attila Osváth,8 Máté Vida,18 Zsombor Berecz,10 Márió Németh,11 Donát Zsótér,13 Zsolt Kalmár,9 Bence Mervó,21 Dávid Forgács,17 Ádám Nagy,14 Dominik Nagy,-,-,12 Dániel Horváth,16 Patrik Demjén,15 Attila Talabér,6 Viktor Pongrácz,20 Roland Sallai,7 László Oláh,19 Patrik Popov,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"Jun 1, 2015",North Korea U20 vs Hungary U20
140,Nigeria U20,1 Joshua Enaholo,19 Zaharaddeen Bello,5 Wilfred Ndidi,3 Mustapha Abdullahi,2 Musa Muhammed,12 Ifeanyi Ifeanyi,4 Akinjide Idowu,8 Kingsley Sokari,7 Bernard Bulbwa,13 Saviour Godwin,18 Taiwo Awoniyi,11 Musa Yahaya,9 Isaac Success,-,-,-,16 Dele Alampasu,21 Olorunleke Ojo,6 Prince Omego,14 Chidiebere Nwakali,20 Moses Simon,17 Chidera Ezeh,10 Kelechi Iheanacho,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"Jun 4, 2015",Nigeria U20 vs North Korea U20
140,North Korea U20,18 Jong-hun Cha,3 Hyo-song Min,15 Kuk-Chol Kim,11 Chol-Song Pak,17 Kyong-jin Ri,7 Nam-Gwon Kang,8 Un-chol Ri,12 Kwang-jin Kim,13 Kwang-myong Jo,20 Jong-Hyok So,9 Yu-song Kim,16 Song-sun Kim,5 Ju-song Choe,-,-,-,1 In-Hak Ri,21 Chol-ryong Son,2 Kum-nam Jang,6 Myong-Song Ro,4 Kum-Dong Jon,14 Chol-jae Kim,10 Chol-Min Kim,19 Sol-song Jo,-,-,-,-,-,-,-,U-20 World Cup 2015,"Jun 4, 2015",Nigeria U20 vs North Korea U20
141,Hungary U20,1 György Székely,5 Bence Lenzsér,4 Ákos Kecskés,3 Krisztián Tamás,2 Attila Osváth,8 Máté Vida,17 Ádám Nagy,13 Zsolt Kalmár,21 Dávid Forgács,20 Roland Sallai,9 Bence Mervó,15 Attila Talabér,11 Donát Zsótér,14 Dominik Nagy,-,-,12 Dániel Horváth,16 Patrik Demjén,18 Zsombor Berecz,10 Márió Németh,7 László Oláh,19 Patrik Popov,-,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"Jun 4, 2015",Hungary U20 vs Brazil U20
141,Brazil U20,21 Jean,3 Lucão,4 Marlon,16 Jorge,2 João Pedro,5 Danilo Barbosa,17 Alef,8 Boschilia,10 Gabriel Jesus,7 Marcos Guilherme,9 Judivan,15 Léo Pereira,19 Jajá,18 Andreas Pereira,-,-,1 Marcos Felipe,12 Georgemy,14 Iago Maidana,6 Caju,13 Rodrigo Ramos,20 Jean Carlos Silva,11 Malcom,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"Jun 4, 2015",Hungary U20 vs Brazil U20
142,Hungary U20,1 György Székely,4 Ákos Kecskés,15 Attila Talabér,21 Dávid Forgács,2 Attila Osváth,17 Ádám Nagy,18 Zsombor Berecz,11 Donát Zsótér,14 Dominik Nagy,10 Márió Németh,9 Bence Mervó,13 Zsolt Kalmár,7 László Oláh,19 Patrik Popov,-,-,12 Dániel Horváth,16 Patrik Demjén,5 Bence Lenzsér,8 Máté Vida,20 Roland Sallai,-,-,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"Jun 7, 2015",Hungary U20 vs Nigeria U20
142,Nigeria U20,1 Joshua Enaholo,19 Zaharaddeen Bello,5 Wilfred Ndidi,3 Mustapha Abdullahi,2 Musa Muhammed,12 Ifeanyi Ifeanyi,4 Akinjide Idowu,8 Kingsley Sokari,13 Saviour Godwin,7 Bernard Bulbwa,18 Taiwo Awoniyi,20 Moses Simon,10 Kelechi Iheanacho,9 Isaac Success,-,-,16 Dele Alampasu,21 Olorunleke Ojo,6 Prince Omego,11 Musa Yahaya,14 Chidiebere Nwakali,17 Chidera Ezeh,-,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"Jun 7, 2015",Hungary U20 vs Nigeria U20
143,Brazil U20,21 Jean,15 Léo Pereira,3 Lucão,6 Caju,2 João Pedro,17 Alef,19 Jajá,8 Boschilia,7 Marcos Guilherme,11 Malcom,9 Judivan,13 Rodrigo Ramos,20 Jean Carlos Silva,18 Andreas Pereira,-,-,1 Marcos Felipe,12 Georgemy,14 Iago Maidana,16 Jorge,5 Danilo Barbosa,-,-,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"Jun 7, 2015",Brazil U20 vs North Korea U20
143,North Korea U20,1 In-Hak Ri,3 Hyo-song Min,15 Kuk-Chol Kim,4 Kum-Dong Jon,17 Kyong-jin Ri,7 Nam-Gwon Kang,16 Song-sun Kim,13 Kwang-myong Jo,5 Ju-song Choe,20 Jong-Hyok So,9 Yu-song Kim,2 Kum-nam Jang,8 Un-chol Ri,10 Chol-min Rim,-,-,18 Jong-hun Cha,21 Chol-ryong Son,6 Myong-Song Ro,11 Chol-Song Pak,12 Kwang-jin Kim,14 Chol-jae Kim,19 Sol-song Jo,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"Jun 7, 2015",Brazil U20 vs North Korea U20
144,Germany U20,1 Marvin Schwäbe,15 Marc Oliver Kempf,5 Niklas Stark,16 Robert Bauer,4 Kevin Akpoguma,8 Matti Steinmann,2 Grischa Prömel,7 Levin Öztunali,11 Julian Brandt,10 Marc Stendera,18 Hany Mukhtar,13 Thomas Hagn,20 Marvin Stefaniak,19 Felix Lohkemper,-,-,12 Timon Wellenreuther,21 Daniel Mesenhöler,14 Anthony Syhre,9 Pascal Köpke,-,-,-,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"Jun 1, 2015",Germany U20 vs Fiji U20
144,Fiji U20,1 Misiwani Nairube,4 Jale Dreloa,17 Kolinio Sivoki,6 Shuiab Khan,3 Garish Prasad,5 Antonio Tuivuna,7 Nickel Chand,12 Ratu Waranaivalu,8 Setareki Hughes,15 Saula Waqa,9 Iosefo Verevou,11 Gabriele Matanisiga,2 Praneel Naidu,10 Narendra Rao,-,-,20 Divikesh Deo,21 Shaneel Naidu,13 Mataiasi Toma,14 Ravneet Chand,19 Ashneel Raju,18 Al-taaf Sahib,-,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"Jun 1, 2015",Germany U20 vs Fiji U20
145,Uzbekistan U20,1 Sarvar Karimov,20 Dostonbek Tursunov,5 Odildzhon Khamrobekov,6 Akramzhon Komilov,14 Khurshid Giyosov,4 Mirzhamol Kosimov,8 Javokhir Sokhibov,10 Otabek Shukurov,17 Dostonbek Khamdamov,9 Eldor Shomurodov,19 Zabikhillo Urinboev,3 Ibrokhim Abdullaev,7 Timur Talipov,11 Javokhir Sidikov,-,-,12 Dilshod Khamroev,21 Botirali Ergashev,15 Nazhmiddin Normurodov,2 Rustam Ashurmatov,13 Abbos Otakhonov,18 Ravshanbek Khursanov,16 Sardorbek Azimov,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"Jun 1, 2015",Uzbekistan U20 vs Honduras U20
145,Honduras U20,12 Roberto López,3 Jhonatan Paz,18 Marcelo Pereira,6 Carlos Moncada,2 Kevin Álvarez,20 Deybi Flores,13 Jhow Benavídez,11 Kevin López,10 José Escalante,17 Alberth Elis,9 Bryan Róchez,5 Dabirson Castillo,14 John Paul Suazo,7 Michaell Chirinos,-,-,1 Cristian Hernández,21 Rodimiro Tejada,4 Luis Santos,16 Devron García,8 Élder Torres,15 Orental Bodden,19 Júnior Lacayo,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"Jun 1, 2015",Uzbekistan U20 vs Honduras U20
146,Honduras U20,1 Cristian Hernández,3 Jhonatan Paz,18 Marcelo Pereira,6 Carlos Moncada,2 Kevin Álvarez,20 Deybi Flores,13 Jhow Benavídez,11 Kevin López,10 José Escalante,17 Alberth Elis,9 Bryan Róchez,15 Orental Bodden,19 Júnior Lacayo,7 Michaell Chirinos,-,-,21 Rodimiro Tejada,5 Dabirson Castillo,4 Luis Santos,16 Devron García,8 Élder Torres,14 John Paul Suazo,-,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"Jun 4, 2015",Honduras U20 vs Fiji U20
146,Fiji U20,1 Misiwani Nairube,4 Jale Dreloa,17 Kolinio Sivoki,2 Praneel Naidu,3 Garish Prasad,5 Antonio Tuivuna,7 Nickel Chand,12 Ratu Waranaivalu,8 Setareki Hughes,15 Saula Waqa,9 Iosefo Verevou,11 Gabriele Matanisiga,10 Narendra Rao,-,-,-,20 Divikesh Deo,21 Shaneel Naidu,13 Mataiasi Toma,6 Shuiab Khan,14 Ravneet Chand,16 Jonetani Buksh,19 Ashneel Raju,18 Al-taaf Sahib,-,-,-,-,-,-,-,U-20 World Cup 2015,"Jun 4, 2015",Honduras U20 vs Fiji U20
147,Germany U20,1 Marvin Schwäbe,15 Marc Oliver Kempf,5 Niklas Stark,16 Robert Bauer,4 Kevin Akpoguma,8 Matti Steinmann,2 Grischa Prömel,7 Levin Öztunali,11 Julian Brandt,10 Marc Stendera,18 Hany Mukhtar,14 Anthony Syhre,17 Jeremy Dudziak,9 Pascal Köpke,-,-,12 Timon Wellenreuther,21 Daniel Mesenhöler,13 Thomas Hagn,20 Marvin Stefaniak,19 Felix Lohkemper,-,-,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"Jun 4, 2015",Germany U20 vs Uzbekistan U20
147,Uzbekistan U20,12 Dilshod Khamroev,3 Ibrokhim Abdullaev,20 Dostonbek Tursunov,6 Akramzhon Komilov,2 Rustam Ashurmatov,5 Odildzhon Khamrobekov,8 Javokhir Sokhibov,10 Otabek Shukurov,17 Dostonbek Khamdamov,9 Eldor Shomurodov,19 Zabikhillo Urinboev,4 Mirzhamol Kosimov,14 Khurshid Giyosov,16 Sardorbek Azimov,-,-,1 Sarvar Karimov,21 Botirali Ergashev,15 Nazhmiddin Normurodov,7 Timur Talipov,13 Abbos Otakhonov,11 Javokhir Sidikov,18 Ravshanbek Khursanov,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"Jun 4, 2015",Germany U20 vs Uzbekistan U20
148,Honduras U20,12 Roberto López,3 Jhonatan Paz,5 Dabirson Castillo,6 Carlos Moncada,2 Kevin Álvarez,16 Devron García,20 Deybi Flores,13 Jhow Benavídez,10 José Escalante,11 Kevin López,9 Bryan Róchez,8 Élder Torres,15 Orental Bodden,19 Júnior Lacayo,-,-,1 Cristian Hernández,21 Rodimiro Tejada,18 Marcelo Pereira,4 Luis Santos,14 John Paul Suazo,7 Michaell Chirinos,17 Alberth Elis,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"Jun 7, 2015",Honduras U20 vs Germany U20
148,Germany U20,1 Marvin Schwäbe,15 Marc Oliver Kempf,5 Niklas Stark,3 Maximilian Wittek,4 Kevin Akpoguma,6 Julian Weigl,2 Grischa Prömel,7 Levin Öztunali,11 Julian Brandt,10 Marc Stendera,18 Hany Mukhtar,16 Robert Bauer,17 Jeremy Dudziak,9 Pascal Köpke,-,-,12 Timon Wellenreuther,21 Daniel Mesenhöler,14 Anthony Syhre,13 Thomas Hagn,8 Matti Steinmann,20 Marvin Stefaniak,19 Felix Lohkemper,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"Jun 7, 2015",Honduras U20 vs Germany U20
149,Fiji U20,1 Misiwani Nairube,4 Jale Dreloa,17 Kolinio Sivoki,2 Praneel Naidu,3 Garish Prasad,5 Antonio Tuivuna,7 Nickel Chand,12 Ratu Waranaivalu,8 Setareki Hughes,15 Saula Waqa,9 Iosefo Verevou,6 Shuiab Khan,11 Gabriele Matanisiga,10 Narendra Rao,-,-,20 Divikesh Deo,21 Shaneel Naidu,13 Mataiasi Toma,14 Ravneet Chand,16 Jonetani Buksh,19 Ashneel Raju,18 Al-taaf Sahib,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"Jun 7, 2015",Fiji U20 vs Uzbekistan U20
149,Uzbekistan U20,12 Dilshod Khamroev,3 Ibrokhim Abdullaev,20 Dostonbek Tursunov,6 Akramzhon Komilov,2 Rustam Ashurmatov,5 Odildzhon Khamrobekov,8 Javokhir Sokhibov,10 Otabek Shukurov,17 Dostonbek Khamdamov,9 Eldor Shomurodov,19 Zabikhillo Urinboev,4 Mirzhamol Kosimov,18 Ravshanbek Khursanov,14 Khurshid Giyosov,-,-,1 Sarvar Karimov,21 Botirali Ergashev,15 Nazhmiddin Normurodov,7 Timur Talipov,13 Abbos Otakhonov,11 Javokhir Sidikov,16 Sardorbek Azimov,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"Jun 7, 2015",Fiji U20 vs Uzbekistan U20
