,TeamName,Starter_1,Starter_2,Starter_3,Starter_4,Starter_5,Starter_6,Starter_7,Starter_8,Starter_9,Starter_10,Starter_11,Sub_1,Sub_2,Sub_3,Sub_4,Sub_5,Unused_1,Unused_2,Unused_3,Unused_4,Unused_5,Unused_6,Unused_7,Unused_8,Unused_9,Unused_10,Unused_11,Unused_12,Unused_13,Unused_14,Unused_15,Competition,Date,Match
62,Uruguay U20,1 Franco Israel,2 Bruno Méndez,19 Ronald Araujo,13 Emiliano Ancheta,4 Ezequiel Busquets,16 Nicolás Acevedo,18 Juan Manuel Sanabria,14 Francisco Ginella,8 Santiago Rodríguez,11 Brian Rodríguez,9 Darwin Núñez,5 Martín Barrios,10 Nicolás Schiappacasse,7 Emiliano Gómez,-,-,12 Renzo Bacchia,21 Mauro Silveira,15 Edgar Elizalde,3 Sebastián Cáceres,17 Thomás Chacón,6 Maximiliano Araújo,20 Juan Manuel Boselli,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"Mon Jun 3, 2019",Uruguay U20 vs Ecuador U20
62,Ecuador U20,1 Moisés Ramírez,6 Gustavo Vallecilla,2 Jackson Porozo,3 Diego Palacios,4 Jhon Espinoza,16 Sergio Quintero,8 José Cifuentes,10 Jordan Rezabala,11 Alexander Alvarado,20 Gonzalo Plata,9 Leonardo Campana,15 Luis Castillo,5 Jordy Alcívar,19 Daniel Segura,-,-,12 Pierre Bellolio,21 Johan Lara,14 Richard Mina,18 Luis Loor,13 Jefferson Arce,7 Luis Estupiñán,-,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"Mon Jun 3, 2019",Uruguay U20 vs Ecuador U20
63,Ukraine U20,1 Andriy Lunin,13 Danylo Beskorovaynyi,4 Denys Popov,2 Valeriy Bondar,6 Maksym Chekh,15 Kyrylo Dryshlyuk,17 Yukhym Konoplya,9 Viktor Kornienko,10 Sergiy Buletsa,7 Georgiy Tsitaishvili,14 Danylo Sikan,21 Oleksiy Kashchuk,11 Vladyslav Supryaga,18 Denys Ustymenko,-,-,12 Vladyslav Kucheruk,20 Dmytro Riznyk,19 Igor Snurnitsyn,3 Oleksandr Safronov,5 Oleg Veremiyenko,8 Oleksiy Khakhlyov,16 Mykola Musolitin,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"Mon Jun 3, 2019",Ukraine U20 vs Panama U20
63,Panama U20,12 Emerson Dimas,17 Soyell Trejos,4 Manuel Gamboa,3 Guillermo Benítez,2 Rodolfo Rodríguez,5 Carlos Harvey,8 Víctor Griffith,6 Ernesto Walker,19 Jesús West,15 Diego Valanta,7 Efraín Bristan,11 Jorge Méndez,16 Tomás Rodríguez,18 Axel McKenzie,-,-,1 Marcos Allen,21 Kevin Mosquera,13 Carlos Kirton,20 Edgar Cunningham,14 Jovani Welch,10 Ángel Orelien,-,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"Mon Jun 3, 2019",Ukraine U20 vs Panama U20
64,Senegal U20,16 Dialy Ndiaye,13 Souleymane Cissé,2 Moussa N'Diaye,5 Souleymane Aw,12 Alpha Diounkou,4 Ousseynou Diagne,17 Dion Lopy,20 Amadou Ciss,7 Amadou Sagna,14 Ibrahima Niane,19 Youssouph Badji,8 Moustapha Mbow,18 Faly Ndaw,15 Ousseynou Niang,-,-,1 Cheikh Sarr,21 François Hyapoute Djiba,6 Abdoulaye Ndiaye,3 Formose Mendy,10 Ibrahima Dramé,11 Mamadou Danfa,9 Amadou N'Diaye,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"Mon Jun 3, 2019",Senegal U20 vs Nigeria U20
64,Nigeria U20,16 Olawale Oremade,5 Aliu Salawudeen,12 Igoh Ogbu,3 Ikouwem Utin,2 Zilkifilu Rabiu,13 Nnamdi Ofoborh,14 Kingsley Michael,10 Aniekeme Okon,19 Maxwell Effiom,17 Success Makanjuola,20 Muhamed Tijani,4 Peter Eletu,8 Tom Dele-Bashiru,7 Yira Sor,-,-,1 Detan Ogundare,21 Jonathan Zaccala,6 Valentine Ozornwafor,11 Henry Offia,9 Akor Adams,18 Chinonso Emeka,-,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"Mon Jun 3, 2019",Senegal U20 vs Nigeria U20
65,Japan U20,1 Tomoya Wakahara,3 Yuki Kobayashi,4 Ayumu Seko,15 Toichi Suzuki,5 Yukinari Sugawara,10 Mitsuki Saito,8 Kanya Fujimoto,14 Jun Nishikawa,16 Kota Yamada,6 Yuta Goke,13 Taisei Miyashiro,2 Shunki Higashi,20 Keito Nakamura,18 Taichi Hara,-,-,12 Shu Mogi,21 Zion Suzuki,7 Hiroki Ito,17 Kennedy Egbus Mikuni,19 Hinata Kida,-,-,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"Tue Jun 4, 2019",Japan U20 vs South Korea U20
65,South Korea U20,1 Kwang-yeon Lee,5 Hyun-woo Kim,3 Jae-ik Lee,4 Ji-sol Lee,15 Ho-jin Jeong,2 Tae-hyeon Hwang,19 Jun Choi,6 Jung-min Kim,18 Young-wook Cho,10 Kang-in Lee,9 Se-hun Oh,7 Jin-woo Jeon,13 Jae-hyun Go,11 Won-sang Um,-,-,21 Kevin Harr,12 Ji-min Park,16 Ju-sung Kim,8 Kyu-hyuk Lee,17 Sang-jun Lee,14 Tae-joon Park,20 Se-yun Kim,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"Tue Jun 4, 2019",Japan U20 vs South Korea U20
66,France U20,1 Alban Lafont,5 Dan-Axel Zagadou,4 Boubacar Kamara,3 Evan Ndicka,15 Thomas Basila,6 Enzo Loiodice,8 Michaël Cuisance,18 Youssouf Fofana,11 Nabil Alioui,10 Moussa Diaby,9 Amine Gouiri,7 Yacine Adli,14 Ibrahima Diallo,17 Lenny Pintor,-,-,16 Illan Meslier,21 Didier Desprez,2 Jean-Clair Todibo,13 Nicolas Cozza,12 Sambou Sissoko,19 Moussa Sylla,-,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"Tue Jun 4, 2019",France U20 vs USA U20
66,USA U20,1 Brady Scott,13 Aboubacar Keita,5 Chris Richards,3 Chris Gloster,2 Sergiño Dest,16 Brandon Servania,20 Richard Ledezma,10 Paxton Pomykal,11 Timothy Weah,17 Konrad de la Fuente,9 Sebastian Soto,4 Mark McKenzie,18 Ulysses Llanez,19 Justin Rennicks,-,-,12 David Ochoa,21 CJ dos Santos,15 Matt Real,7 Julián Araujo,14 Edwin Cerrillo,-,-,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"Tue Jun 4, 2019",France U20 vs USA U20
67,Argentina U20,1 Manuel Roffo,14 Facundo Medina,2 Nehuén Pérez,3 Francisco Ortega,4 Facundo Mura,15 Fausto Vera,11 Aníbal Moreno,20 Esequiel Barco,10 Gonzalo Maroni,7 Julián Álvarez,9 Adolfo Gaich,5 Santiago Sosa,17 Tomás Chancalay,16 Agustín Urzi,19 Pedro de la Vega,-,12 Jerónimo Pourtau,21 Joaquín Blázquez,6 Maximiliano Centurión,13 Marcelo Weigandt,8 Agustín Almendra,18 Cristian Ferreira,-,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"Tue Jun 4, 2019",Argentina U20 vs Mali U20
67,Mali U20,16 Youssouf Koita,13 Clément Kanouté,3 Drissa Diarra,15 Abdoulaye Diaby,2 Arnaud Konan,5 Babou Fofana,6 Ousmane Diakité,14 Sambou Sissoko,7 Hadji Dramé,9 Ibrahima Koné,20 Sékou Koïta,17 Mamadou Samake,18 Boubacar Traoré,11 Boubacar Konté,10 Mamadou Traoré,-,21 Souleymane Coulibaly,1 Alkalifa Coulibaly,12 Mamady Diarra,19 Lassana N'Diaye,-,-,-,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"Tue Jun 4, 2019",Argentina U20 vs Mali U20
68,Tahiti U20,21 Moana Pito,3 Hennel Tehaamoana,18 Tevaitini Teumere,11 Mauri Heitaa,2 Samuel Liparo,4 Kavai'ei Morgant,6 Terai Bremond,13 Kalahani Beaumert,8 Yann Vivi,10 Roonui Tehau,9 Eddy Kaspard,5 Etienne Tave,15 Tehauarii Holozet,14 Tutehau Tufariua,-,-,16 Tevaearai Tamatai,1 Josselin Capel,12 Hugo Boube,17 Diego Araneda,19 Herehaunui Ferrand,20 Kitin Maro,7 Ramanui Amau,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"May 23, 2019",Tahiti U20 vs Senegal U20
68,Senegal U20,16 Dialy Ndiaye,13 Souleymane Cissé,2 Moussa N'Diaye,5 Souleymane Aw,12 Alpha Diounkou,4 Ousseynou Diagne,17 Dion Lopy,20 Amadou Ciss,7 Amadou Sagna,14 Ibrahima Niane,19 Youssouph Badji,10 Ibrahima Dramé,15 Ousseynou Niang,9 Amadou N'Diaye,-,-,1 Cheikh Sarr,21 François Hyapoute Djiba,6 Abdoulaye Ndiaye,3 Formose Mendy,8 Moustapha Mbow,18 Faly Ndaw,11 Mamadou Danfa,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"May 23, 2019",Tahiti U20 vs Senegal U20
69,Poland U20,1 Radoslaw Majecki,15 Jan Sobocinski,6 Sebastian Walukiewicz,18 Adrian Stanilewicz,5 Serafin Szota,16 Bartosz Slisz,8 Mateusz Bogusz,7 Tomasz Makowski,3 Tymoteusz Puchacz,10 David Kopacz,9 Dominik Steczyk,11 Jakub Bednarczyk,20 Marcel Zylla,17 Adrian Benedyczak,-,-,21 Karol Niemczycki,12 Milosz Mleczko,4 Adrian Gryszkiewicz,2 Maik Nawrocki,14 Nicola Zalewski,19 Adrian Lyszczarz,13 Michal Skoras,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"May 23, 2019",Poland U20 vs Colombia U20
69,Colombia U20,13 Kevin Mier,3 Andrés Reyes,4 Anderson Arroyo,16 Brayan Vera,2 Carlos Cuesta,5 Andrés Balanta,6 Andrés Perea,8 Jaime Alvarado,11 Luis Sinisterra,7 Iván Angulo,10 Cucho Hernández,19 Carlos Terán,20 Johan Carbonero,9 Luis Sandoval,-,-,12 Juan Lemus,1 Reinaldo Fontalvo,14 Sebastián Palma,15 Gustavo Carvajal,21 Jean Colorado,17 Deiber Caicedo,18 Andrés Amaya,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"May 23, 2019",Poland U20 vs Colombia U20
70,Senegal U20,16 Dialy Ndiaye,13 Souleymane Cissé,2 Moussa N'Diaye,5 Souleymane Aw,12 Alpha Diounkou,4 Ousseynou Diagne,17 Dion Lopy,20 Amadou Ciss,7 Amadou Sagna,14 Ibrahima Niane,19 Youssouph Badji,18 Faly Ndaw,10 Ibrahima Dramé,15 Ousseynou Niang,-,-,1 Cheikh Sarr,21 François Hyapoute Djiba,6 Abdoulaye Ndiaye,3 Formose Mendy,8 Moustapha Mbow,11 Mamadou Danfa,9 Amadou N'Diaye,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"May 26, 2019",Senegal U20 vs Colombia U20
70,Colombia U20,13 Kevin Mier,2 Carlos Cuesta,3 Andrés Reyes,16 Brayan Vera,4 Anderson Arroyo,5 Andrés Balanta,6 Andrés Perea,8 Jaime Alvarado,11 Luis Sinisterra,7 Iván Angulo,10 Cucho Hernández,20 Johan Carbonero,18 Andrés Amaya,9 Luis Sandoval,-,-,12 Juan Lemus,1 Reinaldo Fontalvo,14 Sebastián Palma,19 Carlos Terán,15 Gustavo Carvajal,21 Jean Colorado,17 Deiber Caicedo,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"May 26, 2019",Senegal U20 vs Colombia U20
71,Poland U20,1 Radoslaw Majecki,15 Jan Sobocinski,5 Serafin Szota,18 Adrian Stanilewicz,11 Jakub Bednarczyk,16 Bartosz Slisz,19 Adrian Lyszczarz,20 Marcel Zylla,14 Nicola Zalewski,10 David Kopacz,9 Dominik Steczyk,4 Adrian Gryszkiewicz,17 Adrian Benedyczak,13 Michal Skoras,-,-,21 Karol Niemczycki,12 Milosz Mleczko,2 Maik Nawrocki,6 Sebastian Walukiewicz,3 Tymoteusz Puchacz,7 Tomasz Makowski,8 Mateusz Bogusz,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"May 26, 2019",Poland U20 vs Tahiti U20
71,Tahiti U20,21 Moana Pito,3 Hennel Tehaamoana,18 Tevaitini Teumere,4 Kavai'ei Morgant,2 Samuel Liparo,15 Tehauarii Holozet,6 Terai Bremond,8 Yann Vivi,9 Eddy Kaspard,10 Roonui Tehau,14 Tutehau Tufariua,5 Etienne Tave,19 Herehaunui Ferrand,20 Kitin Maro,-,-,16 Tevaearai Tamatai,1 Josselin Capel,11 Mauri Heitaa,12 Hugo Boube,17 Diego Araneda,13 Kalahani Beaumert,7 Ramanui Amau,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"May 26, 2019",Poland U20 vs Tahiti U20
72,Senegal U20,16 Dialy Ndiaye,13 Souleymane Cissé,3 Formose Mendy,5 Souleymane Aw,2 Moussa N'Diaye,4 Ousseynou Diagne,18 Faly Ndaw,17 Dion Lopy,10 Ibrahima Dramé,15 Ousseynou Niang,9 Amadou N'Diaye,20 Amadou Ciss,19 Youssouph Badji,-,-,-,1 Cheikh Sarr,21 François Hyapoute Djiba,6 Abdoulaye Ndiaye,8 Moustapha Mbow,12 Alpha Diounkou,7 Amadou Sagna,11 Mamadou Danfa,14 Ibrahima Niane,-,-,-,-,-,-,-,U-20 World Cup 2019,"May 29, 2019",Senegal U20 vs Poland U20
72,Poland U20,1 Radoslaw Majecki,15 Jan Sobocinski,6 Sebastian Walukiewicz,18 Adrian Stanilewicz,5 Serafin Szota,16 Bartosz Slisz,7 Tomasz Makowski,13 Michal Skoras,11 Jakub Bednarczyk,20 Marcel Zylla,17 Adrian Benedyczak,3 Tymoteusz Puchacz,19 Adrian Lyszczarz,9 Dominik Steczyk,-,-,21 Karol Niemczycki,12 Milosz Mleczko,4 Adrian Gryszkiewicz,2 Maik Nawrocki,10 David Kopacz,14 Nicola Zalewski,8 Mateusz Bogusz,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"May 29, 2019",Senegal U20 vs Poland U20
73,Colombia U20,13 Kevin Mier,2 Carlos Cuesta,3 Andrés Reyes,16 Brayan Vera,4 Anderson Arroyo,5 Andrés Balanta,6 Andrés Perea,8 Jaime Alvarado,11 Luis Sinisterra,7 Iván Angulo,10 Cucho Hernández,14 Sebastián Palma,21 Jean Colorado,17 Deiber Caicedo,-,-,12 Juan Lemus,1 Reinaldo Fontalvo,19 Carlos Terán,15 Gustavo Carvajal,20 Johan Carbonero,18 Andrés Amaya,9 Luis Sandoval,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"May 29, 2019",Colombia U20 vs Tahiti U20
73,Tahiti U20,21 Moana Pito,4 Kavai'ei Morgant,18 Tevaitini Teumere,11 Mauri Heitaa,5 Etienne Tave,15 Tehauarii Holozet,6 Terai Bremond,13 Kalahani Beaumert,20 Kitin Maro,10 Roonui Tehau,14 Tutehau Tufariua,17 Diego Araneda,19 Herehaunui Ferrand,7 Ramanui Amau,-,-,16 Tevaearai Tamatai,1 Josselin Capel,2 Samuel Liparo,12 Hugo Boube,8 Yann Vivi,9 Eddy Kaspard,-,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"May 29, 2019",Colombia U20 vs Tahiti U20
74,Mexico U20,1 Carlos Higuera,14 Oswaldo León,3 Gilberto Sepúlveda,5 Naelson Cárdenas,2 Kevin Álvarez,4 Efraín Orona,16 Roberto Meraz,8 Misael Domínguez,10 Diego Lainez,9 José Juan Macías,11 Roberto de la Rosa,7 Diego Hernández,19 Antonio Figueroa,-,-,-,21 Ángel Alonzo,12 Luis López,13 Mario Trejo,15 Fernando Plascencia,6 Alan Torres,20 Adrián Lozano,18 Carlos Gutiérrez,17 Daniel López,-,-,-,-,-,-,-,U-20 World Cup 2019,"May 23, 2019",Mexico U20 vs Italy U20
74,Italy U20,1 Alessandro Plizzari,13 Luca Ranieri,4 Matteo Gabbia,15 Enrico Del Prato,20 Salvatore Esposito,17 Luca Pellegrini,7 Davide Frattesi,14 Raoul Bellanova,3 Alessandro Tripaldelli,9 Andrea Pinamonti,11 Gianluca Scamacca,8 Andrea Colpani,10 Christian Capone,19 Domenico Alberico,-,-,12 Marco Carnesecchi,21 Leonardo Loria,5 Alessandro Buongiorno,2 Antonio Candela,16 Gabriele Gori,18 Marco Olivieri,-,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"May 23, 2019",Mexico U20 vs Italy U20
75,Japan U20,1 Tomoya Wakahara,3 Yuki Kobayashi,4 Ayumu Seko,2 Shunki Higashi,5 Yukinari Sugawara,7 Hiroki Ito,10 Mitsuki Saito,6 Yuta Goke,16 Kota Yamada,9 Koki Saito,11 Kyosuke Tagawa,20 Keito Nakamura,14 Jun Nishikawa,13 Taisei Miyashiro,-,-,12 Shu Mogi,21 Zion Suzuki,17 Kennedy Egbus Mikuni,19 Hinata Kida,15 Toichi Suzuki,8 Kanya Fujimoto,18 Taichi Hara,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"May 23, 2019",Japan U20 vs Ecuador U20
75,Ecuador U20,1 Moisés Ramírez,14 Richard Mina,2 Jackson Porozo,3 Diego Palacios,4 Jhon Espinoza,5 Jordy Alcívar,8 José Cifuentes,10 Jordan Rezabala,11 Alexander Alvarado,20 Gonzalo Plata,9 Leonardo Campana,17 Stiven Plaza,-,-,-,-,12 Pierre Bellolio,21 Johan Lara,6 Gustavo Vallecilla,18 Luis Loor,15 Luis Castillo,13 Jefferson Arce,19 Daniel Segura,7 Luis Estupiñán,-,-,-,-,-,-,-,U-20 World Cup 2019,"May 23, 2019",Japan U20 vs Ecuador U20
76,Mexico U20,1 Carlos Higuera,14 Oswaldo León,3 Gilberto Sepúlveda,5 Naelson Cárdenas,2 Kevin Álvarez,4 Efraín Orona,16 Roberto Meraz,20 Adrián Lozano,10 Diego Lainez,9 José Juan Macías,11 Roberto de la Rosa,8 Misael Domínguez,19 Antonio Figueroa,17 Daniel López,-,-,21 Ángel Alonzo,12 Luis López,13 Mario Trejo,15 Fernando Plascencia,6 Alan Torres,7 Diego Hernández,18 Carlos Gutiérrez,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"May 26, 2019",Mexico U20 vs Japan U20
76,Japan U20,1 Tomoya Wakahara,3 Yuki Kobayashi,4 Ayumu Seko,15 Toichi Suzuki,5 Yukinari Sugawara,10 Mitsuki Saito,8 Kanya Fujimoto,9 Koki Saito,16 Kota Yamada,11 Kyosuke Tagawa,13 Taisei Miyashiro,7 Hiroki Ito,20 Keito Nakamura,18 Taichi Hara,-,-,12 Shu Mogi,21 Zion Suzuki,17 Kennedy Egbus Mikuni,19 Hinata Kida,6 Yuta Goke,2 Shunki Higashi,14 Jun Nishikawa,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"May 26, 2019",Mexico U20 vs Japan U20
77,Ecuador U20,1 Moisés Ramírez,6 Gustavo Vallecilla,2 Jackson Porozo,3 Diego Palacios,4 Jhon Espinoza,5 Jordy Alcívar,8 José Cifuentes,10 Jordan Rezabala,11 Alexander Alvarado,20 Gonzalo Plata,9 Leonardo Campana,19 Daniel Segura,17 Stiven Plaza,-,-,-,12 Pierre Bellolio,21 Johan Lara,14 Richard Mina,18 Luis Loor,15 Luis Castillo,16 Sergio Quintero,13 Jefferson Arce,7 Luis Estupiñán,-,-,-,-,-,-,-,U-20 World Cup 2019,"May 26, 2019",Ecuador U20 vs Italy U20
77,Italy U20,1 Alessandro Plizzari,13 Luca Ranieri,4 Matteo Gabbia,15 Enrico Del Prato,20 Salvatore Esposito,17 Luca Pellegrini,7 Davide Frattesi,14 Raoul Bellanova,3 Alessandro Tripaldelli,9 Andrea Pinamonti,11 Gianluca Scamacca,8 Andrea Colpani,10 Christian Capone,19 Domenico Alberico,-,-,12 Marco Carnesecchi,21 Leonardo Loria,5 Alessandro Buongiorno,2 Antonio Candela,16 Gabriele Gori,18 Marco Olivieri,-,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"May 26, 2019",Ecuador U20 vs Italy U20
78,Ecuador U20,1 Moisés Ramírez,6 Gustavo Vallecilla,14 Richard Mina,3 Diego Palacios,4 Jhon Espinoza,5 Jordy Alcívar,8 José Cifuentes,10 Jordan Rezabala,11 Alexander Alvarado,20 Gonzalo Plata,9 Leonardo Campana,16 Sergio Quintero,7 Luis Estupiñán,-,-,-,12 Pierre Bellolio,21 Johan Lara,18 Luis Loor,15 Luis Castillo,13 Jefferson Arce,19 Daniel Segura,17 Stiven Plaza,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"May 29, 2019",Ecuador U20 vs Mexico U20
78,Mexico U20,1 Carlos Higuera,14 Oswaldo León,3 Gilberto Sepúlveda,13 Mario Trejo,5 Naelson Cárdenas,2 Kevin Álvarez,4 Efraín Orona,20 Adrián Lozano,10 Diego Lainez,19 Antonio Figueroa,9 José Juan Macías,15 Fernando Plascencia,18 Carlos Gutiérrez,11 Roberto de la Rosa,-,-,21 Ángel Alonzo,12 Luis López,6 Alan Torres,7 Diego Hernández,17 Daniel López,-,-,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"May 29, 2019",Ecuador U20 vs Mexico U20
79,Italy U20,12 Marco Carnesecchi,5 Alessandro Buongiorno,6 Davide Bettella,3 Alessandro Tripaldelli,2 Antonio Candela,8 Andrea Colpani,7 Davide Frattesi,19 Domenico Alberico,10 Christian Capone,18 Marco Olivieri,16 Gabriele Gori,4 Matteo Gabbia,20 Salvatore Esposito,9 Andrea Pinamonti,-,-,1 Alessandro Plizzari,21 Leonardo Loria,13 Luca Ranieri,17 Luca Pellegrini,15 Enrico Del Prato,14 Raoul Bellanova,11 Gianluca Scamacca,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"May 29, 2019",Italy U20 vs Japan U20
79,Japan U20,1 Tomoya Wakahara,3 Yuki Kobayashi,17 Kennedy Egbus Mikuni,2 Shunki Higashi,5 Yukinari Sugawara,7 Hiroki Ito,10 Mitsuki Saito,14 Jun Nishikawa,16 Kota Yamada,9 Koki Saito,11 Kyosuke Tagawa,15 Toichi Suzuki,20 Keito Nakamura,18 Taichi Hara,-,-,12 Shu Mogi,21 Zion Suzuki,4 Ayumu Seko,19 Hinata Kida,6 Yuta Goke,8 Kanya Fujimoto,13 Taisei Miyashiro,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"May 29, 2019",Italy U20 vs Japan U20
80,Honduras U20,1 José García,19 Mariano Álvarez,5 Wesly Decas,4 Axel Gómez,3 Darwin Diego,16 Jack Jean-Baptiste,6 Everson López,7 Cristian Cálix,10 Carlos Mejía,17 Luis Palma,11 Josué Villafranca,14 Joseph Rosales,13 Selvin Guevara,9 César Romero,-,-,12 Óscar Reyes,21 Johan Villanueva,15 Maynor Antúnez,2 Elison Rivas,8 Gerson Chávez,18 Jonathan Núñez,20 Patrick Palacios,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"May 24, 2019",Honduras U20 vs New Zealand U20
80,New Zealand U20,1 Michael Woud,5 Nando Pijnaker,2 George Stanger,13 Liberato Cacace,17 Callan Elliot,4 Gianni Stensness,8 Joe Bell,7 Elijah Just,10 Sarpreet Singh,18 Ben Waine,19 Callum McCowatt,3 Dalton Wilkins,20 Willem Ebbinge,11 Matthew Conroy,-,-,12 Cameron Brown,21 Zac Jones,16 Dominic Wooldridge,15 Trevor Zwetsloot,14 Leon van den Hoven,6 Dane Schnell,-,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"May 24, 2019",Honduras U20 vs New Zealand U20
81,Uruguay U20,1 Franco Israel,2 Bruno Méndez,19 Ronald Araujo,6 Maximiliano Araújo,4 Ezequiel Busquets,16 Nicolás Acevedo,18 Juan Manuel Sanabria,14 Francisco Ginella,8 Santiago Rodríguez,11 Brian Rodríguez,9 Darwin Núñez,15 Edgar Elizalde,5 Martín Barrios,10 Nicolás Schiappacasse,-,-,12 Renzo Bacchia,21 Mauro Silveira,13 Emiliano Ancheta,17 Thomás Chacón,20 Juan Manuel Boselli,7 Emiliano Gómez,-,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"May 24, 2019",Uruguay U20 vs Norway U20
81,Norway U20,12 Julian Faye Lund,5 Leo Østigård,14 Ulrik Fredriksen,16 Tobias Børkeeiet,17 Håkon Evjen,2 Christian Borchgrevink,7 Hugo Vetlesen,18 Tobias Svendsen,21 Ola Brynhildsen,10 Eman Markovic,19 Erling Haaland,20 Tobias Christensen,9 Kristian Thorstvedt,11 Jens Petter Hauge,-,-,1 Markus Pettersen,3 John Kitolano,4 Lars Ranger,15 Tomas Totland,6 Adnan Hadzic,8 Emil Bohinen,13 Erik-Johannes Arnebrott,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"May 24, 2019",Uruguay U20 vs Norway U20
82,Honduras U20,1 José García,19 Mariano Álvarez,5 Wesly Decas,2 Elison Rivas,18 Jonathan Núñez,8 Gerson Chávez,16 Jack Jean-Baptiste,4 Axel Gómez,9 César Romero,20 Patrick Palacios,11 Josué Villafranca,14 Joseph Rosales,10 Carlos Mejía,13 Selvin Guevara,-,-,12 Óscar Reyes,21 Johan Villanueva,15 Maynor Antúnez,3 Darwin Diego,6 Everson López,7 Cristian Cálix,17 Luis Palma,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"May 27, 2019",Honduras U20 vs Uruguay U20
82,Uruguay U20,1 Franco Israel,2 Bruno Méndez,3 Sebastián Cáceres,6 Maximiliano Araújo,4 Ezequiel Busquets,16 Nicolás Acevedo,14 Francisco Ginella,8 Santiago Rodríguez,10 Nicolás Schiappacasse,11 Brian Rodríguez,9 Darwin Núñez,15 Edgar Elizalde,18 Juan Manuel Sanabria,17 Thomás Chacón,-,-,12 Renzo Bacchia,21 Mauro Silveira,13 Emiliano Ancheta,5 Martín Barrios,20 Juan Manuel Boselli,7 Emiliano Gómez,-,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"May 27, 2019",Honduras U20 vs Uruguay U20
83,Norway U20,12 Julian Faye Lund,5 Leo Østigård,14 Ulrik Fredriksen,16 Tobias Børkeeiet,3 John Kitolano,2 Christian Borchgrevink,18 Tobias Svendsen,7 Hugo Vetlesen,20 Tobias Christensen,10 Eman Markovic,19 Erling Haaland,17 Håkon Evjen,9 Kristian Thorstvedt,21 Ola Brynhildsen,-,-,1 Markus Pettersen,4 Lars Ranger,15 Tomas Totland,6 Adnan Hadzic,8 Emil Bohinen,11 Jens Petter Hauge,13 Erik-Johannes Arnebrott,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"May 27, 2019",Norway U20 vs New Zealand U20
83,New Zealand U20,1 Michael Woud,5 Nando Pijnaker,2 George Stanger,13 Liberato Cacace,17 Callan Elliot,4 Gianni Stensness,8 Joe Bell,7 Elijah Just,10 Sarpreet Singh,18 Ben Waine,19 Callum McCowatt,15 Trevor Zwetsloot,11 Matthew Conroy,-,-,-,12 Cameron Brown,21 Zac Jones,16 Dominic Wooldridge,3 Dalton Wilkins,14 Leon van den Hoven,20 Willem Ebbinge,6 Dane Schnell,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"May 27, 2019",Norway U20 vs New Zealand U20
84,Norway U20,12 Julian Faye Lund,5 Leo Østigård,14 Ulrik Fredriksen,17 Håkon Evjen,2 Christian Borchgrevink,16 Tobias Børkeeiet,6 Adnan Hadzic,11 Jens Petter Hauge,20 Tobias Christensen,9 Kristian Thorstvedt,19 Erling Haaland,15 Tomas Totland,8 Emil Bohinen,10 Eman Markovic,-,-,1 Markus Pettersen,3 John Kitolano,4 Lars Ranger,7 Hugo Vetlesen,18 Tobias Svendsen,13 Erik-Johannes Arnebrott,21 Ola Brynhildsen,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"May 30, 2019",Norway U20 vs Honduras U20
