,TeamName,Starter_1,Starter_2,Starter_3,Starter_4,Starter_5,Starter_6,Starter_7,Starter_8,Starter_9,Starter_10,Starter_11,Sub_1,Sub_2,Sub_3,Sub_4,Sub_5,Unused_1,Unused_2,Unused_3,Unused_4,Unused_5,Unused_6,Unused_7,Unused_8,Unused_9,Unused_10,Unused_11,Unused_12,Unused_13,Unused_14,Unused_15,Competition,Date,Match
22,El Salvador,1 Mario González,2 Erick Cabalceta,4 Eriq Zavaleta,15 Álex Roldán,21 Bryan Tamacas,6 Narciso Orellana,8 Bryan Landaverde,17 Jairo Henríquez,13 Leonardo Menjívar,7 Josh Pérez,9 Brayan Gil,3 Roberto Domínguez,14 Christian Martínez,10 Mayer Gil,19 Kevin Reyes,11 Cristian Gil,18 Tomás Romero,22 Óscar Pleitez,5 Ronald Rodríguez,20 Nelson Flores,12 William Canales,16 Harold Osorio,23 Melvin Cartagena,-,-,-,-,-,-,-,-,Gold Cup 2023,"Jun 30, 2023",El Salvador vs Costa Rica
22,Costa Rica,18 Kevin Chamorro,3 Juan Pablo Vargas,15 Francisco Calvo,19 Kendall Waston,5 Celso Borges,11 Aarón Suárez,22 Jefry Valverde,10 Cristopher Núñez,8 Josimar Alcócer,17 Carlos Mora,12 Joel Campbell,6 Pablo Arboine,20 Wilmer Azofeifa,7 Anthony Contreras,16 Warren Madrigal,-,1 Jussef Delgado,23 Alexandre Lezcano,13 Suhander Zúñiga,2 Carlos Martínez,4 Keysher Fuller,14 Ricardo Peña,21 Roan Wilson,9 Diego Campos,-,-,-,-,-,-,-,Gold Cup 2023,"Jun 30, 2023",El Salvador vs Costa Rica
23,Panama,22 Orlando Mosquera,5 Roderick Miller,3 Hárold Cummings,4 Fidel Escobar,6 Christian Martínez,7 Jovani Welch,2 César Blackman,10 Yoel Bárcenas,11 Ismael Díaz,13 Freddy Góndola,18 Cecilio Waterman,16 Andrés Andrade,14 Eduardo Anderson,8 Adalberto Carrasquilla,21 César Yanis,9 Azarias Londoño,1 Luis Mejía,12 César Samudio,15 Éric Davis,19 Alberto Quintero,17 José Fajardo,-,-,-,-,-,-,-,-,-,-,Gold Cup 2023,"Jul 4, 2023",Panama vs El Salvador
23,El Salvador,1 Mario González,2 Erick Cabalceta,3 Roberto Domínguez,15 Álex Roldán,21 Bryan Tamacas,6 Narciso Orellana,8 Bryan Landaverde,17 Jairo Henríquez,13 Leonardo Menjívar,7 Josh Pérez,9 Brayan Gil,20 Nelson Flores,14 Christian Martínez,16 Harold Osorio,10 Mayer Gil,11 Cristian Gil,18 Tomás Romero,22 Óscar Pleitez,5 Ronald Rodríguez,12 William Canales,23 Melvin Cartagena,19 Kevin Reyes,-,-,-,-,-,-,-,-,-,Gold Cup 2023,"Jul 4, 2023",Panama vs El Salvador
24,Costa Rica,18 Kevin Chamorro,3 Juan Pablo Vargas,19 Kendall Waston,15 Francisco Calvo,22 Jefry Valverde,5 Celso Borges,20 Wilmer Azofeifa,10 Cristopher Núñez,8 Josimar Alcócer,12 Joel Campbell,7 Anthony Contreras,6 Pablo Arboine,13 Suhander Zúñiga,21 Roan Wilson,9 Diego Campos,16 Warren Madrigal,1 Jussef Delgado,23 Alexandre Lezcano,2 Carlos Martínez,4 Keysher Fuller,14 Ricardo Peña,11 Aarón Suárez,-,-,-,-,-,-,-,-,-,Gold Cup 2023,"Jul 4, 2023",Costa Rica vs Martinique
24,Martinique,16 Yannis Clémentia,22 Florent Poulolo,18 Jonathan Rivierez,21 Florian Lapis,7 Ronny Labonne,14 Cyril Mandouki,19 Daniel Hérelle,15 Patrick Burner,13 Kévin Fortuné,17 Karl Fabien,10 Brighton Labeau,8 Andy Marny,20 Ghislain Arbaut,6 Jonathan Mexique,12 Enrick Reuperné,-,23 Emmanuel Vermignon,1 Théo De Percin,4 Davy Singama,5 Jean-Claude Michalet,2 Yordan Thimon,3 Evan Salines,11 Thomas Ephestion,9 Stevyn Baker,-,-,-,-,-,-,-,Gold Cup 2023,"Jul 4, 2023",Costa Rica vs Martinique
25,Canada,18 Milan Borjan,5 Steven Vitória,14 Moïse Bombito,4 Kamal Miller,15 Zac McGraw,20 Ali Ahmed,21 Jonathan Osorio,22 Richie Laryea,11 Liam Millar,10 Junior Hoilett,9 Lucas Cavallini,6 Dominick Zator,3 Liam Fraser,13 Jacob Shaffelburg,19 Charles-Andreas Brym,17 Jacen Russell-Rowe,1 Dayne St. Clair,16 Tom McGill,23 Scott Kennedy,2 Zachary Brault-Guillard,12 Victor Loturi,8 David Wotherspoon,7 Jayden Nelson,-,-,-,-,-,-,-,-,Gold Cup 2023,"Jun 27, 2023",Canada vs Guadeloupe
25,Guadeloupe,23 Davy Rouyard,13 Cédric Avinel,19 Méddy Lina,17 Anthony Baron,2 Mickaël Alphonse,3 Andreaw Gravillon,7 Johan Rotsen,15 Jordan Leborgne,10 Matthias Phaëton,11 Jordan Tell,9 Thierry Ambrose,5 Nathanaël Saintini,6 Quentin Annette,8 Ange-Freddy Plumain,21 Luther Archimède,-,1 Willy Leguier,16 Brice Cognard,20 Stevenson Casimir,4 Ronan Hauterville,12 Steven Davidas,22 Dimitri Ramothe,-,-,-,-,-,-,-,-,-,Gold Cup 2023,"Jun 27, 2023",Canada vs Guadeloupe
26,Guatemala,1 Nicholas Hagen,4 José Carlos Pinto,3 Nicolás Samayoa,2 José Ardón,7 Aarón Herrera,17 Óscar Castellanos,8 Rodrigo Saravia,13 Alejandro Galindo,6 Carlos Mejía,18 Nathaniel Méndez-Laing,9 Rubio Rubín,15 Marlon Sequén,5 Pedro Altán,19 Gabriel García,11 César Archila,14 Darwin Lom,21 Fredy Pérez,12 Ricardo Jérez,20 Gerardo Gordillo,16 José Morales,22 Stheven Robles,23 Jorge Aparicio,10 Antonio López,-,-,-,-,-,-,-,-,Gold Cup 2023,"Jun 27, 2023",Guatemala vs Cuba
26,Cuba,12 Raiko Arozarena,2 Modesto Méndez,6 Yosel Piedra,13 Jorge Corrales,5 Dariel Morejón,14 Neisser Sandó,15 Yunior Pérez,10 Aricheell Hernández,7 Willian Pozo,23 Luis Paradela,20 Aldair Ruiz,8 Eduardo Hernández,4 Cavafe,18 Yasniel Matos,9 Maikel Reyes,17 Daniel Díaz,1 Sandy Sánchez,21 Nelson Johnston,3 Mario Peñalver,16 Jassael Herrera,19 Denilson Milanés,11 Romario Torres,22 Roberney Caballero,-,-,-,-,-,-,-,-,Gold Cup 2023,"Jun 27, 2023",Guatemala vs Cuba
27,Cuba,12 Raiko Arozarena,2 Modesto Méndez,4 Cavafe,13 Jorge Corrales,15 Yunior Pérez,6 Yosel Piedra,10 Aricheell Hernández,7 Willian Pozo,18 Yasniel Matos,23 Luis Paradela,9 Maikel Reyes,8 Eduardo Hernández,5 Dariel Morejón,17 Daniel Díaz,20 Aldair Ruiz,-,1 Sandy Sánchez,21 Nelson Johnston,3 Mario Peñalver,11 Romario Torres,-,-,-,-,-,-,-,-,-,-,-,Gold Cup 2023,"Jul 1, 2023",Cuba vs Guadeloupe
27,Guadeloupe,23 Davy Rouyard,13 Cédric Avinel,19 Méddy Lina,17 Anthony Baron,2 Mickaël Alphonse,18 Steve Solvet,3 Andreaw Gravillon,15 Jordan Leborgne,10 Matthias Phaëton,11 Jordan Tell,9 Thierry Ambrose,5 Nathanaël Saintini,12 Steven Davidas,7 Johan Rotsen,8 Ange-Freddy Plumain,21 Luther Archimède,1 Willy Leguier,16 Brice Cognard,20 Stevenson Casimir,4 Ronan Hauterville,6 Quentin Annette,22 Dimitri Ramothe,-,-,-,-,-,-,-,-,-,Gold Cup 2023,"Jul 1, 2023",Cuba vs Guadeloupe
28,Guatemala,1 Nicholas Hagen,4 José Carlos Pinto,3 Nicolás Samayoa,2 José Ardón,7 Aarón Herrera,17 Óscar Castellanos,8 Rodrigo Saravia,13 Alejandro Galindo,6 Carlos Mejía,18 Nathaniel Méndez-Laing,14 Darwin Lom,23 Jorge Aparicio,15 Marlon Sequén,10 Antonio López,5 Pedro Altán,19 Gabriel García,21 Fredy Pérez,12 Ricardo Jérez,20 Gerardo Gordillo,16 José Morales,22 Stheven Robles,11 César Archila,9 Rubio Rubín,-,-,-,-,-,-,-,-,Gold Cup 2023,"Jul 1, 2023",Guatemala vs Canada
28,Canada,18 Milan Borjan,4 Kamal Miller,5 Steven Vitória,14 Moïse Bombito,3 Liam Fraser,20 Ali Ahmed,21 Jonathan Osorio,22 Richie Laryea,11 Liam Millar,10 Junior Hoilett,9 Lucas Cavallini,15 Zac McGraw,2 Zachary Brault-Guillard,8 David Wotherspoon,13 Jacob Shaffelburg,19 Charles-Andreas Brym,1 Dayne St. Clair,16 Tom McGill,23 Scott Kennedy,6 Dominick Zator,12 Victor Loturi,7 Jayden Nelson,17 Jacen Russell-Rowe,-,-,-,-,-,-,-,-,Gold Cup 2023,"Jul 1, 2023",Guatemala vs Canada
29,Canada,1 Dayne St. Clair,15 Zac McGraw,4 Kamal Miller,20 Ali Ahmed,22 Richie Laryea,14 Moïse Bombito,3 Liam Fraser,21 Jonathan Osorio,10 Junior Hoilett,11 Liam Millar,9 Lucas Cavallini,23 Scott Kennedy,6 Dominick Zator,12 Victor Loturi,7 Jayden Nelson,17 Jacen Russell-Rowe,16 Tom McGill,5 Steven Vitória,2 Zachary Brault-Guillard,8 David Wotherspoon,13 Jacob Shaffelburg,19 Charles-Andreas Brym,-,-,-,-,-,-,-,-,-,Gold Cup 2023,"Jul 4, 2023",Canada vs Cuba
29,Cuba,1 Sandy Sánchez,2 Modesto Méndez,6 Yosel Piedra,13 Jorge Corrales,5 Dariel Morejón,8 Eduardo Hernández,15 Yunior Pérez,7 Willian Pozo,18 Yasniel Matos,23 Luis Paradela,9 Maikel Reyes,21 Nelson Johnston,3 Mario Peñalver,11 Romario Torres,17 Daniel Díaz,-,12 Raiko Arozarena,10 Aricheell Hernández,-,-,-,-,-,-,-,-,-,-,-,-,-,Gold Cup 2023,"Jul 4, 2023",Canada vs Cuba
30,Guadeloupe,23 Davy Rouyard,13 Cédric Avinel,19 Méddy Lina,17 Anthony Baron,2 Mickaël Alphonse,18 Steve Solvet,3 Andreaw Gravillon,15 Jordan Leborgne,10 Matthias Phaëton,8 Ange-Freddy Plumain,9 Thierry Ambrose,5 Nathanaël Saintini,12 Steven Davidas,6 Quentin Annette,21 Luther Archimède,-,1 Willy Leguier,16 Brice Cognard,20 Stevenson Casimir,4 Ronan Hauterville,22 Dimitri Ramothe,-,-,-,-,-,-,-,-,-,-,Gold Cup 2023,"Jul 4, 2023",Guadeloupe vs Guatemala
30,Guatemala,1 Nicholas Hagen,4 José Carlos Pinto,3 Nicolás Samayoa,2 José Ardón,7 Aarón Herrera,17 Óscar Castellanos,8 Rodrigo Saravia,13 Alejandro Galindo,19 Gabriel García,18 Nathaniel Méndez-Laing,9 Rubio Rubín,23 Jorge Aparicio,15 Marlon Sequén,5 Pedro Altán,6 Carlos Mejía,14 Darwin Lom,21 Fredy Pérez,12 Ricardo Jérez,20 Gerardo Gordillo,16 José Morales,22 Stheven Robles,10 Antonio López,11 César Archila,-,-,-,-,-,-,-,-,Gold Cup 2023,"Jul 4, 2023",Guadeloupe vs Guatemala
31,USA,1 Matt Turner,12 Miles Robinson,16 James Sands,21 George Bello,2 Reggie Cannon,23 Kellyn Acosta,17 Sebastian Lletget,19 Eryk Williamson,13 Matthew Hoppe,7 Paul Arriola,9 Gyasi Zardes,24 Henry Kessler,3 Sam Vines,20 Shaq Moore,10 Cristian Roldán,6 Gianluca Busio,8 Nicholas Gioacchini,22 Brad Guzan,18 Sean Johnson,4 Donovan Pines,14 Jackson Yueill,15 Jonathan Lewis,11 Daryl Dike,-,-,-,-,-,-,-,-,Gold Cup 2021,"Sun Aug 1, 2021",USA vs Mexico
31,Mexico,1 Alfredo Talavera,15 Héctor Moreno,2 Néstor Araújo,23 Jesús Gallardo,21 Luis Rodríguez,4 Edson Álvarez,6 Jonathan dos Santos,16 Héctor Herrera,17 Jesús Corona,10 Orbelín Pineda,11 Rogelio Funes Mori,3 Carlos Salcedo,19 Gilberto Sepúlveda,5 Osvaldo Rodríguez,14 Érick Gutiérrez,24 Rodolfo Pizarro,9 Alan Pulido,12 Rodolfo Cota,20 Jonathan Orozco,8 Kevin Álvarez,13 Alan Cervantes,18 Efraín Álvarez,7 Érick Sánchez,-,-,-,-,-,-,-,-,Gold Cup 2021,"Sun Aug 1, 2021",USA vs Mexico
32,Qatar,22 Meshaal Barsham,16 Boualem Khoukhi,3 Abdelkarim Hassan,15 Bassam Al-Rawi,14 Homam Al-Amin,2 Pedro Miguel,12 Karim Boudiaf,6 Abdulaziz Hatem,10 Hasan Al-Haydos,11 Akram Afif,19 Almoez Ali,20 Abdullah Al-Ahrak,7 Ahmed Alaaeldin,9 Mohammed Muntari,-,-,21 Yousef Hassan,1 Saad Al-Sheeb,5 Tarek Salman,8 Ahmed Suhail,13 Musab Khoder,23 Assim Madibo,4 Mohammed Waad,17 Ismaeel Mohammed,18 Yusuf Abdurisag,-,-,-,-,-,-,Gold Cup 2021,"Thu Jul 29, 2021",Qatar vs USA
32,USA,1 Matt Turner,12 Miles Robinson,16 James Sands,3 Sam Vines,20 Shaq Moore,23 Kellyn Acosta,6 Gianluca Busio,17 Sebastian Lletget,13 Matthew Hoppe,7 Paul Arriola,11 Daryl Dike,2 Reggie Cannon,10 Cristian Roldán,19 Eryk Williamson,9 Gyasi Zardes,8 Nicholas Gioacchini,22 Brad Guzan,18 Sean Johnson,24 Henry Kessler,21 George Bello,14 Jackson Yueill,15 Jonathan Lewis,-,-,-,-,-,-,-,-,-,Gold Cup 2021,"Thu Jul 29, 2021",Qatar vs USA
33,Mexico,1 Alfredo Talavera,15 Héctor Moreno,3 Carlos Salcedo,23 Jesús Gallardo,4 Edson Álvarez,6 Jonathan dos Santos,21 Luis Rodríguez,16 Héctor Herrera,10 Orbelín Pineda,17 Jesús Corona,11 Rogelio Funes Mori,2 Néstor Araújo,14 Érick Gutiérrez,24 Rodolfo Pizarro,-,-,12 Rodolfo Cota,20 Jonathan Orozco,19 Gilberto Sepúlveda,5 Osvaldo Rodríguez,8 Kevin Álvarez,13 Alan Cervantes,18 Efraín Álvarez,7 Érick Sánchez,9 Alan Pulido,-,-,-,-,-,-,Gold Cup 2021,"Thu Jul 29, 2021",Mexico vs Canada
33,Canada,16 Maxime Crépeau,4 Kamal Miller,15 Doneil Henry,2 Alistair Johnston,7 Stephen Eustaquio,14 Mark-Anthony Kaye,12 Tajon Buchanan,22 Richie Laryea,21 Jonathan Osorio,10 Junior Hoilett,24 Tesho Akindele,8 Liam Fraser,11 Theo Corbeanu,-,-,-,1 Dayne St. Clair,18 Jayson Leutwiler,13 Frank Sturing,6 Samuel Piette,20 Harry Paton,3 Tyler Pasher,-,-,-,-,-,-,-,-,-,Gold Cup 2021,"Thu Jul 29, 2021",Mexico vs Canada
34,Qatar,22 Meshaal Barsham,16 Boualem Khoukhi,3 Abdelkarim Hassan,15 Bassam Al-Rawi,14 Homam Al-Amin,2 Pedro Miguel,12 Karim Boudiaf,6 Abdulaziz Hatem,10 Hasan Al-Haydos,11 Akram Afif,19 Almoez Ali,5 Tarek Salman,23 Assim Madibo,20 Abdullah Al-Ahrak,9 Mohammed Muntari,-,21 Yousef Hassan,1 Saad Al-Sheeb,8 Ahmed Suhail,13 Musab Khoder,4 Mohammed Waad,17 Ismaeel Mohammed,18 Yusuf Abdurisag,7 Ahmed Alaaeldin,-,-,-,-,-,-,-,Gold Cup 2021,"Sat Jul 24, 2021",Qatar vs El Salvador
34,El Salvador,1 Mario González,4 Eriq Zavaleta,5 Ronald Rodríguez,13 Alexander Larín,21 Bryan Tamacas,15 Álex Roldán,7 Darwin Cerén,10 Amando Moreno,17 Jairo Henríquez,8 Josh Pérez,14 Joaquín Rivas,12 Marvin Monterroza,9 Walmer Martínez,11 Juan Carlos Portillo,23 Marvin Márquez,-,22 Kevin Carabantes,18 Óscar Pleitez,2 Julio Sibrián,3 Roberto Domínguez,16 Miguel Lemus,19 Alexis Renderos,20 Isaac Portillo,-,-,-,-,-,-,-,-,Gold Cup 2021,"Sat Jul 24, 2021",Qatar vs El Salvador
35,Mexico,1 Alfredo Talavera,15 Héctor Moreno,2 Néstor Araújo,23 Jesús Gallardo,21 Luis Rodríguez,4 Edson Álvarez,6 Jonathan dos Santos,16 Héctor Herrera,17 Jesús Corona,10 Orbelín Pineda,11 Rogelio Funes Mori,3 Carlos Salcedo,13 Alan Cervantes,14 Érick Gutiérrez,24 Rodolfo Pizarro,9 Alan Pulido,12 Rodolfo Cota,20 Jonathan Orozco,19 Gilberto Sepúlveda,5 Osvaldo Rodríguez,8 Kevin Álvarez,18 Efraín Álvarez,7 Érick Sánchez,-,-,-,-,-,-,-,-,Gold Cup 2021,"Sat Jul 24, 2021",Mexico vs Honduras
35,Honduras,22 Luis López,3 Maynor Figueroa,21 Kevin Álvarez,16 Johnny Leverón,5 Marcelo Santos,20 Deybi Flores,6 Bryan Acosta,25 Kevin López,23 Diego Rodríguez,10 Alexander López,11 Jerry Bengtson,17 Franklin Flores,14 Boniek García,13 Jhow Benavídez,24 Róger Rojas,-,1 Edrick Menjívar,18 Marlon Licona,4 Marcelo Pereira,-,-,-,-,-,-,-,-,-,-,-,-,Gold Cup 2021,"Sat Jul 24, 2021",Mexico vs Honduras
36,Costa Rica,1 Esteban Alvarado,15 Francisco Calvo,6 Óscar Duarte,22 Ronald Matarrita,4 Keysher Fuller,20 David Guzmán,5 Celso Borges,11 Ariel Lassiter,16 Alonso Martínez,12 Joel Campbell,7 Johan Venegas,13 Allan Cruz,8 Luis Díaz,10 Bryan Ruiz,14 Jimmy Marín,21 José Guillermo Ortiz,24 Kevin Briceño,3 Giancarlo González,19 Kendall Waston,2 Yael López,17 Jefferson Brenes,9 Ariel Rodríguez,-,-,-,-,-,-,-,-,-,Gold Cup 2021,"Sun Jul 25, 2021",Costa Rica vs Canada
36,Canada,16 Maxime Crépeau,4 Kamal Miller,5 Steven Vitória,22 Richie Laryea,2 Alistair Johnston,7 Stephen Eustaquio,14 Mark-Anthony Kaye,12 Tajon Buchanan,21 Jonathan Osorio,10 Junior Hoilett,9 Lucas Cavallini,15 Doneil Henry,6 Samuel Piette,8 Liam Fraser,11 Theo Corbeanu,24 Tesho Akindele,1 Dayne St. Clair,18 Jayson Leutwiler,13 Frank Sturing,19 Harry Paton,3 Tyler Pasher,-,-,-,-,-,-,-,-,-,-,Gold Cup 2021,"Sun Jul 25, 2021",Costa Rica vs Canada
37,USA,1 Matt Turner,12 Miles Robinson,16 James Sands,3 Sam Vines,20 Shaq Moore,23 Kellyn Acosta,6 Gianluca Busio,17 Sebastian Lletget,7 Paul Arriola,13 Matthew Hoppe,11 Daryl Dike,2 Reggie Cannon,10 Cristian Roldán,9 Gyasi Zardes,8 Nicholas Gioacchini,-,22 Brad Guzan,18 Sean Johnson,24 Henry Kessler,21 George Bello,14 Jackson Yueill,19 Eryk Williamson,15 Jonathan Lewis,-,-,-,-,-,-,-,-,Gold Cup 2021,"Sun Jul 25, 2021",USA vs Jamaica
37,Jamaica,1 Andre Blake,6 Liam Moore,17 Damion Lowe,20 Kemar Lawrence,5 Alvas Powell,22 Devon Williams,16 Daniel Johnson,12 Junior Flemmings,15 Blair Turgott,10 Bobby De Cordova-Reid,9 Cory Burke,8 Oniel Fisher,21 Tyreek Magee,11 Shamar Nicholson,14 Andre Gray,-,13 Dillon Barnes,23 Dennis Taylor,3 Michael Hector,19 Adrian Mariappa,4 Amari'i Bell,2 Lamar Walker,7 Leon Bailey,-,-,-,-,-,-,-,-,Gold Cup 2021,"Sun Jul 25, 2021",USA vs Jamaica
38,Mexico,1 Alfredo Talavera,2 Néstor Araújo,3 Carlos Salcedo,5 Osvaldo Rodríguez,21 Luis Rodríguez,4 Edson Álvarez,14 Érick Gutiérrez,16 Héctor Herrera,22 Hirving Lozano,17 Jesús Corona,11 Rogelio Funes Mori,23 Jesús Gallardo,6 Jonathan dos Santos,10 Orbelín Pineda,18 Efraín Álvarez,-,12 Rodolfo Cota,20 Jonathan Orozco,15 Héctor Moreno,19 Gilberto Sepúlveda,8 Kevin Álvarez,13 Alan Cervantes,7 Érick Sánchez,9 Alan Pulido,-,-,-,-,-,-,-,Gold Cup 2021,"Jul 10, 2021",Mexico vs Trinidad
38,Trinidad,1 Marvin Phillip,4 Jelani Peters,2 Aubrey David,6 Radanfah Abu Bakr,18 Triston Hodge,16 Alvin Jones,17 Justin Garcia,23 Jesse Williams,3 Hashim Arcia,19 Ross Russell Jr.,13 Reon Moore,15 Neveal Hackshaw,8 Mekeil Williams,11 Noah Powder,7 Ryan Telfer,10 Kevin Molino,22 Adrian Foncette,21 Nicklas Frenderup,5 Curtis Gonzales,20 Duane Muckette,14 Dre Fortune,9 Marcus Joseph,12 Isaiah Lee,-,-,-,-,-,-,-,-,Gold Cup 2021,"Jul 10, 2021",Mexico vs Trinidad
39,El Salvador,1 Mario González,4 Eriq Zavaleta,5 Ronald Rodríguez,13 Alexander Larín,21 Bryan Tamacas,6 Narciso Orellana,7 Darwin Cerén,12 Marvin Monterroza,8 Josh Pérez,11 Juan Carlos Portillo,17 Jairo Henríquez,15 Álex Roldán,20 Isaac Portillo,9 Walmer Martínez,14 Joaquín Rivas,23 Marvin Márquez,22 Kevin Carabantes,18 Óscar Pleitez,2 Julio Sibrián,3 Roberto Domínguez,19 Alexis Renderos,10 Amando Moreno,16 David Rugamas,-,-,-,-,-,-,-,-,Gold Cup 2021,"Jul 11, 2021",El Salvador vs Guatemala
39,Guatemala,1 Nicholas Hagen,4 José Carlos Pinto,20 Gerardo Gordillo,2 Moisés Hernández,22 José Morales,13 Stheven Robles,16 Marco Domínguez-Ramírez,23 Jorge Aparicio,11 Jairo Arreola,7 Marvin Ceballos,17 Luis Martínez,8 Luis de León,9 Yeltsin Álvarez,18 Óscar Santis,19 Robin Betancourth,14 Darwin Lom,12 Kenderson Navarro,21 Kevin Moscoso,15 Manuel López,3 Kervin García,6 Óscar Castellanos,10 Alejandro Galindo,-,-,-,-,-,-,-,-,-,Gold Cup 2021,"Jul 11, 2021",El Salvador vs Guatemala
40,Trinidad,21 Nicklas Frenderup,4 Jelani Peters,2 Aubrey David,8 Mekeil Williams,18 Triston Hodge,16 Alvin Jones,15 Neveal Hackshaw,11 Noah Powder,20 Duane Muckette,7 Ryan Telfer,10 Kevin Molino,14 Dre Fortune,3 Hashim Arcia,9 Marcus Joseph,13 Reon Moore,-,1 Marvin Phillip,22 Adrian Foncette,17 Justin Garcia,5 Curtis Gonzales,6 Radanfah Abu Bakr,19 Ross Russell Jr.,23 Jesse Williams,12 Isaiah Lee,-,-,-,-,-,-,-,Gold Cup 2021,"Jul 14, 2021",Trinidad vs El Salvador
40,El Salvador,1 Mario González,4 Eriq Zavaleta,5 Ronald Rodríguez,13 Alexander Larín,21 Bryan Tamacas,6 Narciso Orellana,7 Darwin Cerén,8 Josh Pérez,17 Jairo Henríquez,12 Marvin Monterroza,14 Joaquín Rivas,15 Álex Roldán,20 Isaac Portillo,10 Amando Moreno,9 Walmer Martínez,11 Juan Carlos Portillo,23 Marvin Márquez,22 Kevin Carabantes,18 Óscar Pleitez,2 Julio Sibrián,3 Roberto Domínguez,19 Alexis Renderos,-,-,-,-,-,-,-,-,-,Gold Cup 2021,"Jul 14, 2021",Trinidad vs El Salvador
41,Guatemala,1 Nicholas Hagen,4 José Carlos Pinto,3 Kervin García,20 Gerardo Gordillo,2 Moisés Hernández,13 Stheven Robles,23 Jorge Aparicio,10 Alejandro Galindo,19 Robin Betancourth,18 Óscar Santis,14 Darwin Lom,22 José Morales,8 Luis de León,16 Marco Domínguez-Ramírez,7 Marvin Ceballos,17 Luis Martínez,12 Kenderson Navarro,21 Kevin Moscoso,15 Manuel López,5 Rudy Barrientos,6 Óscar Castellanos,9 Yeltsin Álvarez,11 Jairo Arreola,-,-,-,-,-,-,-,-,Gold Cup 2021,"Jul 14, 2021",Guatemala vs Mexico
41,Mexico,1 Alfredo Talavera,2 Néstor Araújo,3 Carlos Salcedo,23 Jesús Gallardo,21 Luis Rodríguez,4 Edson Álvarez,14 Érick Gutiérrez,16 Héctor Herrera,10 Orbelín Pineda,17 Jesús Corona,11 Rogelio Funes Mori,19 Gilberto Sepúlveda,6 Jonathan dos Santos,18 Efraín Álvarez,7 Érick Sánchez,9 Alan Pulido,12 Rodolfo Cota,20 Jonathan Orozco,15 Héctor Moreno,5 Osvaldo Rodríguez,8 Kevin Álvarez,13 Alan Cervantes,-,-,-,-,-,-,-,-,-,Gold Cup 2021,"Jul 14, 2021",Guatemala vs Mexico
42,Mexico,1 Alfredo Talavera,15 Héctor Moreno,3 Carlos Salcedo,23 Jesús Gallardo,21 Luis Rodríguez,4 Edson Álvarez,14 Érick Gutiérrez,16 Héctor Herrera,17 Jesús Corona,10 Orbelín Pineda,11 Rogelio Funes Mori,5 Osvaldo Rodríguez,6 Jonathan dos Santos,7 Érick Sánchez,9 Alan Pulido,-,12 Rodolfo Cota,20 Jonathan Orozco,2 Néstor Araújo,19 Gilberto Sepúlveda,8 Kevin Álvarez,13 Alan Cervantes,18 Efraín Álvarez,-,-,-,-,-,-,-,-,Gold Cup 2021,"Jul 18, 2021",Mexico vs El Salvador
42,El Salvador,1 Mario González,4 Eriq Zavaleta,5 Ronald Rodríguez,13 Alexander Larín,15 Álex Roldán,7 Darwin Cerén,6 Narciso Orellana,12 Marvin Monterroza,8 Josh Pérez,17 Jairo Henríquez,14 Joaquín Rivas,20 Isaac Portillo,10 Amando Moreno,9 Walmer Martínez,11 Juan Carlos Portillo,-,22 Kevin Carabantes,18 Óscar Pleitez,2 Julio Sibrián,3 Roberto Domínguez,19 Alexis Renderos,21 Bryan Tamacas,23 Marvin Márquez,-,-,-,-,-,-,-,-,Gold Cup 2021,"Jul 18, 2021",Mexico vs El Salvador
43,Guatemala,12 Kenderson Navarro,4 José Carlos Pinto,3 Kervin García,20 Gerardo Gordillo,2 Moisés Hernández,13 Stheven Robles,23 Jorge Aparicio,18 Óscar Santis,7 Marvin Ceballos,10 Alejandro Galindo,14 Darwin Lom,5 Rudy Barrientos,6 Óscar Castellanos,17 Luis Martínez,-,-,1 Nicholas Hagen,21 Kevin Moscoso,15 Manuel López,22 José Morales,8 Luis de León,16 Marco Domínguez-Ramírez,9 Yeltsin Álvarez,11 Jairo Arreola,19 Robin Betancourth,-,-,-,-,-,-,Gold Cup 2021,"Jul 18, 2021",Guatemala vs Trinidad
43,Trinidad,1 Marvin Phillip,2 Aubrey David,8 Mekeil Williams,18 Triston Hodge,16 Alvin Jones,23 Jesse Williams,11 Noah Powder,13 Reon Moore,14 Dre Fortune,3 Hashim Arcia,9 Marcus Joseph,17 Justin Garcia,19 Ross Russell Jr.,7 Ryan Telfer,10 Kevin Molino,12 Isaiah Lee,22 Adrian Foncette,21 Nicklas Frenderup,4 Jelani Peters,15 Neveal Hackshaw,5 Curtis Gonzales,6 Radanfah Abu Bakr,20 Duane Muckette,-,-,-,-,-,-,-,-,Gold Cup 2021,"Jul 18, 2021",Guatemala vs Trinidad
44,Canada,16 Maxime Crépeau,5 Steven Vitória,2 Alistair Johnston,4 Kamal Miller,22 Richie Laryea,7 Stephen Eustaquio,14 Mark-Anthony Kaye,21 Jonathan Osorio,12 Tajon Buchanan,10 Junior Hoilett,17 Cyle Larin,15 Doneil Henry,6 Samuel Piette,8 Liam Fraser,11 Theo Corbeanu,9 Lucas Cavallini,1 Dayne St. Clair,18 Jayson Leutwiler,13 Frank Sturing,3 Tyler Pasher,20 Ayo Akinola,-,-,-,-,-,-,-,-,-,-,Gold Cup 2021,"Jul 11, 2021",Canada vs Martinique
