,TeamName,Starter_1,Starter_2,Starter_3,Starter_4,Starter_5,Starter_6,Starter_7,Starter_8,Starter_9,Starter_10,Starter_11,Sub_1,Sub_2,Sub_3,Sub_4,Sub_5,Unused_1,Unused_2,Unused_3,Unused_4,Unused_5,Unused_6,Unused_7,Unused_8,Unused_9,Unused_10,Unused_11,Unused_12,Unused_13,Unused_14,Unused_15,Competition,Date,Match
90,USA,1 Zack Steffen,5 Walker Zimmerman,23 Aaron Long,13 Tim Ream,2 Nick Lima,4 Michael Bradley,8 Weston McKennie,10 Christian Pulisic,7 Paul Arriola,21 Tyler Boyd,9 Gyasi Zardes,14 Reggie Cannon,11 Jordan Morris,17 Jozy Altidore,-,-,12 Sean Johnson,22 Tyler Miller,3 Omar González,19 Matt Miazga,16 Daniel Lovitz,6 Wil Trapp,15 Cristian Roldán,20 Djordje Mihailovic,18 Jonathan Lewis,-,-,-,-,-,-,Gold Cup 2019,"Jun 22, 2019",USA vs Trinidad
90,Trinidad,1 Marvin Phillip,2 Aubrey David,5 Daneil Cyrus,4 Neveal Hackshaw,16 Alvin Jones,8 Khaleem Hyland,19 Kevan George,13 Nathan Lewis,7 Cordell Cato,23 Leston Paul,11 Levi García,3 Joevin Jones,10 Kevin Molino,18 Lester Peltier,-,-,21 Greg Ranjitsingh,22 Adrian Foncette,12 Carlyle Mitchell,15 Curtis Gonzales,17 Mekeil Williams,14 Akeem Humphrey,20 Jomal Williams,6 Duane Muckette,9 Shahdon Winchester,-,-,-,-,-,-,Gold Cup 2019,"Jun 22, 2019",USA vs Trinidad
91,Trinidad,22 Adrian Foncette,5 Daneil Cyrus,12 Carlyle Mitchell,17 Mekeil Williams,2 Aubrey David,19 Kevan George,23 Leston Paul,20 Jomal Williams,11 Levi García,10 Kevin Molino,9 Shahdon Winchester,3 Joevin Jones,7 Cordell Cato,18 Lester Peltier,-,-,1 Marvin Phillip,21 Greg Ranjitsingh,4 Neveal Hackshaw,15 Curtis Gonzales,16 Alvin Jones,14 Akeem Humphrey,6 Duane Muckette,-,-,-,-,-,-,-,-,Gold Cup 2019,"Jun 26, 2019",Trinidad vs Guyana
91,Guyana,22 Quillan Roberts,15 Terence Vancooten,6 Ronayne Marsh-Brown,3 Kadell Daniel,8 Sam Cox,4 Elliot Bonds,16 Neil Danns,7 Keanu Marsh-Brown,23 Anthony Jeffrey,12 Pernell Schultz,9 Sheldon Holder,21 Brandon Beresford,11 Callum Harriott,10 Emery Welshman,-,-,1 Akel Clarke,18 Alex Murray,2 Kevin Layne,20 Matthew Briggs,13 Liam Gordon,5 Jordan Dover,19 Stephen Duke-McKenna,14 Daniel Wilson,17 Terell Ondaan,-,-,-,-,-,-,Gold Cup 2019,"Jun 26, 2019",Trinidad vs Guyana
92,Panama,12 José Calderón,3 Hárold Cummings,13 Adolfo Machado,6 Kevin Galván,2 Francisco Palacios,4 Fidel Escobar,8 Marcos Sánchez,7 Puma,21 Omar Browne,9 Gaby Torres,17 José Fajardo,23 Amir Murillo,10 Yoel Bárcenas,18 Abdiel Arroyo,-,-,1 Luis Mejía,22 Orlando Mosquera,5 Román Torres,15 Éric Davis,11 Armando Cooper,20 Ernesto Walker,19 Alberto Quintero,14 Valentín Pimentel,16 Rolando Blackburn,-,-,-,-,-,-,Gold Cup 2019,"Jun 26, 2019",Panama vs USA
92,USA,12 Sean Johnson,3 Omar González,19 Matt Miazga,16 Daniel Lovitz,14 Reggie Cannon,6 Wil Trapp,15 Cristian Roldán,20 Djordje Mihailovic,18 Jonathan Lewis,11 Jordan Morris,17 Jozy Altidore,21 Tyler Boyd,10 Christian Pulisic,9 Gyasi Zardes,-,-,1 Zack Steffen,22 Tyler Miller,13 Tim Ream,5 Walker Zimmerman,23 Aaron Long,2 Nick Lima,4 Michael Bradley,8 Weston McKennie,7 Paul Arriola,-,-,-,-,-,-,Gold Cup 2019,"Jun 26, 2019",Panama vs USA
93,USA,24 Tim Howard,5 Matt Besler,3 Omar González,2 Jorge Villafaña,19 Graham Zusi,23 Kellyn Acosta,26 Michael Bradley,20 Paul Arriola,25 Darlington Nagbe,8 Jordan Morris,27 Jozy Altidore,13 Dax McCarty,28 Clint Dempsey,9 Gyasi Zardes,-,-,29 Jesse González,12 Bill Hamid,21 Matt Hedges,4 Matt Miazga,16 Justin Morrow,15 Eric Lichaj,10 Joe Corona,7 Chris Pontius,18 Juan Agudelo,-,-,-,-,-,-,Gold Cup 2017,"Wed Jul 26, 2017",USA vs Jamaica
93,Jamaica,1 Andre Blake,21 Jermaine Taylor,3 Damion Lowe,20 Kemar Lawrence,5 Alvas Powell,4 Ladale Richie,15 Je-Vaughn Watson,18 Owayne Gordon,8 Oniel Fisher,10 Darren Mattocks,22 Romario Williams,13 Dwayne Miller,17 Kevon Lambert,11 Cory Burke,-,-,23 Damian Hyatt,6 Sergio Campbell,7 Shaun Francis,2 Rosario Harriott,9 Ewan Grandison,12 Michael Binns,19 Ricardo Morris,16 Jermaine Johnson,14 Shamar Nicholson,-,-,-,-,-,-,Gold Cup 2017,"Wed Jul 26, 2017",USA vs Jamaica
94,Costa Rica,18 Patrick Pemberton,2 Jhonny Acosta,3 Giancarlo González,24 Kendall Waston,15 Francisco Calvo,6 José Salvatierra,17 Yeltsin Tejeda,20 David Guzmán,10 Bryan Ruiz,7 David Ramírez,21 Marcos Ureña,5 Kenner Gutiérrez,14 Randall Azofeifa,25 José Leitón,-,-,1 Leonel Moreira,23 Dany Carvajal,22 Juan Pablo Vargas,4 Michael Umaña,26 Jhamir Ordain,19 Ulises Segura,27 Jimmy Marín,-,-,-,-,-,-,-,-,Gold Cup 2017,"Sat Jul 22, 2017",Costa Rica vs USA
94,USA,24 Tim Howard,5 Matt Besler,3 Omar González,2 Jorge Villafaña,19 Graham Zusi,23 Kellyn Acosta,26 Michael Bradley,20 Paul Arriola,25 Darlington Nagbe,8 Jordan Morris,27 Jozy Altidore,13 Dax McCarty,28 Clint Dempsey,9 Gyasi Zardes,-,-,29 Jesse González,12 Bill Hamid,21 Matt Hedges,4 Matt Miazga,16 Justin Morrow,15 Eric Lichaj,10 Joe Corona,7 Chris Pontius,18 Juan Agudelo,-,-,-,-,-,-,Gold Cup 2017,"Sat Jul 22, 2017",Costa Rica vs USA
95,Mexico,1 Jesús Corona,3 Jair Pereira,4 Hugo Ayala,8 Érick Gutiérrez,6 Edson Álvarez,5 Jesús Molina,20 Jesús Dueñas,11 Elías Hernández,7 Orbelín Pineda,15 Rodolfo Pizarro,9 Érick Torres,18 Jesús Gallardo,17 Raúl López,19 Ángel Sepúlveda,-,-,12 Miguel Fraga,23 Moisés Muñoz,14 Hedgardo Marín,13 César Montes,21 Luis Reyes,22 Alejandro Mayorga,2 Luis Rodríguez,16 Jorge Hernández,10 Martín Barragán,-,-,-,-,-,-,Gold Cup 2017,"Sun Jul 23, 2017",Mexico vs Jamaica
95,Jamaica,1 Andre Blake,21 Jermaine Taylor,3 Damion Lowe,20 Kemar Lawrence,5 Alvas Powell,4 Ladale Richie,15 Je-Vaughn Watson,7 Shaun Francis,18 Owayne Gordon,10 Darren Mattocks,22 Romario Williams,6 Sergio Campbell,12 Michael Binns,19 Ricardo Morris,-,-,13 Dwayne Miller,23 Damian Hyatt,2 Rosario Harriott,8 Oniel Fisher,9 Ewan Grandison,16 Jermaine Johnson,11 Cory Burke,14 Shamar Nicholson,-,-,-,-,-,-,-,Gold Cup 2017,"Sun Jul 23, 2017",Mexico vs Jamaica
96,Costa Rica,18 Patrick Pemberton,2 Jhonny Acosta,3 Giancarlo González,24 Kendall Waston,15 Francisco Calvo,6 José Salvatierra,17 Yeltsin Tejeda,20 David Guzmán,10 Bryan Ruiz,7 David Ramírez,21 Marcos Ureña,5 Kenner Gutiérrez,19 Ulises Segura,9 Ariel Rodríguez,-,-,1 Leonel Moreira,23 Dany Carvajal,22 Juan Pablo Vargas,4 Michael Umaña,26 Jhamir Ordain,14 Randall Azofeifa,25 José Leitón,27 Jimmy Marín,-,-,-,-,-,-,-,Gold Cup 2017,"Wed Jul 19, 2017",Costa Rica vs Panama
96,Panama,12 José Calderón,23 Roberto Chen,5 Fidel Escobar,17 Luis Ovalle,2 Amir Murillo,6 Gabriel Gómez,20 Aníbal Godoy,11 Armando Cooper,8 Yoel Bárcenas,18 Miguel Camargo,9 Gaby Torres,21 Leslie Heráldez,14 Valentín Pimentel,22 Abdiel Arroyo,-,-,1 Álex Rodríguez,16 Orlando Mosquera,13 Roderick Miller,4 Jan Carlos Vargas,15 Éric Davis,3 Ángel Patrick,19 Josiel Núñez,7 Ricardo Clarke,10 Ismael Díaz,-,-,-,-,-,-,Gold Cup 2017,"Wed Jul 19, 2017",Costa Rica vs Panama
97,USA,24 Tim Howard,21 Matt Hedges,3 Omar González,16 Justin Morrow,15 Eric Lichaj,26 Michael Bradley,20 Paul Arriola,25 Darlington Nagbe,9 Gyasi Zardes,28 Clint Dempsey,27 Jozy Altidore,23 Kellyn Acosta,7 Chris Pontius,8 Jordan Morris,-,-,29 Jesse González,12 Bill Hamid,5 Matt Besler,4 Matt Miazga,2 Jorge Villafaña,19 Graham Zusi,10 Joe Corona,13 Dax McCarty,18 Juan Agudelo,-,-,-,-,-,-,Gold Cup 2017,"Wed Jul 19, 2017",USA vs El Salvador
97,El Salvador,18 Derby Carrillo,4 Henry Romero,5 Iván Mancia,13 Alexander Larín,21 Bryan Tamacas,7 Darwin Cerén,12 Narciso Orellana,10 Gerson Mayén,8 Denis Pineda,9 Nelson Bonilla,11 Rodolfo Zelaya,19 Edwin Sánchez,16 Óscar Cerén,20 Harold Alas,-,-,1 Daniel Arroyo,22 Benjí Villalobos,2 Milton Molina,3 Roberto Domínguez,23 Rubén Marroquín,6 Richard Menjívar,17 Víctor García,14 Andrés Flores,15 Junior Burgos,-,-,-,-,-,-,Gold Cup 2017,"Wed Jul 19, 2017",USA vs El Salvador
98,Jamaica,1 Andre Blake,21 Jermaine Taylor,3 Damion Lowe,20 Kemar Lawrence,5 Alvas Powell,15 Je-Vaughn Watson,17 Kevon Lambert,7 Shaun Francis,18 Owayne Gordon,10 Darren Mattocks,22 Romario Williams,4 Ladale Richie,12 Michael Binns,11 Cory Burke,-,-,13 Dwayne Miller,23 Damian Hyatt,6 Sergio Campbell,2 Rosario Harriott,8 Oniel Fisher,9 Ewan Grandison,19 Ricardo Morris,16 Jermaine Johnson,14 Shamar Nicholson,-,-,-,-,-,-,Gold Cup 2017,"Thu Jul 20, 2017",Jamaica vs Canada
98,Canada,18 Milan Borjan,5 Dejan Jakovic,19 Steven Vitória,17 Marcel de Jong,23 Michael Petrasso,7 Russell Teibert,6 Samuel Piette,8 Scott Arfield,12 Alphonso Davies,10 Junior Hoilett,24 Cyle Larin,3 Manjrekar James,16 Anthony Jackson-Hamel,9 Lucas Cavallini,-,-,1 Maxime Crépeau,22 Jayson Leutwiler,15 Adam Straith,4 Sam Adekugbe,20 Patrice Bernier,14 Mark-Anthony Kaye,21 Jonathan Osorio,2 Fraser Aird,11 Tosaint Ricketts,-,-,-,-,-,-,Gold Cup 2017,"Thu Jul 20, 2017",Jamaica vs Canada
99,Mexico,1 Jesús Corona,3 Jair Pereira,4 Hugo Ayala,18 Jesús Gallardo,6 Edson Álvarez,5 Jesús Molina,20 Jesús Dueñas,11 Elías Hernández,7 Orbelín Pineda,15 Rodolfo Pizarro,19 Ángel Sepúlveda,2 Luis Rodríguez,17 Raúl López,9 Érick Torres,-,-,12 Miguel Fraga,23 Moisés Muñoz,14 Hedgardo Marín,13 César Montes,21 Luis Reyes,22 Alejandro Mayorga,16 Jorge Hernández,8 Érick Gutiérrez,10 Martín Barragán,-,-,-,-,-,-,Gold Cup 2017,"Thu Jul 20, 2017",Mexico vs Honduras
99,Honduras,1 Luis López,4 Henry Figueroa,5 Éver Alvarado,3 Maynor Figueroa,23 Carlos Sánchez,2 Félix Crisanto,8 Alfredo Mejía,6 Bryan Acosta,12 Romell Quioto,17 Alberth Elis,16 Ovidio Lanza,13 Sergio Peña,14 Boniek García,10 Alexander López,-,-,18 Ricardo Canales,22 Donis Escober,19 Marcelo Pereira,15 Allans Vargas,21 Brayan Beckeles,20 Jorge Claros,7 Carlos Discua,24 Michaell Chirinos,25 Ángel Tejeda,-,-,-,-,-,-,Gold Cup 2017,"Thu Jul 20, 2017",Mexico vs Honduras
100,French Guiana,22 Donovan Léon,14 Grégory Lescot,5 Cédric Fabien,8 Jean-David Legrand,7 Anthony Soubervie,6 Kévin Rimane,10 Loïc Baal,4 Rhudy Evens,11 Roy Contout,21 Shaquille Dutard,18 Sloan Privat,13 Miguel Haabo,9 Arnold Abelinti,-,-,-,16 Jean-Beaunel Petit-Homme,1 Simon Lugier,2 Hugues Rosimé,3 Marvin Torvic,20 Marc Edwige,17 Inrick Baal,12 Mickaël Solvi,-,-,-,-,-,-,-,-,Gold Cup 2017,"Jul 7, 2017",French Guiana vs Canada
100,Canada,18 Milan Borjan,5 Dejan Jakovic,19 Steven Vitória,17 Marcel de Jong,23 Michael Petrasso,6 Samuel Piette,20 Patrice Bernier,8 Scott Arfield,12 Alphonso Davies,10 Junior Hoilett,9 Lucas Cavallini,1 Maxime Crépeau,7 Russell Teibert,16 Anthony Jackson-Hamel,-,-,22 Jayson Leutwiler,3 Manjrekar James,15 Adam Straith,4 Sam Adekugbe,13 Raheem Edwards,14 Mark-Anthony Kaye,21 Jonathan Osorio,2 Fraser Aird,11 Tosaint Ricketts,-,-,-,-,-,-,Gold Cup 2017,"Jul 7, 2017",French Guiana vs Canada
101,Honduras,1 Luis López,4 Henry Figueroa,5 Éver Alvarado,3 Maynor Figueroa,23 Carlos Sánchez,2 Félix Crisanto,8 Alfredo Mejía,6 Bryan Acosta,7 Carlos Discua,12 Romell Quioto,16 Ovidio Lanza,14 Boniek García,10 Alexander López,17 Alberth Elis,-,-,18 Ricardo Canales,22 Donis Escober,19 Marcelo Pereira,15 Allans Vargas,21 Brayan Beckeles,20 Jorge Claros,13 Sergio Peña,-,-,-,-,-,-,-,-,Gold Cup 2017,"Jul 7, 2017",Honduras vs Costa Rica
101,Costa Rica,18 Patrick Pemberton,2 Jhonny Acosta,3 Giancarlo González,5 Kenner Gutiérrez,15 Francisco Calvo,16 Cristian Gamboa,20 David Guzmán,10 Bryan Ruiz,11 Johan Venegas,13 Rodney Wallace,21 Marcos Ureña,17 Yeltsin Tejeda,12 Joel Campbell,7 David Ramírez,-,-,1 Leonel Moreira,23 Dany Carvajal,22 Juan Pablo Vargas,4 Michael Umaña,8 Bryan Oviedo,6 José Salvatierra,14 Randall Azofeifa,19 Ulises Segura,9 Ariel Rodríguez,-,-,-,-,-,-,Gold Cup 2017,"Jul 7, 2017",Honduras vs Costa Rica
102,Costa Rica,18 Patrick Pemberton,2 Jhonny Acosta,3 Giancarlo González,5 Kenner Gutiérrez,15 Francisco Calvo,16 Cristian Gamboa,20 David Guzmán,10 Bryan Ruiz,12 Joel Campbell,13 Rodney Wallace,21 Marcos Ureña,6 José Salvatierra,17 Yeltsin Tejeda,7 David Ramírez,-,-,1 Leonel Moreira,23 Dany Carvajal,22 Juan Pablo Vargas,4 Michael Umaña,14 Randall Azofeifa,19 Ulises Segura,9 Ariel Rodríguez,-,-,-,-,-,-,-,-,Gold Cup 2017,"Jul 11, 2017",Costa Rica vs Canada
102,Canada,18 Milan Borjan,5 Dejan Jakovic,19 Steven Vitória,4 Sam Adekugbe,23 Michael Petrasso,6 Samuel Piette,14 Mark-Anthony Kaye,8 Scott Arfield,10 Junior Hoilett,12 Alphonso Davies,16 Anthony Jackson-Hamel,2 Fraser Aird,9 Lucas Cavallini,11 Tosaint Ricketts,-,-,1 Maxime Crépeau,22 Jayson Leutwiler,3 Manjrekar James,15 Adam Straith,13 Raheem Edwards,17 Marcel de Jong,7 Russell Teibert,20 Patrice Bernier,21 Jonathan Osorio,-,-,-,-,-,-,Gold Cup 2017,"Jul 11, 2017",Costa Rica vs Canada
103,Honduras,1 Luis López,4 Henry Figueroa,3 Maynor Figueroa,5 Éver Alvarado,21 Brayan Beckeles,8 Alfredo Mejía,6 Bryan Acosta,10 Alexander López,12 Romell Quioto,17 Alberth Elis,16 Ovidio Lanza,13 Sergio Peña,14 Boniek García,7 Carlos Discua,-,-,18 Ricardo Canales,22 Donis Escober,19 Marcelo Pereira,15 Allans Vargas,2 Félix Crisanto,23 Carlos Sánchez,20 Jorge Claros,-,-,-,-,-,-,-,-,Gold Cup 2017,"Jul 11, 2017",Honduras vs French Guiana
103,French Guiana,22 Donovan Léon,6 Kévin Rimane,5 Cédric Fabien,8 Jean-David Legrand,14 Grégory Lescot,10 Loïc Baal,23 Ludovic Baal,15 Florent Malouda,7 Anthony Soubervie,9 Arnold Abelinti,18 Sloan Privat,4 Rhudy Evens,21 Shaquille Dutard,11 Roy Contout,-,-,16 Jean-Beaunel Petit-Homme,1 Simon Lugier,2 Hugues Rosimé,3 Marvin Torvic,20 Marc Edwige,17 Inrick Baal,13 Miguel Haabo,19 Jules Haabo,12 Mickaël Solvi,-,-,-,-,-,-,Gold Cup 2017,"Jul 11, 2017",Honduras vs French Guiana
104,Costa Rica,23 Dany Carvajal,3 Giancarlo González,4 Michael Umaña,15 Francisco Calvo,6 José Salvatierra,14 Randall Azofeifa,17 Yeltsin Tejeda,19 Ulises Segura,10 Bryan Ruiz,7 David Ramírez,9 Ariel Rodríguez,20 David Guzmán,13 Rodney Wallace,21 Marcos Ureña,-,-,1 Leonel Moreira,18 Patrick Pemberton,22 Juan Pablo Vargas,2 Jhonny Acosta,5 Kenner Gutiérrez,-,-,-,-,-,-,-,-,-,-,Gold Cup 2017,"Jul 14, 2017",Costa Rica vs French Guiana
104,French Guiana,22 Donovan Léon,2 Hugues Rosimé,14 Grégory Lescot,5 Cédric Fabien,8 Jean-David Legrand,7 Anthony Soubervie,10 Loïc Baal,23 Ludovic Baal,4 Rhudy Evens,11 Roy Contout,9 Arnold Abelinti,13 Miguel Haabo,12 Mickaël Solvi,21 Shaquille Dutard,-,-,16 Jean-Beaunel Petit-Homme,1 Simon Lugier,3 Marvin Torvic,20 Marc Edwige,17 Inrick Baal,19 Jules Haabo,18 Sloan Privat,-,-,-,-,-,-,-,-,Gold Cup 2017,"Jul 14, 2017",Costa Rica vs French Guiana
105,Canada,18 Milan Borjan,3 Manjrekar James,19 Steven Vitória,4 Sam Adekugbe,23 Michael Petrasso,6 Samuel Piette,20 Patrice Bernier,8 Scott Arfield,17 Marcel de Jong,10 Junior Hoilett,9 Lucas Cavallini,12 Alphonso Davies,14 Mark-Anthony Kaye,21 Jonathan Osorio,-,-,1 Maxime Crépeau,22 Jayson Leutwiler,5 Dejan Jakovic,15 Adam Straith,13 Raheem Edwards,7 Russell Teibert,2 Fraser Aird,16 Anthony Jackson-Hamel,11 Tosaint Ricketts,-,-,-,-,-,-,Gold Cup 2017,"Jul 14, 2017",Canada vs Honduras
105,Honduras,1 Luis López,4 Henry Figueroa,3 Maynor Figueroa,23 Carlos Sánchez,2 Félix Crisanto,8 Alfredo Mejía,20 Jorge Claros,7 Carlos Discua,12 Romell Quioto,17 Alberth Elis,16 Ovidio Lanza,13 Sergio Peña,14 Boniek García,-,-,-,18 Ricardo Canales,22 Donis Escober,19 Marcelo Pereira,15 Allans Vargas,21 Brayan Beckeles,6 Bryan Acosta,10 Alexander López,-,-,-,-,-,-,-,-,Gold Cup 2017,"Jul 14, 2017",Canada vs Honduras
106,USA,1 Brad Guzan,5 Matt Besler,3 Omar González,2 Jorge Villafaña,19 Graham Zusi,23 Kellyn Acosta,13 Dax McCarty,11 Alejandro Bedoya,6 Kelyn Rowe,10 Joe Corona,14 Dom Dwyer,8 Jordan Morris,9 Gyasi Zardes,18 Juan Agudelo,-,-,12 Bill Hamid,22 Sean Johnson,21 Matt Hedges,4 Matt Miazga,16 Justin Morrow,15 Eric Lichaj,17 Cristian Roldán,7 Chris Pontius,20 Paul Arriola,-,-,-,-,-,-,Gold Cup 2017,"Jul 8, 2017",USA vs Panama
106,Panama,12 José Calderón,23 Roberto Chen,4 Jan Carlos Vargas,17 Luis Ovalle,2 Amir Murillo,20 Aníbal Godoy,6 Gabriel Gómez,8 Yoel Bárcenas,18 Miguel Camargo,10 Ismael Díaz,9 Gaby Torres,19 Josiel Núñez,11 Armando Cooper,22 Abdiel Arroyo,-,-,1 Álex Rodríguez,16 Orlando Mosquera,13 Roderick Miller,5 Fidel Escobar,15 Éric Davis,3 Ángel Patrick,21 Leslie Heráldez,7 Ricardo Clarke,14 Valentín Pimentel,-,-,-,-,-,-,Gold Cup 2017,"Jul 8, 2017",USA vs Panama
107,Martinique,23 Kévin Olimpa,21 Sébastien Crétinoir,8 Jordy Delem,3 Antoine Jean-Baptiste,5 Karl Vitulin,19 Daniel Hérelle,18 Jean-Manuel Nédra,20 Stéphane Abaul,11 Johan Audel,12 Yoann Arquin,17 Kévin Parsemain,13 Christof Jougon,10 Steeven Langil,9 Anthony Angély,-,-,1 Emmanuel Vermignon,16 Loïc Chauvet,4 Florian Narcissot,15 Gérald Dondon,2 Nicolas Zaïre,22 Johnny Marajo,14 Yann Thimon,6 Djénhael Maingé,7 Grégory Pastel,-,-,-,-,-,-,Gold Cup 2017,"Jul 8, 2017",Martinique vs Nicaragua
107,Nicaragua,1 Justo Lorente,5 Erick Téllez,6 Luis Copete,3 Manuel Rosas,2 Josué Quijano,8 Marlon López,15 Bismark Montiel,7 Carlos Chavarría,16 Elvis Figueroa,10 Luis Galeano,21 Jorge García,17 Bismarck Véliz,13 Bryan García,14 Eulises Pavón,-,-,12 Diedrich Tellez,23 Henry Maradiaga,20 Óscar López,22 Cyril Errington,18 Maykel Montiel,19 Luis Peralta,4 Henry Niño,-,-,-,-,-,-,-,-,Gold Cup 2017,"Jul 8, 2017",Martinique vs Nicaragua
108,Panama,12 José Calderón,13 Roderick Miller,5 Fidel Escobar,15 Éric Davis,2 Amir Murillo,20 Aníbal Godoy,6 Gabriel Gómez,8 Yoel Bárcenas,18 Miguel Camargo,10 Ismael Díaz,9 Gaby Torres,19 Josiel Núñez,11 Armando Cooper,7 Ricardo Clarke,-,-,1 Álex Rodríguez,16 Orlando Mosquera,23 Roberto Chen,4 Jan Carlos Vargas,17 Luis Ovalle,3 Ángel Patrick,21 Leslie Heráldez,14 Valentín Pimentel,22 Abdiel Arroyo,-,-,-,-,-,-,Gold Cup 2017,"Jul 12, 2017",Panama vs Nicaragua
108,Nicaragua,1 Justo Lorente,5 Erick Téllez,6 Luis Copete,3 Manuel Rosas,2 Josué Quijano,8 Marlon López,9 Dany Cadena,7 Carlos Chavarría,11 Juan Barrera,10 Luis Galeano,14 Eulises Pavón,22 Cyril Errington,19 Luis Peralta,13 Bryan García,-,-,12 Diedrich Tellez,23 Henry Maradiaga,20 Óscar López,17 Bismarck Véliz,15 Bismark Montiel,18 Maykel Montiel,4 Henry Niño,16 Elvis Figueroa,21 Jorge García,-,-,-,-,-,-,Gold Cup 2017,"Jul 12, 2017",Panama vs Nicaragua
109,USA,1 Brad Guzan,21 Matt Hedges,3 Omar González,16 Justin Morrow,15 Eric Lichaj,23 Kellyn Acosta,17 Cristian Roldán,20 Paul Arriola,9 Gyasi Zardes,8 Jordan Morris,18 Juan Agudelo,11 Alejandro Bedoya,13 Dax McCarty,7 Chris Pontius,-,-,12 Bill Hamid,22 Sean Johnson,5 Matt Besler,4 Matt Miazga,2 Jorge Villafaña,19 Graham Zusi,6 Kelyn Rowe,10 Joe Corona,14 Dom Dwyer,-,-,-,-,-,-,Gold Cup 2017,"Jul 12, 2017",USA vs Martinique
109,Martinique,23 Kévin Olimpa,21 Sébastien Crétinoir,2 Nicolas Zaïre,8 Jordy Delem,3 Antoine Jean-Baptiste,5 Karl Vitulin,19 Daniel Hérelle,20 Stéphane Abaul,11 Johan Audel,12 Yoann Arquin,17 Kévin Parsemain,18 Jean-Manuel Nédra,22 Johnny Marajo,10 Steeven Langil,-,-,1 Emmanuel Vermignon,16 Loïc Chauvet,4 Florian Narcissot,15 Gérald Dondon,14 Yann Thimon,6 Djénhael Maingé,13 Christof Jougon,7 Grégory Pastel,9 Anthony Angély,-,-,-,-,-,-,Gold Cup 2017,"Jul 12, 2017",USA vs Martinique
110,Panama,12 José Calderón,23 Roberto Chen,5 Fidel Escobar,17 Luis Ovalle,2 Amir Murillo,6 Gabriel Gómez,20 Aníbal Godoy,11 Armando Cooper,18 Miguel Camargo,22 Abdiel Arroyo,9 Gaby Torres,21 Leslie Heráldez,10 Ismael Díaz,8 Yoel Bárcenas,-,-,1 Álex Rodríguez,16 Orlando Mosquera,13 Roderick Miller,4 Jan Carlos Vargas,15 Éric Davis,3 Ángel Patrick,19 Josiel Núñez,7 Ricardo Clarke,14 Valentín Pimentel,-,-,-,-,-,-,Gold Cup 2017,"Jul 15, 2017",Panama vs Martinique
110,Martinique,23 Kévin Olimpa,21 Sébastien Crétinoir,8 Jordy Delem,3 Antoine Jean-Baptiste,5 Karl Vitulin,18 Jean-Manuel Nédra,20 Stéphane Abaul,13 Christof Jougon,11 Johan Audel,10 Steeven Langil,17 Kévin Parsemain,19 Daniel Hérelle,14 Yann Thimon,12 Yoann Arquin,-,-,1 Emmanuel Vermignon,16 Loïc Chauvet,4 Florian Narcissot,15 Gérald Dondon,2 Nicolas Zaïre,22 Johnny Marajo,6 Djénhael Maingé,7 Grégory Pastel,9 Anthony Angély,-,-,-,-,-,-,Gold Cup 2017,"Jul 15, 2017",Panama vs Martinique
111,Nicaragua,1 Justo Lorente,6 Luis Copete,22 Cyril Errington,17 Bismarck Véliz,2 Josué Quijano,8 Marlon López,19 Luis Peralta,13 Bryan García,11 Juan Barrera,9 Dany Cadena,10 Luis Galeano,4 Henry Niño,14 Eulises Pavón,21 Jorge García,-,-,12 Diedrich Tellez,23 Henry Maradiaga,5 Erick Téllez,20 Óscar López,15 Bismark Montiel,18 Maykel Montiel,16 Elvis Figueroa,-,-,-,-,-,-,-,-,Gold Cup 2017,"Jul 15, 2017",Nicaragua vs USA
111,USA,12 Bill Hamid,5 Matt Besler,4 Matt Miazga,2 Jorge Villafaña,19 Graham Zusi,11 Alejandro Bedoya,13 Dax McCarty,10 Joe Corona,6 Kelyn Rowe,7 Chris Pontius,14 Dom Dwyer,8 Jordan Morris,20 Paul Arriola,18 Juan Agudelo,-,-,1 Brad Guzan,22 Sean Johnson,21 Matt Hedges,3 Omar González,16 Justin Morrow,15 Eric Lichaj,23 Kellyn Acosta,17 Cristian Roldán,9 Gyasi Zardes,-,-,-,-,-,-,Gold Cup 2017,"Jul 15, 2017",Nicaragua vs USA
112,Curaçao,1 Eloy Room,4 Darryl Lachman,5 Quentin Jakoba,17 Gillian Justiana,3 Cuco Martina,2 Dustley Mulder,7 Leandro Bacuna,18 Elson Hooi,8 Jarchinio Antonia,11 Gevaro Nepomuceno,19 Rangelo Janga,16 Michaël Maria,9 Gino van Kessel,20 Felitciano Zschusschen,-,-,22 Jarzinho Pieter,23 Rowendy Sumter,13 Juriën Gaari,21 Ayrton Statie,12 Shanon Carmelia,10 Kemy Agustien,14 Ashar Bernardus,6 Quenten Martinus,-,-,-,-,-,-,-,Gold Cup 2017,"Jul 9, 2017",Curaçao vs Jamaica
