,TeamName,Starter_1,Starter_2,Starter_3,Starter_4,Starter_5,Starter_6,Starter_7,Starter_8,Starter_9,Starter_10,Starter_11,Sub_1,Sub_2,Sub_3,Sub_4,Sub_5,Unused_1,Unused_2,Unused_3,Unused_4,Unused_5,Unused_6,Unused_7,Unused_8,Unused_9,Unused_10,Unused_11,Unused_12,Unused_13,Unused_14,Unused_15,Competition,Date,Match
68,Benin,16 Saturnin Allagbé,6 Olivier Verdon,13 Moise Adilehou,11 Emmanuel Imorou,2 Seidou Barazé,8 Jordan Adéoti,15 Sessi D'Almeida,17 Stéphane Sessègnon,10 Mickael Pote,14 Cebio Soukou,9 Steve Mounié,18 Seïbou Mama,7 David Djigla,20 Jodel Dossou,-,-,23 Chérif Akakpo,1 Fabien Farnolle,5 Junior Salomon,12 David Kiki,22 Rodrigue Fassinou,21 Rodrigue Kossi Fiogbé,4 Tidjani Anane,19 Désiré Sègbè,-,-,-,-,-,-,-,African Cup of Nations 2019,"Wed Jul 10, 2019",Senegal vs Benin
69,Nigeria,16 Daniel Akpeyi,5 William Troost-Ekong,22 Kenneth Omeruo,3 Jamilu Collins,20 Chidozie Awaziem,4 Wilfred Ndidi,8 Peter Etebo,18 Alex Iwobi,7 Ahmed Musa,13 Samuel Chukwueze,9 Odion Ighalo,6 Leon Balogun,15 Moses Simon,-,-,-,1 Ikechukwu Ezenwa,23 Francis Uzoho,2 Ola Aina,10 John Obi Mikel,12 Abdullahi Shehu,19 John Ogu,11 Henry Onyekuru,17 Samuel Kalu,14 Paul Onuachu,21 Victor Osimhen,-,-,-,-,-,African Cup of Nations 2019,"Wed Jul 10, 2019",Nigeria vs South Africa
69,South Africa,22 Ronwen Williams,2 Buhle Mkhwanazi,14 Thulani Hlatshwayo,18 Sifiso Hlanti,5 Thamsanqa Mkhize,15 Dean Furman,12 Kamohelo Mokotjo,8 Bongani Zungu,23 Thembinkosi Lorch,19 Percy Tau,9 Lebo Mothiba,11 Themba Zwane,21 Lars Veldwijk,-,-,-,1 Darren Keet,16 Bruce Bvuma,4 Daniel Cardoso,6 Ramahlwe Mphahlele,3 Innocent Maela,13 Tiyani Mabunda,10 Thulani Serero,20 Hlompho Kekana,17 Sibusiso Vilakazi,7 Lebohang Maboe,-,-,-,-,-,African Cup of Nations 2019,"Wed Jul 10, 2019",Nigeria vs South Africa
70,Ivory Coast,16 Sylvain Gbohouo,5 Wilfried Kanon,6 Ismaël Traoré,2 Wonlo Coulibaly,22 Mamadou Bagayoko,20 Geoffroy Serey Dié,18 Ibrahim Sangaré,8 Franck Kessié,15 Max Gradel,9 Wilfried Zaha,14 Jonathan Kodjia,21 Cheick Comara,4 Jean-Philippe Gbamin,11 Maxwel Cornet,12 Wilfried Bony,-,1 Ira Tapé,23 Badra Ali Sangaré,3 Souleyman Doumbia,17 Serge Aurier,10 Jean Michaël Seri,7 Victorien Angban,19 Nicolas Pépé,13 Roger Assalé,-,-,-,-,-,-,-,African Cup of Nations 2019,"Thu Jul 11, 2019",Ivory Coast vs Algeria
70,Algeria,23 Raïs M'Bolhi,2 Aïssa Mandi,4 Djamel Eddine Benlamri,21 Ramy Bensebaini,20 Youcef Atal,17 Adlène Guédioura,22 Ismaël Bennacer,10 Sofiane Feghouli,8 Youcef Belaïli,7 Riyad Mahrez,9 Baghdad Bounedjah,18 Mehdi Zeffane,12 Adam Ounas,13 Islam Slimani,15 Andy Delort,-,1 Azzedine Doukha,16 Alexandre Oukidja,3 Mehdi Tahrat,5 Rafik Halliche,6 Mohamed Salim Fares,14 Hicham Boudaoui,19 Mehdi Abeid,11 Yacine Brahimi,-,-,-,-,-,-,-,African Cup of Nations 2019,"Thu Jul 11, 2019",Ivory Coast vs Algeria
71,Madagascar,23 Melvin Adrien,5 Pascal Razakanantenaina,21 Thomas Fontaine,22 Jérôme Mombris,20 Romain Métanire,13 Anicet,6 Marco Ilaimaharitra,15 Ibrahim Amada,2 Andria,12 Lalaïna Nomenjanahary,9 Ima Andriatsima,14 Jérémy Morel,10 Njiva Rakotoharimalala,11 Paulin Voavy,-,-,1 Ibrahima Dabo,16 Jean Dieu Randrianasolo,4 Mamy Gervais,17 Toavina Rambeloson,3 Jean Romario Baggio Rakotoharisoa,7 Dimitry Caloin,18 Rayan Raveloson,8 Dax,19 William Gros,-,-,-,-,-,-,African Cup of Nations 2019,"Thu Jul 11, 2019",Madagascar vs Tunisia
71,Tunisia,16 Mouez Hassen,3 Dylan Bronn,4 Yassine Meriah,5 Oussama Haddadi,2 Wajdi Kechrida,17 Ellyes Skhiri,13 Ferjani Sassi,20 Ghaylen Chaalali,7 Youssef Msakni,10 Wahbi Khazri,11 Taha Yassine Khenissi,14 Mohamed Dräger,12 Karim Aouadhi,23 Naïm Sliti,-,-,1 Farouk Ben Mustapha,22 Moez Ben Cherifia,6 Rami Bedoui,15 Marc Lamti,21 Nassim Hnid,19 Ayman Ben Mohamed,18 Bassem Srarfi,8 Firas Chaouat,9 Anice Badri,-,-,-,-,-,-,African Cup of Nations 2019,"Thu Jul 11, 2019",Madagascar vs Tunisia
72,Morocco,1 Bono,6 Romain Saïss,4 Manuel da Costa,2 Achraf Hakimi,17 Nabil Dirar,8 Karim El Ahmadi,14 Moubarak Boussoufa,10 Younès Belhanda,16 Nordin Amrabat,7 Hakim Ziyech,19 Youssef En-Nesyri,3 Noussair Mazraoui,11 Fayçal Fajr,9 Sofiane Boufal,20 Oussama Idrissi,-,12 Munir Mohamedi,22 Ahmed Reda Tagnaouti,21 Yunis Abdelhamid,5 Medhi Benatia,23 Abdelkarim Baadi,15 Youssef Aït Bennasser,18 Mehdi Bourabia,13 Khalid Boutaïb,-,-,-,-,-,-,-,African Cup of Nations 2019,"Fri Jul 5, 2019",Morocco vs Benin
72,Benin,16 Saturnin Allagbé,3 Khaled Adénon,6 Olivier Verdon,13 Moise Adilehou,11 Emmanuel Imorou,18 Seïbou Mama,8 Jordan Adéoti,17 Stéphane Sessègnon,20 Jodel Dossou,14 Cebio Soukou,10 Mickael Pote,15 Sessi D'Almeida,7 David Djigla,4 Tidjani Anane,-,-,23 Chérif Akakpo,1 Fabien Farnolle,5 Junior Salomon,12 David Kiki,22 Rodrigue Fassinou,21 Rodrigue Kossi Fiogbé,19 Désiré Sègbè,-,-,-,-,-,-,-,-,African Cup of Nations 2019,"Fri Jul 5, 2019",Morocco vs Benin
73,Uganda,18 Denis Onyango,4 Murshid Juuko,16 Hassan Wasswa,15 Godfrey Walusimbi,5 Bevis Mugabi,23 Mike Azira,8 Khalid Aucho,17 Farouk Miya,7 Emmanuel Okwi,22 Lumala Abdu,9 Patrick Kaddu,3 Timothy Dennis Awany,21 Allan Kyambadde,13 Allan Kateregga,-,-,1 Robert Odongkara,19 Salim Magoola,12 Ronald Mukiibi,2 Joseph Ochaya,20 Isaac Muleme,14 Nicholas Wadada,6 Taddeo Lwanga,11 Derrick Nsibambi,10 Kizito,-,-,-,-,-,-,African Cup of Nations 2019,"Fri Jul 5, 2019",Uganda vs Senegal
73,Senegal,23 Alfred Gomis,3 Kalidou Koulibaly,8 Cheikhou Kouyaté,12 Youssouf Sabaly,21 Lamine Gassama,5 Idrissa Gueye,17 Badou Ndiaye,14 Henri Saivet,10 Sadio Mané,18 Ismaïla Sarr,9 M'Baye Niang,15 Krépin Diatta,11 Keita Baldé,19 Mbaye Diagne,-,-,1 Abdoulaye Diallo,16 Edouard Mendy,4 Pape Abou Cissé,6 Salif Sané,2 Saliou Ciss,22 Moussa Wagué,13 Alfred N'Diaye,20 Sada Thioub,7 Moussa Konaté,-,-,-,-,-,-,African Cup of Nations 2019,"Fri Jul 5, 2019",Uganda vs Senegal
74,Nigeria,16 Daniel Akpeyi,5 William Troost-Ekong,22 Kenneth Omeruo,2 Ola Aina,20 Chidozie Awaziem,4 Wilfred Ndidi,8 Peter Etebo,18 Alex Iwobi,7 Ahmed Musa,15 Moses Simon,9 Odion Ighalo,6 Leon Balogun,13 Samuel Chukwueze,14 Paul Onuachu,-,-,1 Ikechukwu Ezenwa,23 Francis Uzoho,3 Jamilu Collins,12 Abdullahi Shehu,19 John Ogu,11 Henry Onyekuru,17 Samuel Kalu,21 Victor Osimhen,-,-,-,-,-,-,-,African Cup of Nations 2019,"Sat Jul 6, 2019",Nigeria vs Cameroon
74,Cameroon,1 André Onana,4 Yaya Banana,5 Michael Ngadeu,6 Ambroise Oyongo,2 Collins Fai,14 Georges Mandjeck,15 Pierre Kunde,7 Clinton N'Jie,11 Christian Bassogog,13 Eric-Maxim Choupo-Moting,9 Stéphane Bahoken,8 Frank Anguissa,17 Karl Toko Ekambi,19 Jacques Zoua,-,-,16 Fabrice Ondoa,23 Carlos Kameni,12 Joyskim Dawa,22 Jean-Armel Kana-Biyik,3 Gaëtan Bong,10 Arnaud Djoum,21 Wilfrid Kaptoum,20 Olivier Boumal,18 Joel Tagueu,-,-,-,-,-,-,African Cup of Nations 2019,"Sat Jul 6, 2019",Nigeria vs Cameroon
75,Egypt,16 Mohamed El Shenawy,6 Ahmed Hegazy,20 Mahmoud Alaa,12 Ayman Ashraf,3 Ahmed El Mohamady,8 Tarek Hamed,17 Mohamed Elneny,19 Abdallah Said,7 Mahmoud Trezeguet,10 Mohamed Salah,9 Marwan Mohsen,22 Amr Warda,11 Walid Soliman,14 Ahmed Ali,-,-,1 Ahmed El Shenawy,13 Ahmed Ayman Mansour,2 Baher El Mohamady,5 Ali Ghazal,15 Mahmoud El Wensh,4 Omar Gaber,21 Nabil Dunga,-,-,-,-,-,-,-,-,African Cup of Nations 2019,"Sat Jul 6, 2019",Egypt vs South Africa
75,South Africa,22 Ronwen Williams,2 Buhle Mkhwanazi,14 Thulani Hlatshwayo,18 Sifiso Hlanti,5 Thamsanqa Mkhize,12 Kamohelo Mokotjo,8 Bongani Zungu,15 Dean Furman,23 Thembinkosi Lorch,19 Percy Tau,9 Lebo Mothiba,20 Hlompho Kekana,21 Lars Veldwijk,-,-,-,1 Darren Keet,16 Bruce Bvuma,4 Daniel Cardoso,6 Ramahlwe Mphahlele,3 Innocent Maela,13 Tiyani Mabunda,10 Thulani Serero,17 Sibusiso Vilakazi,7 Lebohang Maboe,-,-,-,-,-,-,African Cup of Nations 2019,"Sat Jul 6, 2019",Egypt vs South Africa
76,Madagascar,23 Melvin Adrien,5 Pascal Razakanantenaina,21 Thomas Fontaine,22 Jérôme Mombris,20 Romain Métanire,13 Anicet,18 Rayan Raveloson,15 Ibrahim Amada,2 Andria,12 Lalaïna Nomenjanahary,9 Ima Andriatsima,14 Jérémy Morel,7 Dimitry Caloin,8 Dax,10 Njiva Rakotoharimalala,-,1 Ibrahima Dabo,16 Jean Dieu Randrianasolo,4 Mamy Gervais,17 Toavina Rambeloson,3 Jean Romario Baggio Rakotoharisoa,11 Paulin Voavy,19 William Gros,-,-,-,-,-,-,-,-,African Cup of Nations 2019,"Sun Jul 7, 2019",Madagascar vs DR Congo
76,DR Congo,1 Ley Matampi,5 Marcel Tisserand,22 Chancel Mbemba,3 Ngonda Muzinga,2 Issama Mpeko,7 Youssouf Mulumbu,12 Wilfred Moke,20 Jacques Maghoma,6 Chadrac Akolo,17 Cédric Bakambu,19 Britt Assombalonga,18 Merveille Bokadi,10 Paul-José Mpoku,11 Yannick Bolasie,13 Meschack Elia,-,23 Parfait Mandanda,16 Anthony Mossi,4 Bobó Ungenda,15 Christian Luyindama,14 Arthur Masuaku,21 Djuma Shabani,8 Trésor Mputu,-,-,-,-,-,-,-,-,African Cup of Nations 2019,"Sun Jul 7, 2019",Madagascar vs DR Congo
77,Algeria,23 Raïs M'Bolhi,2 Aïssa Mandi,4 Djamel Eddine Benlamri,21 Ramy Bensebaini,20 Youcef Atal,17 Adlène Guédioura,22 Ismaël Bennacer,10 Sofiane Feghouli,8 Youcef Belaïli,7 Riyad Mahrez,9 Baghdad Bounedjah,14 Hicham Boudaoui,12 Adam Ounas,15 Andy Delort,-,-,1 Azzedine Doukha,16 Alexandre Oukidja,3 Mehdi Tahrat,5 Rafik Halliche,6 Mohamed Salim Fares,18 Mehdi Zeffane,19 Mehdi Abeid,11 Yacine Brahimi,13 Islam Slimani,-,-,-,-,-,-,African Cup of Nations 2019,"Sun Jul 7, 2019",Algeria vs Guinea
77,Guinea,12 Ibrahim Koné,6 Simon Falette,5 Ernest Seka,3 Issiaga Sylla,18 Mikael Dyrestam,4 Amadou Diawara,13 Ibrahima Cissé,7 Mady Camara,2 Mohamed Yattara,16 Ibrahima Traoré,9 José Kanté,10 François Kamano,20 Lass Bangoura,19 Fodé Koita,-,-,1 Naby-Moussa Yattara,22 Aly Keita,15 Julian Jeanvier,23 Fodé Camara,14 Ousmane Sidibé,17 Boubacar Fofana,8 Naby Keïta,11 Idrissa Sylla,21 Sory Kaba,-,-,-,-,-,-,African Cup of Nations 2019,"Sun Jul 7, 2019",Algeria vs Guinea
78,Mali,16 Djigui Diarra,15 Mamadou Fofana,13 Molla Wagué,3 Youssouf Koné,2 Hamari Traoré,8 Diadié Samassékou,4 Amadou Haidara,11 Lassana Coulibaly,19 Moussa Djenepo,23 Abdoulay Diaby,9 Moussa Marega,21 Adama Traoré,14 Adama Traoré,10 Kalifa Coulibaly,-,-,1 Ibrahim Mounkoro,22 Adama Keita,5 Kiki Kouyaté,6 Massadio Haidara,17 Falaye Sacko,18 Cheick Doucouré,7 Moussa Doumbia,12 Sékou Koïta,-,-,-,-,-,-,-,African Cup of Nations 2019,"Mon Jul 8, 2019",Mali vs Ivory Coast
78,Ivory Coast,16 Sylvain Gbohouo,5 Wilfried Kanon,6 Ismaël Traoré,2 Wonlo Coulibaly,22 Mamadou Bagayoko,4 Jean-Philippe Gbamin,20 Geoffroy Serey Dié,8 Franck Kessié,9 Wilfried Zaha,19 Nicolas Pépé,14 Jonathan Kodjia,11 Maxwel Cornet,12 Wilfried Bony,-,-,-,1 Ira Tapé,23 Badra Ali Sangaré,21 Cheick Comara,3 Souleyman Doumbia,17 Serge Aurier,10 Jean Michaël Seri,18 Ibrahim Sangaré,7 Victorien Angban,15 Max Gradel,13 Roger Assalé,-,-,-,-,-,African Cup of Nations 2019,"Mon Jul 8, 2019",Mali vs Ivory Coast
79,Ghana,1 Richard Ofori,15 Kasim Adams,21 John Boye,17 Abdul Rahman Baba,22 Andy Yiadom,11 Mubarak Wakaso,6 Afriyie Acquah,5 Thomas Partey,10 André Ayew,19 Samuel Owusu,9 Jordan Ayew,14 Lumor Agbenyenu,3 Asamoah Gyan,8 Owusu,13 Caleb Ekuban,-,16 Felix Annan,12 Lawrence Ati Zigi,2 Joseph Attamah,18 Joseph Aidoo,20 Kwadwo Asamoah,23 Thomas Agyepong,-,-,-,-,-,-,-,-,-,African Cup of Nations 2019,"Mon Jul 8, 2019",Ghana vs Tunisia
79,Tunisia,16 Mouez Hassen,3 Dylan Bronn,4 Yassine Meriah,5 Oussama Haddadi,2 Wajdi Kechrida,17 Ellyes Skhiri,13 Ferjani Sassi,20 Ghaylen Chaalali,7 Youssef Msakni,9 Anice Badri,11 Taha Yassine Khenissi,1 Farouk Ben Mustapha,6 Rami Bedoui,10 Wahbi Khazri,23 Naïm Sliti,-,22 Moez Ben Cherifia,15 Marc Lamti,21 Nassim Hnid,19 Ayman Ben Mohamed,14 Mohamed Dräger,12 Karim Aouadhi,18 Bassem Srarfi,8 Firas Chaouat,-,-,-,-,-,-,-,African Cup of Nations 2019,"Mon Jul 8, 2019",Ghana vs Tunisia
80,Egypt,16 Mohamed El Shenawy,6 Ahmed Hegazy,20 Mahmoud Alaa,12 Ayman Ashraf,3 Ahmed El Mohamady,8 Tarek Hamed,17 Mohamed Elneny,19 Abdallah Said,7 Mahmoud Trezeguet,10 Mohamed Salah,9 Marwan Mohsen,21 Nabil Dunga,22 Amr Warda,11 Walid Soliman,-,-,1 Ahmed El Shenawy,23 Mahmoud Genesh,13 Ahmed Ayman Mansour,2 Baher El Mohamady,5 Ali Ghazal,15 Mahmoud El Wensh,4 Omar Gaber,14 Ahmed Ali,18 Ahmed Hassan,-,-,-,-,-,-,African Cup of Nations 2019,"Jun 21, 2019",Egypt vs Zimbabwe
80,Zimbabwe,1 Edmore Sibanda,6 Alec Mudimu,15 Teenage Hadebe,5 Divine Lunga,2 Tendayi Darikwa,18 Marvelous Nakamba,8 Marshall Munetsi,10 Ovidy Karuru,11 Khama Billiat,17 Knowledge Musona,23 Nyasha Mushekwi,13 Elvis Chipezeze,7 Talent Chawapiwa,9 Evans Rusike,-,-,16 George Chigova,12 Jimmy Dzingai,22 Lawrence Mhlanga,4 Ronald Pfumbidzai,21 Thabani Kamusoko,3 Danny Phiri,20 Kudakwashe Mahachi,14 Tino Kadewere,19 Knox Mutizwa,-,-,-,-,-,-,African Cup of Nations 2019,"Jun 21, 2019",Egypt vs Zimbabwe
81,DR Congo,1 Ley Matampi,5 Marcel Tisserand,15 Christian Luyindama,14 Arthur Masuaku,2 Issama Mpeko,18 Merveille Bokadi,22 Chancel Mbemba,10 Paul-José Mpoku,11 Yannick Bolasie,13 Meschack Elia,17 Cédric Bakambu,20 Jacques Maghoma,9 Jonathan Bolingi,19 Britt Assombalonga,-,-,23 Parfait Mandanda,16 Anthony Mossi,4 Bobó Ungenda,3 Ngonda Muzinga,21 Djuma Shabani,7 Youssouf Mulumbu,12 Wilfred Moke,6 Chadrac Akolo,8 Trésor Mputu,-,-,-,-,-,-,African Cup of Nations 2019,"Jun 22, 2019",DR Congo vs Uganda
81,Uganda,18 Denis Onyango,4 Murshid Juuko,16 Hassan Wasswa,15 Godfrey Walusimbi,5 Bevis Mugabi,23 Mike Azira,8 Khalid Aucho,17 Farouk Miya,7 Emmanuel Okwi,22 Lumala Abdu,9 Patrick Kaddu,3 Timothy Dennis Awany,20 Isaac Muleme,21 Allan Kyambadde,-,-,1 Robert Odongkara,19 Salim Magoola,12 Ronald Mukiibi,2 Joseph Ochaya,14 Nicholas Wadada,6 Taddeo Lwanga,13 Allan Kateregga,11 Derrick Nsibambi,10 Kizito,-,-,-,-,-,-,African Cup of Nations 2019,"Jun 22, 2019",DR Congo vs Uganda
82,Uganda,18 Denis Onyango,12 Ronald Mukiibi,16 Hassan Wasswa,15 Godfrey Walusimbi,5 Bevis Mugabi,23 Mike Azira,8 Khalid Aucho,17 Farouk Miya,7 Emmanuel Okwi,22 Lumala Abdu,9 Patrick Kaddu,3 Timothy Dennis Awany,6 Taddeo Lwanga,21 Allan Kyambadde,-,-,1 Robert Odongkara,19 Salim Magoola,4 Murshid Juuko,2 Joseph Ochaya,20 Isaac Muleme,14 Nicholas Wadada,13 Allan Kateregga,11 Derrick Nsibambi,10 Kizito,-,-,-,-,-,-,African Cup of Nations 2019,"Jun 26, 2019",Uganda vs Zimbabwe
82,Zimbabwe,16 George Chigova,6 Alec Mudimu,15 Teenage Hadebe,5 Divine Lunga,2 Tendayi Darikwa,21 Thabani Kamusoko,3 Danny Phiri,10 Ovidy Karuru,7 Talent Chawapiwa,11 Khama Billiat,17 Knowledge Musona,8 Marshall Munetsi,9 Evans Rusike,-,-,-,1 Edmore Sibanda,13 Elvis Chipezeze,12 Jimmy Dzingai,22 Lawrence Mhlanga,4 Ronald Pfumbidzai,18 Marvelous Nakamba,20 Kudakwashe Mahachi,14 Tino Kadewere,19 Knox Mutizwa,-,-,-,-,-,-,African Cup of Nations 2019,"Jun 26, 2019",Uganda vs Zimbabwe
83,Egypt,16 Mohamed El Shenawy,6 Ahmed Hegazy,20 Mahmoud Alaa,12 Ayman Ashraf,3 Ahmed El Mohamady,8 Tarek Hamed,17 Mohamed Elneny,19 Abdallah Said,7 Mahmoud Trezeguet,10 Mohamed Salah,9 Marwan Mohsen,5 Ali Ghazal,11 Walid Soliman,18 Ahmed Hassan,-,-,1 Ahmed El Shenawy,23 Mahmoud Genesh,13 Ahmed Ayman Mansour,2 Baher El Mohamady,15 Mahmoud El Wensh,4 Omar Gaber,21 Nabil Dunga,14 Ahmed Ali,-,-,-,-,-,-,-,African Cup of Nations 2019,"Jun 26, 2019",Egypt vs DR Congo
83,DR Congo,1 Ley Matampi,5 Marcel Tisserand,15 Christian Luyindama,3 Ngonda Muzinga,2 Issama Mpeko,18 Merveille Bokadi,12 Wilfred Moke,20 Jacques Maghoma,9 Jonathan Bolingi,8 Trésor Mputu,17 Cédric Bakambu,11 Yannick Bolasie,13 Meschack Elia,-,-,-,23 Parfait Mandanda,16 Anthony Mossi,4 Bobó Ungenda,22 Chancel Mbemba,14 Arthur Masuaku,21 Djuma Shabani,7 Youssouf Mulumbu,10 Paul-José Mpoku,6 Chadrac Akolo,19 Britt Assombalonga,-,-,-,-,-,African Cup of Nations 2019,"Jun 26, 2019",Egypt vs DR Congo
84,Zimbabwe,13 Elvis Chipezeze,15 Teenage Hadebe,22 Lawrence Mhlanga,4 Ronald Pfumbidzai,2 Tendayi Darikwa,3 Danny Phiri,8 Marshall Munetsi,10 Ovidy Karuru,11 Khama Billiat,7 Talent Chawapiwa,17 Knowledge Musona,20 Kudakwashe Mahachi,23 Nyasha Mushekwi,14 Tino Kadewere,-,-,1 Edmore Sibanda,16 George Chigova,12 Jimmy Dzingai,6 Alec Mudimu,5 Divine Lunga,21 Thabani Kamusoko,18 Marvelous Nakamba,9 Evans Rusike,19 Knox Mutizwa,-,-,-,-,-,-,African Cup of Nations 2019,"Jun 30, 2019",Zimbabwe vs DR Congo
84,DR Congo,1 Ley Matampi,5 Marcel Tisserand,22 Chancel Mbemba,3 Ngonda Muzinga,2 Issama Mpeko,7 Youssouf Mulumbu,12 Wilfred Moke,20 Jacques Maghoma,6 Chadrac Akolo,9 Jonathan Bolingi,17 Cédric Bakambu,15 Christian Luyindama,13 Meschack Elia,19 Britt Assombalonga,-,-,23 Parfait Mandanda,16 Anthony Mossi,4 Bobó Ungenda,14 Arthur Masuaku,21 Djuma Shabani,10 Paul-José Mpoku,11 Yannick Bolasie,8 Trésor Mputu,-,-,-,-,-,-,-,African Cup of Nations 2019,"Jun 30, 2019",Zimbabwe vs DR Congo
85,Uganda,18 Denis Onyango,3 Timothy Dennis Awany,16 Hassan Wasswa,15 Godfrey Walusimbi,14 Nicholas Wadada,23 Mike Azira,8 Khalid Aucho,21 Allan Kyambadde,17 Farouk Miya,7 Emmanuel Okwi,22 Lumala Abdu,1 Robert Odongkara,6 Taddeo Lwanga,10 Kizito,-,-,19 Salim Magoola,12 Ronald Mukiibi,4 Murshid Juuko,5 Bevis Mugabi,2 Joseph Ochaya,20 Isaac Muleme,13 Allan Kateregga,11 Derrick Nsibambi,9 Patrick Kaddu,-,-,-,-,-,-,African Cup of Nations 2019,"Jun 30, 2019",Uganda vs Egypt
85,Egypt,16 Mohamed El Shenawy,2 Baher El Mohamady,6 Ahmed Hegazy,12 Ayman Ashraf,3 Ahmed El Mohamady,21 Nabil Dunga,17 Mohamed Elneny,19 Abdallah Said,7 Mahmoud Trezeguet,10 Mohamed Salah,18 Ahmed Hassan,4 Omar Gaber,8 Tarek Hamed,9 Marwan Mohsen,-,-,1 Ahmed El Shenawy,13 Ahmed Ayman Mansour,5 Ali Ghazal,15 Mahmoud El Wensh,20 Mahmoud Alaa,11 Walid Soliman,14 Ahmed Ali,-,-,-,-,-,-,-,-,African Cup of Nations 2019,"Jun 30, 2019",Uganda vs Egypt
86,Nigeria,16 Daniel Akpeyi,5 William Troost-Ekong,22 Kenneth Omeruo,2 Ola Aina,12 Abdullahi Shehu,4 Wilfred Ndidi,8 Peter Etebo,10 John Obi Mikel,18 Alex Iwobi,13 Samuel Chukwueze,14 Paul Onuachu,20 Chidozie Awaziem,7 Ahmed Musa,9 Odion Ighalo,-,-,1 Ikechukwu Ezenwa,23 Francis Uzoho,6 Leon Balogun,19 John Ogu,11 Henry Onyekuru,15 Moses Simon,21 Victor Osimhen,-,-,-,-,-,-,-,-,African Cup of Nations 2019,"Jun 22, 2019",Nigeria vs Burundi
86,Burundi,1 Jonathan Nahimana,16 David Nshimirimana,19 Frédéric Nsabiyumva,8 Gaël Duhayindavyi,15 Omar Moussa,5 Gaël Bigirimana,20 Francis Moustapha,17 Cédric Amissi,10 Shasiri Nahimana,7 Abdul Razak Fiston,18 Saido Berahino,22 Christophe Nduwarugira,21 Mohamed Amissi,3 Elvis Kamsoba,-,-,13 Justin Ndikumana,23 Mac Arthur Arakaza,14 Omar Ngandu,6 Karim Nizigiyimana,4 Pierre Kwizera,2 Enock Sabumukama,12 Hussein Shabani,9 Laudit Mavugo,11 Selemani Ndikumana,-,-,-,-,-,-,African Cup of Nations 2019,"Jun 22, 2019",Nigeria vs Burundi
87,Guinea,22 Aly Keita,6 Simon Falette,15 Julian Jeanvier,3 Issiaga Sylla,18 Mikael Dyrestam,4 Amadou Diawara,13 Ibrahima Cissé,7 Mady Camara,10 François Kamano,16 Ibrahima Traoré,21 Sory Kaba,8 Naby Keïta,2 Mohamed Yattara,19 Fodé Koita,-,-,1 Naby-Moussa Yattara,12 Ibrahim Koné,5 Ernest Seka,23 Fodé Camara,14 Ousmane Sidibé,17 Boubacar Fofana,20 Lass Bangoura,9 José Kanté,11 Idrissa Sylla,-,-,-,-,-,-,African Cup of Nations 2019,"Jun 22, 2019",Guinea vs Madagascar
87,Madagascar,23 Melvin Adrien,5 Pascal Razakanantenaina,21 Thomas Fontaine,22 Jérôme Mombris,20 Romain Métanire,13 Anicet,15 Ibrahim Amada,6 Marco Ilaimaharitra,12 Lalaïna Nomenjanahary,2 Andria,9 Ima Andriatsima,18 Rayan Raveloson,11 Paulin Voavy,-,-,-,1 Ibrahima Dabo,16 Jean Dieu Randrianasolo,4 Mamy Gervais,17 Toavina Rambeloson,14 Jérémy Morel,3 Jean Romario Baggio Rakotoharisoa,7 Dimitry Caloin,8 Dax,10 Njiva Rakotoharimalala,19 William Gros,-,-,-,-,-,African Cup of Nations 2019,"Jun 22, 2019",Guinea vs Madagascar
88,Nigeria,16 Daniel Akpeyi,6 Leon Balogun,22 Kenneth Omeruo,2 Ola Aina,20 Chidozie Awaziem,4 Wilfred Ndidi,8 Peter Etebo,18 Alex Iwobi,7 Ahmed Musa,15 Moses Simon,9 Odion Ighalo,13 Samuel Chukwueze,17 Samuel Kalu,14 Paul Onuachu,-,-,1 Ikechukwu Ezenwa,23 Francis Uzoho,5 William Troost-Ekong,10 John Obi Mikel,19 John Ogu,11 Henry Onyekuru,21 Victor Osimhen,-,-,-,-,-,-,-,-,African Cup of Nations 2019,"Jun 26, 2019",Nigeria vs Guinea
88,Guinea,12 Ibrahim Koné,6 Simon Falette,5 Ernest Seka,3 Issiaga Sylla,18 Mikael Dyrestam,4 Amadou Diawara,13 Ibrahima Cissé,8 Naby Keïta,10 François Kamano,16 Ibrahima Traoré,21 Sory Kaba,14 Ousmane Sidibé,20 Lass Bangoura,19 Fodé Koita,-,-,1 Naby-Moussa Yattara,22 Aly Keita,15 Julian Jeanvier,23 Fodé Camara,17 Boubacar Fofana,7 Mady Camara,2 Mohamed Yattara,9 José Kanté,11 Idrissa Sylla,-,-,-,-,-,-,African Cup of Nations 2019,"Jun 26, 2019",Nigeria vs Guinea
89,Madagascar,23 Melvin Adrien,5 Pascal Razakanantenaina,21 Thomas Fontaine,22 Jérôme Mombris,20 Romain Métanire,13 Anicet,6 Marco Ilaimaharitra,15 Ibrahim Amada,2 Andria,12 Lalaïna Nomenjanahary,9 Ima Andriatsima,18 Rayan Raveloson,10 Njiva Rakotoharimalala,11 Paulin Voavy,-,-,1 Ibrahima Dabo,16 Jean Dieu Randrianasolo,4 Mamy Gervais,17 Toavina Rambeloson,14 Jérémy Morel,3 Jean Romario Baggio Rakotoharisoa,7 Dimitry Caloin,8 Dax,19 William Gros,-,-,-,-,-,-,African Cup of Nations 2019,"Jun 27, 2019",Madagascar vs Burundi
