,Unnamed: 0,Match ID,Competition,Match,Date,Nationality,Team Country Code,Season,Status,Name,Market Value,Lookup Still Required?,Lookup Return Case,Impute Required?,Name(s) Found,ORIGINAL JERSEY,Match Case,Status II,Status III
82507,7,4094,"World Cup 2022, Qualifiers, CONCACAF",British Virgin Islands vs Guatemala,27-Mar-21,British Virgin Islands,BVI,2021,FAIL,0,0.0,True,Lookup Required,False,0,Gallimore,none,,
82508,8,4094,"World Cup 2022, Qualifiers, CONCACAF",British Virgin Islands vs Guatemala,27-Mar-21,British Virgin Islands,BVI,2021,FAIL,0,0.0,True,Lookup Required,False,0,Forbes,none,,
82509,9,4094,"World Cup 2022, Qualifiers, CONCACAF",British Virgin Islands vs Guatemala,27-Mar-21,British Virgin Islands,BVI,2021,FAIL,0,0.0,True,Lookup Required,False,0,Green,none,,
82510,10,4094,"World Cup 2022, Qualifiers, CONCACAF",British Virgin Islands vs Guatemala,27-Mar-21,British Virgin Islands,BVI,2021,FAIL,0,0.0,True,Lookup Required,False,0,FisherDel,none,,
82811,245,11,"U-20 World Cup, 2015",Ukraine U-20 vs Senegal U-20,10.06.15,Ukraine U-20,UA,2015,FAIL,0,0.0,True,Lookup Required,False,0,Y Chumak,none,,
82813,247,11,"U-20 World Cup, 2015",Ukraine U-20 vs Senegal U-20,10.06.15,Ukraine U-20,UA,2015,FAIL,0,0.0,True,Lookup Required,False,0,Luchkevych,none,,
82816,250,11,"U-20 World Cup, 2015",Ukraine U-20 vs Senegal U-20,10.06.15,Ukraine U-20,UA,2015,FAIL,0,0.0,True,Lookup Required,False,0,Kabayev,none,,
82818,252,11,"U-20 World Cup, 2015",Ukraine U-20 vs Senegal U-20,10.06.15,Ukraine U-20,UA,2015,FAIL,0,0.0,True,Lookup Required,False,0,Habelok,none,,
82932,366,16,"U-20 World Cup, 2015",New Zealand U-20 vs Ukraine U-20,30.05.15,Ukraine U-20,UA,2015,FAIL,0,0.0,True,Lookup Required,False,0,Y Chumak,none,,
82936,370,16,"U-20 World Cup, 2015",New Zealand U-20 vs Ukraine U-20,30.05.15,Ukraine U-20,UA,2015,FAIL,0,0.0,True,Lookup Required,False,0,Kabayev,none,,
82938,372,16,"U-20 World Cup, 2015",New Zealand U-20 vs Ukraine U-20,30.05.15,Ukraine U-20,UA,2015,FAIL,0,0.0,True,Lookup Required,False,0,Tatarkov,none,,
82976,410,18,"U-20 World Cup, 2015",Myanmar U-20 vs Ukraine U-20,02.06.15,Ukraine U-20,UA,2015,FAIL,0,0.0,True,Lookup Required,False,0,Y Chumak,none,,
82980,414,18,"U-20 World Cup, 2015",Myanmar U-20 vs Ukraine U-20,02.06.15,Ukraine U-20,UA,2015,FAIL,0,0.0,True,Lookup Required,False,0,Kabayev,none,,
82982,416,18,"U-20 World Cup, 2015",Myanmar U-20 vs Ukraine U-20,02.06.15,Ukraine U-20,UA,2015,FAIL,0,0.0,True,Lookup Required,False,0,Tatarkov,none,,
82983,417,18,"U-20 World Cup, 2015",Myanmar U-20 vs Ukraine U-20,02.06.15,Ukraine U-20,UA,2015,FAIL,0,0.0,True,Lookup Required,False,0,Luchkevych,none,,
83031,465,21,"U-20 World Cup, 2015",Ukraine U-20 vs United States U-20,05.06.15,Ukraine U-20,UA,2015,FAIL,0,0.0,True,Lookup Required,False,0,Y Chumak,none,,
83033,467,21,"U-20 World Cup, 2015",Ukraine U-20 vs United States U-20,05.06.15,Ukraine U-20,UA,2015,FAIL,0,0.0,True,Lookup Required,False,0,Luchkevych,none,,
83036,470,21,"U-20 World Cup, 2015",Ukraine U-20 vs United States U-20,05.06.15,Ukraine U-20,UA,2015,FAIL,0,0.0,True,Lookup Required,False,0,Kabayev,none,,
83038,472,21,"U-20 World Cup, 2015",Ukraine U-20 vs United States U-20,05.06.15,Ukraine U-20,UA,2015,FAIL,0,0.0,True,Lookup Required,False,0,Habelok,none,,
83046,480,21,"U-20 World Cup, 2015",Ukraine U-20 vs United States U-20,05.06.15,United States U-20,US,2015,FAIL,0,0.0,True,Lookup Required,False,0,Zelalem,none,,
83712,1146,52,U-20 World Cup 2019,Ukraine U-20 vs South Korea U-20,15.06.19,Ukraine U-20,UA,2019,FAIL,0,0.0,True,Lookup Required,False,0,Safronov,none,,
83713,1147,52,U-20 World Cup 2019,Ukraine U-20 vs South Korea U-20,15.06.19,Ukraine U-20,UA,2019,FAIL,0,0.0,True,Lookup Required,False,0,Beskorovaynyi,none,,
83715,1149,52,U-20 World Cup 2019,Ukraine U-20 vs South Korea U-20,15.06.19,Ukraine U-20,UA,2019,FAIL,0,0.0,True,Lookup Required,False,0,Khakhlov,none,,
83718,1152,52,U-20 World Cup 2019,Ukraine U-20 vs South Korea U-20,15.06.19,Ukraine U-20,UA,2019,FAIL,0,0.0,True,Lookup Required,False,0,Dryshlyuk,none,,
83719,1153,52,U-20 World Cup 2019,Ukraine U-20 vs South Korea U-20,15.06.19,Ukraine U-20,UA,2019,FAIL,0,0.0,True,Lookup Required,False,0,Tsitaishvili,none,,
83720,1154,52,U-20 World Cup 2019,Ukraine U-20 vs South Korea U-20,15.06.19,Ukraine U-20,UA,2019,FAIL,0,0.0,True,Lookup Required,False,0,Supriaha,none,,
83721,1155,52,U-20 World Cup 2019,Ukraine U-20 vs South Korea U-20,15.06.19,South Korea U-20,KR,2019,FAIL,0,0.0,True,Lookup Required,False,0, ë,none,,
83733,1167,53,U-20 World Cup 2019,Italy U-20 vs Ecuador U-20,14.06.19,Italy U-20,IT,2019,FAIL,0,0.0,True,Lookup Required,False,0,Candela,none,,
83734,1168,53,U-20 World Cup 2019,Italy U-20 vs Ecuador U-20,14.06.19,Italy U-20,IT,2019,FAIL,0,0.0,True,Lookup Required,False,0,Del Prato,none,,
83735,1169,53,U-20 World Cup 2019,Italy U-20 vs Ecuador U-20,14.06.19,Italy U-20,IT,2019,FAIL,0,0.0,True,Lookup Required,False,0,Bettella,none,,
83737,1171,53,U-20 World Cup 2019,Italy U-20 vs Ecuador U-20,14.06.19,Italy U-20,IT,2019,FAIL,0,0.0,True,Lookup Required,False,0,Ranieri,none,,
83739,1173,53,U-20 World Cup 2019,Italy U-20 vs Ecuador U-20,14.06.19,Italy U-20,IT,2019,FAIL,0,0.0,True,Lookup Required,False,0,Alberico,none,,
83742,1176,53,U-20 World Cup 2019,Italy U-20 vs Ecuador U-20,14.06.19,Italy U-20,IT,2019,FAIL,0,0.0,True,Lookup Required,False,0,Gori,none,,
83757,1191,54,U-20 World Cup 2019,Ukraine U-20 vs Italy U-20,11.06.19,Ukraine U-20,UA,2019,FAIL,0,0.0,True,Lookup Required,False,0,Beskorovaynyi,none,,
83759,1193,54,U-20 World Cup 2019,Ukraine U-20 vs Italy U-20,11.06.19,Ukraine U-20,UA,2019,FAIL,0,0.0,True,Lookup Required,False,0,M Chekh,none,,
83762,1196,54,U-20 World Cup 2019,Ukraine U-20 vs Italy U-20,11.06.19,Ukraine U-20,UA,2019,FAIL,0,0.0,True,Lookup Required,False,0,Dryshlyuk,none,,
83764,1198,54,U-20 World Cup 2019,Ukraine U-20 vs Italy U-20,11.06.19,Ukraine U-20,UA,2019,FAIL,0,0.0,True,Lookup Required,False,0,Kashchuk,none,,
83765,1199,54,U-20 World Cup 2019,Ukraine U-20 vs Italy U-20,11.06.19,Italy U-20,IT,2019,FAIL,0,0.0,True,Lookup Required,False,0,Plizzari,none,,
83766,1200,54,U-20 World Cup 2019,Ukraine U-20 vs Italy U-20,11.06.19,Italy U-20,IT,2019,FAIL,0,0.0,True,Lookup Required,False,0,Bellanova,none,,
83767,1201,54,U-20 World Cup 2019,Ukraine U-20 vs Italy U-20,11.06.19,Italy U-20,IT,2019,FAIL,0,0.0,True,Lookup Required,False,0,Del Prato,none,,
83769,1203,54,U-20 World Cup 2019,Ukraine U-20 vs Italy U-20,11.06.19,Italy U-20,IT,2019,FAIL,0,0.0,True,Lookup Required,False,0,Ranieri,none,,
83809,1243,56,U-20 World Cup 2019,Colombia U-20 vs Ukraine U-20,07.06.19,Ukraine U-20,UA,2019,FAIL,0,0.0,True,Lookup Required,False,0,Kucheruk,none,,
83812,1246,56,U-20 World Cup 2019,Colombia U-20 vs Ukraine U-20,07.06.19,Ukraine U-20,UA,2019,FAIL,0,0.0,True,Lookup Required,False,0,Beskorovaynyi,none,,
83814,1248,56,U-20 World Cup 2019,Colombia U-20 vs Ukraine U-20,07.06.19,Ukraine U-20,UA,2019,FAIL,0,0.0,True,Lookup Required,False,0,M Chekh,none,,
83817,1251,56,U-20 World Cup 2019,Colombia U-20 vs Ukraine U-20,07.06.19,Ukraine U-20,UA,2019,FAIL,0,0.0,True,Lookup Required,False,0,Dryshlyuk,none,,
83819,1253,56,U-20 World Cup 2019,Colombia U-20 vs Ukraine U-20,07.06.19,Ukraine U-20,UA,2019,FAIL,0,0.0,True,Lookup Required,False,0,Kashchuk,none,,
83820,1254,57,U-20 World Cup 2019,Italy U-20 vs Mali U-20,07.06.19,Italy U-20,IT,2019,FAIL,0,0.0,True,Lookup Required,False,0,Plizzari,none,,
83821,1255,57,U-20 World Cup 2019,Italy U-20 vs Mali U-20,07.06.19,Italy U-20,IT,2019,FAIL,0,0.0,True,Lookup Required,False,0,Bellanova,none,,
83822,1256,57,U-20 World Cup 2019,Italy U-20 vs Mali U-20,07.06.19,Italy U-20,IT,2019,FAIL,0,0.0,True,Lookup Required,False,0,Del Prato,none,,
83824,1258,57,U-20 World Cup 2019,Italy U-20 vs Mali U-20,07.06.19,Italy U-20,IT,2019,FAIL,0,0.0,True,Lookup Required,False,0,Ranieri,none,,
83885,1319,59,U-20 World Cup 2019,South Korea U-20 vs Senegal U-20,08.06.19,Senegal U-20,SN,2019,FAIL,0,0.0,True,Lookup Required,False,0,Niane,none,,
83955,1389,63,U-20 World Cup 2019,Ukraine U-20 vs Panama U-20,03.06.19,Ukraine U-20,UA,2019,FAIL,0,0.0,True,Lookup Required,False,0,Beskorovaynyi,none,,
83957,1391,63,U-20 World Cup 2019,Ukraine U-20 vs Panama U-20,03.06.19,Ukraine U-20,UA,2019,FAIL,0,0.0,True,Lookup Required,False,0,M Chekh,none,,
83960,1394,63,U-20 World Cup 2019,Ukraine U-20 vs Panama U-20,03.06.19,Ukraine U-20,UA,2019,FAIL,0,0.0,True,Lookup Required,False,0,Dryshlyuk,none,,
83961,1395,63,U-20 World Cup 2019,Ukraine U-20 vs Panama U-20,03.06.19,Ukraine U-20,UA,2019,FAIL,0,0.0,True,Lookup Required,False,0,Tsitaishvili,none,,
84483,1917,87,U-20 World Cup 2019,Ukraine U-20 vs United States U-20,24.05.19,Ukraine U-20,UA,2019,FAIL,0,0.0,True,Lookup Required,False,0,Beskorovaynyi,none,,
84485,1919,87,U-20 World Cup 2019,Ukraine U-20 vs United States U-20,24.05.19,Ukraine U-20,UA,2019,FAIL,0,0.0,True,Lookup Required,False,0,Khakhlov,none,,
84488,1922,87,U-20 World Cup 2019,Ukraine U-20 vs United States U-20,24.05.19,Ukraine U-20,UA,2019,FAIL,0,0.0,True,Lookup Required,False,0,Musolitin,none,,
84489,1923,87,U-20 World Cup 2019,Ukraine U-20 vs United States U-20,24.05.19,Ukraine U-20,UA,2019,FAIL,0,0.0,True,Lookup Required,False,0,Tsitaishvili,none,,
84490,1924,87,U-20 World Cup 2019,Ukraine U-20 vs United States U-20,24.05.19,Ukraine U-20,UA,2019,FAIL,0,0.0,True,Lookup Required,False,0,Supriaha,none,,
84502,1936,88,U-20 World Cup 2019,Qatar U-20 vs Ukraine U-20,27.05.19,Qatar U-20,QA,2019,FAIL,0,0.0,True,Lookup Required,False,0,Lunin Andriy,none,,
84503,1937,88,U-20 World Cup 2019,Qatar U-20 vs Ukraine U-20,27.05.19,Qatar U-20,QA,2019,FAIL,0,0.0,True,Lookup Required,False,0,V Bondar,none,,
84504,1938,88,U-20 World Cup 2019,Qatar U-20 vs Ukraine U-20,27.05.19,Qatar U-20,QA,2019,FAIL,0,0.0,True,Lookup Required,False,0,D Popov,none,,
84505,1939,88,U-20 World Cup 2019,Qatar U-20 vs Ukraine U-20,27.05.19,Qatar U-20,QA,2019,FAIL,0,0.0,True,Lookup Required,False,0,Beskorovaynyi,none,,
84506,1940,88,U-20 World Cup 2019,Qatar U-20 vs Ukraine U-20,27.05.19,Qatar U-20,QA,2019,FAIL,0,0.0,True,Lookup Required,False,0,Konoplya,none,,
84507,1941,88,U-20 World Cup 2019,Qatar U-20 vs Ukraine U-20,27.05.19,Qatar U-20,QA,2019,FAIL,0,0.0,True,Lookup Required,False,0,Khakhlov,none,,
84508,1942,88,U-20 World Cup 2019,Qatar U-20 vs Ukraine U-20,27.05.19,Qatar U-20,QA,2019,FAIL,0,0.0,True,Lookup Required,False,0,V Korniienko,none,,
84509,1943,88,U-20 World Cup 2019,Qatar U-20 vs Ukraine U-20,27.05.19,Qatar U-20,QA,2019,FAIL,0,0.0,True,Lookup Required,False,0,Buletsa,none,,
84510,1944,88,U-20 World Cup 2019,Qatar U-20 vs Ukraine U-20,27.05.19,Qatar U-20,QA,2019,FAIL,0,0.0,True,Lookup Required,False,0,Musolitin,none,,
84511,1945,88,U-20 World Cup 2019,Qatar U-20 vs Ukraine U-20,27.05.19,Qatar U-20,QA,2019,FAIL,0,0.0,True,Lookup Required,False,0,Tsitaishvili,none,,
84512,1946,88,U-20 World Cup 2019,Qatar U-20 vs Ukraine U-20,27.05.19,Qatar U-20,QA,2019,FAIL,0,0.0,True,Lookup Required,False,0,Supriaha,none,,
84568,2002,91,U-20 World Cup 2019,Nigeria U-20 vs Ukraine U-20,30.05.19,Nigeria U-20,NG,2019,FAIL,0,0.0,True,Lookup Required,False,0,Lunin Andriy,none,,
84569,2003,91,U-20 World Cup 2019,Nigeria U-20 vs Ukraine U-20,30.05.19,Nigeria U-20,NG,2019,FAIL,0,0.0,True,Lookup Required,False,0,V Bondar,none,,
84570,2004,91,U-20 World Cup 2019,Nigeria U-20 vs Ukraine U-20,30.05.19,Nigeria U-20,NG,2019,FAIL,0,0.0,True,Lookup Required,False,0,Safronov,none,,
84571,2005,91,U-20 World Cup 2019,Nigeria U-20 vs Ukraine U-20,30.05.19,Nigeria U-20,NG,2019,FAIL,0,0.0,True,Lookup Required,False,0,D Popov,none,,
84572,2006,91,U-20 World Cup 2019,Nigeria U-20 vs Ukraine U-20,30.05.19,Nigeria U-20,NG,2019,FAIL,0,0.0,True,Lookup Required,False,0,Beskorovaynyi,none,,
84573,2007,91,U-20 World Cup 2019,Nigeria U-20 vs Ukraine U-20,30.05.19,Nigeria U-20,NG,2019,FAIL,0,0.0,True,Lookup Required,False,0,Snurnitsyn,none,,
84574,2008,91,U-20 World Cup 2019,Nigeria U-20 vs Ukraine U-20,30.05.19,Nigeria U-20,NG,2019,FAIL,0,0.0,True,Lookup Required,False,0,M Chekh,none,,
84575,2009,91,U-20 World Cup 2019,Nigeria U-20 vs Ukraine U-20,30.05.19,Nigeria U-20,NG,2019,FAIL,0,0.0,True,Lookup Required,False,0,Dryshlyuk,none,,
84576,2010,91,U-20 World Cup 2019,Nigeria U-20 vs Ukraine U-20,30.05.19,Nigeria U-20,NG,2019,FAIL,0,0.0,True,Lookup Required,False,0,Sikan,none,,
84577,2011,91,U-20 World Cup 2019,Nigeria U-20 vs Ukraine U-20,30.05.19,Nigeria U-20,NG,2019,FAIL,0,0.0,True,Lookup Required,False,0,Ustymenko,none,,
84578,2012,91,U-20 World Cup 2019,Nigeria U-20 vs Ukraine U-20,30.05.19,Nigeria U-20,NG,2019,FAIL,0,0.0,True,Lookup Required,False,0,Kashchuk,none,,
86389,3823,175,World Cup 2014,Mexico vs Cameroon,13.06.14,Cameroon,CM,2014,FAIL,0,0.0,True,Lookup Required,False,0,M`Bia,none,,
86392,3826,175,World Cup 2014,Mexico vs Cameroon,13.06.14,Cameroon,CM,2014,FAIL,0,0.0,True,Lookup Required,False,0,Eto`o,none,,
86421,3855,177,World Cup 2014,Cameroon vs Croatia,19.06.14,Cameroon,CM,2014,FAIL,0,0.0,True,Lookup Required,False,0,M`Bia,none,,
86442,3876,178,World Cup 2014,Cameroon vs Brazil,23.06.14,Cameroon,CM,2014,FAIL,0,0.0,True,Lookup Required,False,0,N`Guemo,none,,
86443,3877,178,World Cup 2014,Cameroon vs Brazil,23.06.14,Cameroon,CM,2014,FAIL,0,0.0,True,Lookup Required,False,0,M`Bia,none,,
87267,4701,215,World Cup 2014,Portugal vs Ghana,26.06.14,Ghana,GH,2014,FAIL,0,0.0,True,Lookup Required,False,0,Agyemang-Badu,none,,
87341,4775,219,World Cup 2014,South Korea vs Algeria,22.06.14,South Korea,KR,2014,FAIL,0,0.0,True,Lookup Required,False,0,Suk-Young,none,,
87363,4797,220,World Cup 2014,South Korea vs Belgium,26.06.14,South Korea,KR,2014,FAIL,0,0.0,True,Lookup Required,False,0,Suk-Young,none,,
87769,5203,239,World Cup 2018,Russia vs Saudi Arabia,14.06.18,Saudi Arabia,SA,2018,FAIL,0,0.0,True,Lookup Required,False,0,Al-Maiouf,none,,
88007,5441,250,World Cup 2018,Spain vs Morocco,25.06.18,Spain,ES,2018,FAIL,0,0.0,True,Lookup Required,False,0,T Alcantara,none,,
88206,140,2485,"World Cup Qualifiers, Asia, 2022",Laos vs Bangladesh,06-06-2019,Laos,LA,2019,FAIL,0,0,True,Lookup Required,False,0,Nakata,none,,
88230,164,2486,"World Cup Qualifiers, Asia, 2022",Chinese Taipei vs Australia,15-10-2019,Chinese Taipei,TW,2019,FAIL,0,0,True,Lookup Required,False,0,Chu En-Le,none,,
88299,233,2489,"World Cup Qualifiers, Asia, 2022",Saudi Arabia vs China PR,12-10-2021,China PR,CN,2021,FAIL,0,0,True,Lookup Required,False,0,Jiang Guangtai,none,,
88311,245,2490,"World Cup Qualifiers, Asia, 2022",Afghanistan vs India,14-11-2019,Afghanistan,AF,2019,FAIL,0,0,True,Lookup Required,False,0,Haroon Fakhruddin,none,,
88340,274,2491,"World Cup Qualifiers, Asia, 2022",Sri Lanka vs Lebanon,15-10-2019,Sri Lanka,LK,2019,FAIL,0,0,True,Lookup Required,False,0,D Peiris,none,,
88386,320,2493,"World Cup Qualifiers, Asia, 2022",Malaysia vs Indonesia,19-11-2019,Indonesia,ID,2019,FAIL,0,0,True,Lookup Required,False,0,G Kwan Adsit,none,,
88434,368,2495,"World Cup Qualifiers, Asia, 2022",United Arab Emirates vs Vietnam,15-06-2021,Vietnam,VN,2021,FAIL,0,0,True,Lookup Required,False,0,oàn Văn Hu,none,,
88444,378,2496,"World Cup Qualifiers, Asia, 2022",Tajikistan vs Myanmar,15-06-2021,Tajikistan,TJ,2021,FAIL,0,0,True,Lookup Required,False,0,T Davlatmir,none,,
88673,607,2506,"World Cup Qualifiers, Asia, 2022",Japan vs China PR,27-01-2022,China PR,CN,2022,FAIL,0,0,True,Lookup Required,False,0,Jiang Guangtai,none,,
88685,619,2507,"World Cup Qualifiers, Asia, 2022",China PR vs Philippines,7-6-2021,China PR,CN,2021,FAIL,0,0,True,Lookup Required,False,0,Jiang Guangtai,none,,
88692,626,2507,"World Cup Qualifiers, Asia, 2022",China PR vs Philippines,7-6-2021,China PR,CN,2021,FAIL,0,0,True,Lookup Required,False,0,Ai Kesen,none,,
88713,647,2508,"World Cup Qualifiers, Asia, 2022",Sri Lanka vs North Korea,10-09-2019,Sri Lanka,LK,2019,FAIL,0,0,True,Lookup Required,False,0,D Peiris,none,,
88805,739,2512,"World Cup Qualifiers, Asia, 2022",Bahrain vs Hong Kong,15-06-2021,Hong Kong,HK,2021,FAIL,0,0,True,Lookup Required,False,0,Afonso,none,,
88809,743,2512,"World Cup Qualifiers, Asia, 2022",Bahrain vs Hong Kong,15-06-2021,Hong Kong,HK,2021,FAIL,0,0,True,Lookup Required,False,0,Beto,none,,
88845,779,2514,"World Cup Qualifiers, Asia, 2022",Chinese Taipei vs Nepal,10-09-2019,Chinese Taipei,TW,2019,FAIL,0,0,True,Lookup Required,False,0,Shen Zigui,none,,
88921,855,2517,"World Cup Qualifiers, Asia, 2022",South Korea vs Turkmenistan,05-06-2021,Turkmenistan,TM,2021,FAIL,0,0,True,Lookup Required,False,0,W Ballakow,none,,
88991,925,2521,"World Cup Qualifiers, Asia, 2022",Uzbekistan vs Singapore,07-06-2021,Uzbekistan,UZ,2021,FAIL,0,0,True,Lookup Required,False,0,H Aliqulov,none,,
89078,1012,2525,"World Cup Qualifiers, Asia, 2022",Brunei vs Mongolia,11-6-2019,Brunei,BN,2019,FAIL,0,0,True,Lookup Required,False,0,H Nyaring,none,,
89079,1013,2525,"World Cup Qualifiers, Asia, 2022",Brunei vs Mongolia,11-6-2019,Brunei,BN,2019,FAIL,0,0,True,Lookup Required,False,0,H Zambin,none,,
89080,1014,2525,"World Cup Qualifiers, Asia, 2022",Brunei vs Mongolia,11-6-2019,Brunei,BN,2019,FAIL,0,0,True,Lookup Required,False,0,Hanif Hamir,none,,
89081,1015,2525,"World Cup Qualifiers, Asia, 2022",Brunei vs Mongolia,11-6-2019,Brunei,BN,2019,FAIL,0,0,True,Lookup Required,False,0,S Sahari,none,,
89082,1016,2525,"World Cup Qualifiers, Asia, 2022",Brunei vs Mongolia,11-6-2019,Brunei,BN,2019,FAIL,0,0,True,Lookup Required,False,0,S Sulau,none,,
89083,1017,2525,"World Cup Qualifiers, Asia, 2022",Brunei vs Mongolia,11-6-2019,Brunei,BN,2019,FAIL,0,0,True,Lookup Required,False,0,Nur Asyraffahmi Norsamri,none,,
89084,1018,2525,"World Cup Qualifiers, Asia, 2022",Brunei vs Mongolia,11-6-2019,Brunei,BN,2019,FAIL,0,0,True,Lookup Required,False,0,S Said,none,,
89085,1019,2525,"World Cup Qualifiers, Asia, 2022",Brunei vs Mongolia,11-6-2019,Brunei,BN,2019,FAIL,0,0,True,Lookup Required,False,0,Y Indera Putera,none,,
89086,1020,2525,"World Cup Qualifiers, Asia, 2022",Brunei vs Mongolia,11-6-2019,Brunei,BN,2019,FAIL,0,0,True,Lookup Required,False,0,N Ismail,none,,
89087,1021,2525,"World Cup Qualifiers, Asia, 2022",Brunei vs Mongolia,11-6-2019,Brunei,BN,2019,FAIL,0,0,True,Lookup Required,False,0,R Ramlli,none,,
89088,1022,2525,"World Cup Qualifiers, Asia, 2022",Brunei vs Mongolia,11-6-2019,Brunei,BN,2019,FAIL,0,0,True,Lookup Required,False,0,Adi Said,none,,
89116,1050,2526,"World Cup Qualifiers, Asia, 2022",Lebanon vs Sri Lanka,05-06-2021,Sri Lanka,LK,2021,FAIL,0,0,True,Lookup Required,False,0,S Roshan Appuhamy,none,,
89153,1087,2528,"World Cup Qualifiers, Asia, 2022",Timor-Leste vs Malaysia,11-06-2019,Timor-Leste,TL,2019,FAIL,0,0,True,Lookup Required,False,0,Frangcyatma,none,,
89172,6,1262,Copa America 2016,Mexico vs Jamaica,10.06.16,Mexico,MX,2016,FAIL,0,0.0,True,Lookup Required,False,0,Tecatito,none,,
89710,544,1287,Copa America 2019,Paraguay vs Qatar,16.06.19,Qatar,QA,2019,FAIL,0,0,True,Lookup Required,False,0,Ró-Ró,none,,
89732,566,1288,Copa America 2019,Colombia vs Qatar,20.06.19,Qatar,QA,2019,FAIL,0,0,True,Lookup Required,False,0,Ró-Ró,none,,
89763,597,1290,Copa America 2019,Qatar vs Argentina,23.06.19,Qatar,QA,2019,FAIL,0,0,True,Lookup Required,False,0,Ró-Ró,none,,
90171,1005,1309,Copa America 2021,Chile vs Bolivia,19.06.21,Bolivia,BO,2021,FAIL,0,0,True,Lookup Required,False,0,Fernández Toro,none,,
90249,1083,1313,Copa America 2021,Bolivia vs Uruguay,25.06.21,Bolivia,BO,2021,FAIL,0,0,True,Lookup Required,False,0,Fernández Toro,none,,
90272,6,2123,"World Cup Qualifiers, Africa, 2022",Sudan vs Guinea-Bissau,07-09-2021,Sudan,SD,2021,FAIL,0,0,True,Lookup Required,False,0,N El Shighail,none,,
90289,23,2124,"World Cup Qualifiers, Africa, 2022",Kenya vs Rwanda,15-11-2021,Kenya,KE,2021,FAIL,0,0,True,Lookup Required,False,0,A Nondi Obiero,none,,
90434,168,2130,"World Cup Qualifiers, Africa, 2022",Central African Republic vs Cape Verde,01-09-2021,Cape Verde,CV,2021,FAIL,0,0,True,Lookup Required,False,0,Pico,none,,
90444,178,2131,"World Cup Qualifiers, Africa, 2022",Niger vs Algeria,12-10-2021,Niger,NE,2021,FAIL,0,0,True,Lookup Required,False,0,Nasser Garba,none,,
90446,180,2131,"World Cup Qualifiers, Africa, 2022",Niger vs Algeria,12-10-2021,Niger,NE,2021,FAIL,0,0,True,Lookup Required,False,0,A Al Faz,none,,
90514,248,2134,"World Cup Qualifiers, Africa, 2022",South Sudan vs Equatorial Guinea,04-09-2019,South Sudan,SS,2019,FAIL,0,0,True,Lookup Required,False,0,J Nyuar Atak,none,,
90517,251,2134,"World Cup Qualifiers, Africa, 2022",South Sudan vs Equatorial Guinea,04-09-2019,South Sudan,SS,2019,FAIL,0,0,True,Lookup Required,False,0,D Chan,none,,
90572,306,2136,"World Cup Qualifiers, Africa, 2022",Equatorial Guinea vs South Sudan,08-09-2019,South Sudan,SS,2019,FAIL,0,0,True,Lookup Required,False,0,J Nyuar Atak,none,,
90588,322,2137,"World Cup Qualifiers, Africa, 2022",Namibia vs Togo,15-11-2021,Togo,TG,2021,FAIL,0,0,True,Lookup Required,False,0,D Dakonam,none,,
90609,343,2138,"World Cup Qualifiers, Africa, 2022",Liberia vs Cape Verde,07-10-2021,Cape Verde,CV,2021,FAIL,0,0,True,Lookup Required,False,0,Pico,none,,
90677,411,2141,"World Cup Qualifiers, Africa, 2022",Ghana vs Ethiopia,03-09-2021,Ethiopia,ET,2021,FAIL,0,0,True,Lookup Required,False,0,R Yusef,none,,
90696,430,2142,"World Cup Qualifiers, Africa, 2022",Lesotho vs Ethiopia,08-09-2019,Ethiopia,ET,2019,FAIL,0,0,True,Lookup Required,False,0,D Tura,none,,
90734,468,2144,"World Cup Qualifiers, Africa, 2022",Sudan vs Morocco,12-11-2021,Sudan,SD,2021,FAIL,0,0,True,Lookup Required,False,0,N El Shighail,none,,
90841,575,2149,"World Cup Qualifiers, Africa, 2022",Ethiopia vs Zimbabwe,07-09-2021,Ethiopia,ET,2021,FAIL,0,0,True,Lookup Required,False,0,R Yusef,none,,
90881,615,2150,"World Cup Qualifiers, Africa, 2022",Congo DR vs Tanzania,02-09-2021,Tanzania,TZ,2021,FAIL,0,0,True,Lookup Required,False,0,R Mwakasugule,none,,
91020,754,2157,"World Cup Qualifiers, Africa, 2022",Somalia vs Zimbabwe,05-09-2019,Somalia,SO,2019,FAIL,0,0,True,Lookup Required,False,0,F Abdisamed Ismael,none,,
91083,817,2160,"World Cup Qualifiers, Africa, 2022",Togo vs Senegal,11-11-2021,Togo,TG,2021,FAIL,0,0,True,Lookup Required,False,0,D Dakonam,none,,
91116,850,2161,"World Cup Qualifiers, Africa, 2022",Senegal vs Togo,01-09-2021,Togo,TG,2021,FAIL,0,0,True,Lookup Required,False,0,D Dakonam,none,,
91168,902,2164,"World Cup Qualifiers, Africa, 2022",Congo vs Namibia,11-11-2021,Congo, CG,2021,FAIL,0,0,True,Lookup Required,False,0,C Mafoumbi,none,,
