,Unnamed: 0,Match ID,Competition,Match,Date,Nationality,Team Country Code,Season,Status,Name,Market Value,Lookup Still Required?,Lookup Return Case,Impute Required?,Name(s) Found,ORIGINAL JERSEY,Match Case,Status II,Status III
3177,977,4243,"World Cup 2014, Qualifiers, CONMEBOL",Peru vs Chile,22-Mar-13,Peru,PE,2013,FAIL,0,0.0,True,Lookup Required,False,0,Carmona,none,,
3178,978,4243,"World Cup 2014, Qualifiers, CONMEBOL",Peru vs Chile,22-Mar-13,Peru,PE,2013,FAIL,0,0.0,True,Lookup Required,False,0,Aránguiz,none,,
3183,983,4243,"World Cup 2014, Qualifiers, CONMEBOL",Peru vs Chile,22-Mar-13,Chile,CL,2013,FAIL,0,0.0,True,Lookup Required,False,0,Yotún,none,,
3184,984,4243,"World Cup 2014, Qualifiers, CONMEBOL",Peru vs Chile,22-Mar-13,Chile,CL,2013,FAIL,0,0.0,True,Lookup Required,False,0,Lobatón,none,,
3185,985,4243,"World Cup 2014, Qualifiers, CONMEBOL",Peru vs Chile,22-Mar-13,Chile,CL,2013,FAIL,0,0.0,True,Lookup Required,False,0,Cruzado,none,,
3187,987,4243,"World Cup 2014, Qualifiers, CONMEBOL",Peru vs Chile,22-Mar-13,Chile,CL,2013,FAIL,0,0.0,True,Lookup Required,False,0,Ramírez,none,,
3188,988,4243,"World Cup 2014, Qualifiers, CONMEBOL",Peru vs Chile,22-Mar-13,Chile,CL,2013,FAIL,0,0.0,True,Lookup Required,False,0,Hurtado,none,,
3193,993,4244,"World Cup 2014, Qualifiers, CONMEBOL",Bolivia vs Argentina,26-Mar-13,Bolivia,BO,2013,FAIL,0,0.0,True,Lookup Required,False,0,Romero,none,,
3194,994,4244,"World Cup 2014, Qualifiers, CONMEBOL",Bolivia vs Argentina,26-Mar-13,Bolivia,BO,2013,FAIL,0,0.0,True,Lookup Required,False,0,Peruzzi,none,,
3195,995,4244,"World Cup 2014, Qualifiers, CONMEBOL",Bolivia vs Argentina,26-Mar-13,Bolivia,BO,2013,FAIL,0,0.0,True,Lookup Required,False,0,Campagnaro,none,,
3196,996,4244,"World Cup 2014, Qualifiers, CONMEBOL",Bolivia vs Argentina,26-Mar-13,Bolivia,BO,2013,FAIL,0,0.0,True,Lookup Required,False,0,Domínguez,none,,
3197,997,4244,"World Cup 2014, Qualifiers, CONMEBOL",Bolivia vs Argentina,26-Mar-13,Bolivia,BO,2013,FAIL,0,0.0,True,Lookup Required,False,0,Basanta,none,,
3198,998,4244,"World Cup 2014, Qualifiers, CONMEBOL",Bolivia vs Argentina,26-Mar-13,Bolivia,BO,2013,FAIL,0,0.0,True,Lookup Required,False,0,Clemente,none,,
3200,1000,4244,"World Cup 2014, Qualifiers, CONMEBOL",Bolivia vs Argentina,26-Mar-13,Bolivia,BO,2013,FAIL,0,0.0,True,Lookup Required,False,0,Mascherano,none,,
3201,1001,4244,"World Cup 2014, Qualifiers, CONMEBOL",Bolivia vs Argentina,26-Mar-13,Argentina,AR,2013,FAIL,0,0.0,True,Lookup Required,False,0,Galarza,none,,
3202,1002,4244,"World Cup 2014, Qualifiers, CONMEBOL",Bolivia vs Argentina,26-Mar-13,Argentina,AR,2013,FAIL,0,0.0,True,Lookup Required,False,0,Gutiérrez,none,,
3203,1003,4244,"World Cup 2014, Qualifiers, CONMEBOL",Bolivia vs Argentina,26-Mar-13,Argentina,AR,2013,FAIL,0,0.0,True,Lookup Required,False,0,Zenteno,none,,
3204,1004,4244,"World Cup 2014, Qualifiers, CONMEBOL",Bolivia vs Argentina,26-Mar-13,Argentina,AR,2013,FAIL,0,0.0,True,Lookup Required,False,0,Raldes,none,,
3205,1005,4244,"World Cup 2014, Qualifiers, CONMEBOL",Bolivia vs Argentina,26-Mar-13,Argentina,AR,2013,FAIL,0,0.0,True,Lookup Required,False,0,Torrico,none,,
3206,1006,4244,"World Cup 2014, Qualifiers, CONMEBOL",Bolivia vs Argentina,26-Mar-13,Argentina,AR,2013,FAIL,0,0.0,True,Lookup Required,False,0,Cardozo,none,,
3207,1007,4244,"World Cup 2014, Qualifiers, CONMEBOL",Bolivia vs Argentina,26-Mar-13,Argentina,AR,2013,FAIL,0,0.0,True,Lookup Required,False,0,Veizaga,none,,
3208,1008,4244,"World Cup 2014, Qualifiers, CONMEBOL",Bolivia vs Argentina,26-Mar-13,Argentina,AR,2013,FAIL,0,0.0,True,Lookup Required,False,0,Chumacero,none,,
3209,1009,4244,"World Cup 2014, Qualifiers, CONMEBOL",Bolivia vs Argentina,26-Mar-13,Argentina,AR,2013,FAIL,0,0.0,True,Lookup Required,False,0,Bejarano,none,,
3210,1010,4244,"World Cup 2014, Qualifiers, CONMEBOL",Bolivia vs Argentina,26-Mar-13,Argentina,AR,2013,FAIL,0,0.0,True,Lookup Required,False,0,Saucedo,none,,
3221,1021,4245,"World Cup 2014, Qualifiers, CONMEBOL",Ecuador vs Paraguay,26-Mar-13,Ecuador,EC,2013,FAIL,0,0.0,True,Lookup Required,False,0,Benítez,none,,
3237,1037,4246,"World Cup 2014, Qualifiers, CONMEBOL",Venezuela vs Colombia,26-Mar-13,Venezuela,VE,2013,FAIL,0,0.0,True,Lookup Required,False,0,Túñez,none,,
3259,1059,4247,"World Cup 2014, Qualifiers, CONMEBOL",Chile vs Uruguay,26-Mar-13,Chile,CL,2013,FAIL,0,0.0,True,Lookup Required,False,0,Muslera,none,,
3260,1060,4247,"World Cup 2014, Qualifiers, CONMEBOL",Chile vs Uruguay,26-Mar-13,Chile,CL,2013,FAIL,0,0.0,True,Lookup Required,False,0,Aguirregaray,none,,
3261,1061,4247,"World Cup 2014, Qualifiers, CONMEBOL",Chile vs Uruguay,26-Mar-13,Chile,CL,2013,FAIL,0,0.0,True,Lookup Required,False,0,Lugano,none,,
3262,1062,4247,"World Cup 2014, Qualifiers, CONMEBOL",Chile vs Uruguay,26-Mar-13,Chile,CL,2013,FAIL,0,0.0,True,Lookup Required,False,0,Godín,none,,
3263,1063,4247,"World Cup 2014, Qualifiers, CONMEBOL",Chile vs Uruguay,26-Mar-13,Chile,CL,2013,FAIL,0,0.0,True,Lookup Required,False,0,Pereira,none,,
3265,1065,4247,"World Cup 2014, Qualifiers, CONMEBOL",Chile vs Uruguay,26-Mar-13,Chile,CL,2013,FAIL,0,0.0,True,Lookup Required,False,0,Arévalo,none,,
3266,1066,4247,"World Cup 2014, Qualifiers, CONMEBOL",Chile vs Uruguay,26-Mar-13,Chile,CL,2013,FAIL,0,0.0,True,Lookup Required,False,0,Ramírez,none,,
3267,1067,4247,"World Cup 2014, Qualifiers, CONMEBOL",Chile vs Uruguay,26-Mar-13,Uruguay,UY,2013,FAIL,0,0.0,True,Lookup Required,False,0,Bravo,none,,
3268,1068,4247,"World Cup 2014, Qualifiers, CONMEBOL",Chile vs Uruguay,26-Mar-13,Uruguay,UY,2013,FAIL,0,0.0,True,Lookup Required,False,0,Medel,none,,
3269,1069,4247,"World Cup 2014, Qualifiers, CONMEBOL",Chile vs Uruguay,26-Mar-13,Uruguay,UY,2013,FAIL,0,0.0,True,Lookup Required,False,0,Jara,none,,
3270,1070,4247,"World Cup 2014, Qualifiers, CONMEBOL",Chile vs Uruguay,26-Mar-13,Uruguay,UY,2013,FAIL,0,0.0,True,Lookup Required,False,0,Rojas,none,,
3271,1071,4247,"World Cup 2014, Qualifiers, CONMEBOL",Chile vs Uruguay,26-Mar-13,Uruguay,UY,2013,FAIL,0,0.0,True,Lookup Required,False,0,Isla,none,,
3272,1072,4247,"World Cup 2014, Qualifiers, CONMEBOL",Chile vs Uruguay,26-Mar-13,Uruguay,UY,2013,FAIL,0,0.0,True,Lookup Required,False,0,Aránguiz,none,,
3274,1074,4247,"World Cup 2014, Qualifiers, CONMEBOL",Chile vs Uruguay,26-Mar-13,Uruguay,UY,2013,FAIL,0,0.0,True,Lookup Required,False,0,Mena,none,,
3275,1075,4247,"World Cup 2014, Qualifiers, CONMEBOL",Chile vs Uruguay,26-Mar-13,Uruguay,UY,2013,FAIL,0,0.0,True,Lookup Required,False,0,Vargas,none,,
3276,1076,4247,"World Cup 2014, Qualifiers, CONMEBOL",Chile vs Uruguay,26-Mar-13,Uruguay,UY,2013,FAIL,0,0.0,True,Lookup Required,False,0,Paredes,none,,
3277,1077,4247,"World Cup 2014, Qualifiers, CONMEBOL",Chile vs Uruguay,26-Mar-13,Uruguay,UY,2013,FAIL,0,0.0,True,Lookup Required,False,0,Beausejour,none,,
3344,44,3997,"World Cup 2018, Qualifiers, CONCACAF",Canada vs Dominica,16-Jun-15,Canada,CA,2015,FAIL,0,0.0,True,Lookup Required,False,0,Stamatoos,none,,
3355,55,3997,"World Cup 2018, Qualifiers, CONCACAF",Canada vs Dominica,16-Jun-15,Dominica,DM,2015,FAIL,0,0.0,True,Lookup Required,False,0,Roberts,none,,
3356,56,3997,"World Cup 2018, Qualifiers, CONCACAF",Canada vs Dominica,16-Jun-15,Dominica,DM,2015,FAIL,0,0.0,True,Lookup Required,False,0,Tissot,none,,
3357,57,3997,"World Cup 2018, Qualifiers, CONCACAF",Canada vs Dominica,16-Jun-15,Dominica,DM,2015,FAIL,0,0.0,True,Lookup Required,False,0,Haber,none,,
4059,759,4030,"World Cup 2018, Qualifiers, CONCACAF",USA vs Guatemala,29-Mar-16,Guatemala,GT,2016,FAIL,0,0.0,True,Lookup Required,False,0,Finlay,none,,
4060,760,4030,"World Cup 2018, Qualifiers, CONCACAF",USA vs Guatemala,29-Mar-16,Guatemala,GT,2016,FAIL,0,0.0,True,Lookup Required,False,0,Pulisic,none,,
4061,761,4030,"World Cup 2018, Qualifiers, CONCACAF",USA vs Guatemala,29-Mar-16,Guatemala,GT,2016,FAIL,0,0.0,True,Lookup Required,False,0,Altidore,none,,
4404,4,2224,"World Cup Qualifiers, Africa, 2026",South Sudan vs Mauritania,21-11-2023,South Sudan,SS,2023,FAIL,0,0.0,True,Lookup Required,False,0,W Adebo,none,,
4489,89,2228,"World Cup Qualifiers, Africa, 2026",Ethiopia vs Burkina Faso,21-11-2023,Ethiopia,ET,2023,FAIL,0,0,True,Lookup Required,False,0,H Gerba,none,,
4492,92,2228,"World Cup Qualifiers, Africa, 2026",Ethiopia vs Burkina Faso,21-11-2023,Ethiopia,ET,2023,FAIL,0,0,True,Lookup Required,False,0,R Yusef,none,,
4689,289,2237,"World Cup Qualifiers, Africa, 2026",Cape Verde vs Angola,16-11-2023,Cape Verde,CV,2023,FAIL,0,0,True,Lookup Required,False,0,Pico,none,,
4744,344,2239,"World Cup Qualifiers, Africa, 2026",Eswatini vs Cape Verde,21-11-2023,Cape Verde,CV,2023,FAIL,0,0,True,Lookup Required,False,0,Pico,none,,
4755,355,2240,"World Cup Qualifiers, Africa, 2026",Togo vs Senegal,21-11-2023,Togo,TG,2023,FAIL,0,0,True,Lookup Required,False,0,D Dakonam,none,,
4809,409,2242,"World Cup Qualifiers, Africa, 2026",Sudan vs Togo,16-11-2023,Togo,TG,2023,FAIL,0,0,True,Lookup Required,False,0,D Dakonam,none,,
4895,495,2246,"World Cup Qualifiers, Africa, 2026",Zambia vs Congo,17-11-2023,Congo, CG,2023,FAIL,0,0,True,Lookup Required,False,0,W Mongondza,none,,
4898,498,2246,"World Cup Qualifiers, Africa, 2026",Zambia vs Congo,17-11-2023,Congo, CG,2023,FAIL,0,0,True,Lookup Required,False,0,V Illoy-Ayyet,none,,
4901,501,2246,"World Cup Qualifiers, Africa, 2026",Zambia vs Congo,17-11-2023,Congo, CG,2023,FAIL,0,0,True,Lookup Required,False,0,F Dembi,none,,
4903,503,2246,"World Cup Qualifiers, Africa, 2026",Zambia vs Congo,17-11-2023,Congo, CG,2023,FAIL,0,0,True,Lookup Required,False,0,M Bassouamina,none,,
4905,505,2246,"World Cup Qualifiers, Africa, 2026",Zambia vs Congo,17-11-2023,Congo, CG,2023,FAIL,0,0,True,Lookup Required,False,0,P Mboungou,none,,
4925,525,2247,"World Cup Qualifiers, Africa, 2026",Cote d'Ivoire vs Seychelles,17-11-2023,Seychelles,SC,2023,FAIL,0,0,True,Lookup Required,False,0,N Labiche,none,,
4940,540,2248,"World Cup Qualifiers, Africa, 2026",Botswana vs Guinea,21-11-2023,Guinea,GN,2023,FAIL,0,0,True,Lookup Required,False,0,N Oularé,none,,
4994,594,2251,"World Cup Qualifiers, Africa, 2026",Gabon vs Kenya,16-11-2023,Gabon,GA,2023,FAIL,0,0,True,Lookup Required,False,0,J Fotso,none,,
5006,606,2251,"World Cup Qualifiers, Africa, 2026",Gabon vs Kenya,16-11-2023,Kenya,KE,2023,FAIL,0,0,True,Lookup Required,False,0,A Nondi Obiero,none,,
5228,828,2263,"World Cup Qualifiers, Asia, 2018",Iraq vs Chinese Taipei,03-09-2015,Chinese Taipei,TW,2015,FAIL,0,0,True,Lookup Required,False,0,Yuan Chen Xavier Tsan,none,,
5242,842,2264,"World Cup Qualifiers, Asia, 2018",North Korea vs Uzbekistan,16-06-2015,North Korea,KP,2015,FAIL,0,0,True,Lookup Required,False,0,Y Lee,none,,
5267,867,2265,"World Cup Qualifiers, Asia, 2018",Hong Kong vs Qatar,08-09-2015,Hong Kong,HK,2015,FAIL,0,0,True,Lookup Required,False,0,Mc Kee Jaimes Anthony,none,,
5288,888,2266,"World Cup Qualifiers, Asia, 2018",Laos vs Kuwait,08-09-2015,Laos,LA,2015,FAIL,0,0,True,Lookup Required,False,0,Nakata,none,,
5305,905,2267,"World Cup Qualifiers, Asia, 2018",Chinese Taipei vs Vietnam,08-09-2015,Chinese Taipei,TW,2015,FAIL,0,0,True,Lookup Required,False,0,Yuan Chen Xavier Tsan,none,,
5402,1002,2271,"World Cup Qualifiers, Asia, 2018",Philippines vs Yemen,12-11-2015,Yemen,YE,2015,FAIL,0,0,True,Lookup Required,False,0,Ala Addin Mahdi,none,,
5766,266,3296,"World Cup Qualifiers, Europe, 2022",Faroe Islands vs Moldova,07-09-2021,Faroe Islands,FO,2021,FAIL,0,0,True,Lookup Required,False,0,O Færø,none,,
6928,262,1679,Nations League 2020-2021,Lithuania vs Albania,14.10.20,Albania,AL,2020,FAIL,0,0.0,True,Lookup Required,False,0,T Sulejmanov,none,,
7927,161,965,"Euros 2024, Qualifiers",Poland vs Faroe Islands,07.09.23,Poland,PL,2023,FAIL,0,0,True,Lookup Required,False,0,Skóra,none,,
8196,430,977,"Euros 2024, Qualifiers",Austria vs Azerbaijan,24.03.23,Azerbaijan,AZ,2023,FAIL,0,0,True,Lookup Required,False,0,Hahgverdi,none,,
8264,498,980,"Euros 2024, Qualifiers",Sweden vs Azerbaijan,27.03.23,Azerbaijan,AZ,2023,FAIL,0,0,True,Lookup Required,False,0,Hahgverdi,none,,
8274,508,981,"Euros 2024, Qualifiers",Azerbaijan vs Estonia,17.06.23,Azerbaijan,AZ,2023,FAIL,0,0,True,Lookup Required,False,0,Hahgverdi,none,,
8461,695,989,"Euros 2024, Qualifiers",Estonia vs Azerbaijan,13.10.23,Azerbaijan,AZ,2023,FAIL,0,0,True,Lookup Required,False,0,Hahgverdi,none,,
8495,729,991,"Euros 2024, Qualifiers",Azerbaijan vs Austria,16.10.23,Azerbaijan,AZ,2023,FAIL,0,0,True,Lookup Required,False,0,Hahgverdi,none,,
8594,828,995,"Euros 2024, Qualifiers",Belgium vs Azerbaijan,19.11.23,Azerbaijan,AZ,2023,FAIL,0,0,True,Lookup Required,False,0,Hahgverdi,none,,
8881,15,3485,"African Cup of Nations, 2015",Zambia vs Congo DR,18-01-2015,Congo DR, DR,2015,FAIL,0,0,True,Lookup Required,False,0,J Kasusula,none,,
8943,77,3488,"African Cup of Nations, 2015",Equatorial Guinea vs Congo,17-01-2015,Congo, CG,2015,FAIL,0,0,True,Lookup Required,False,0,C Mafoumbi,none,,
8944,78,3488,"African Cup of Nations, 2015",Equatorial Guinea vs Congo,17-01-2015,Congo, CG,2015,FAIL,0,0,True,Lookup Required,False,0,M Baudry,none,,
8945,79,3488,"African Cup of Nations, 2015",Equatorial Guinea vs Congo,17-01-2015,Congo, CG,2015,FAIL,0,0,True,Lookup Required,False,0,S Babélé,none,,
8946,80,3488,"African Cup of Nations, 2015",Equatorial Guinea vs Congo,17-01-2015,Congo, CG,2015,FAIL,0,0,True,Lookup Required,False,0,B Moubhio,none,,
8947,81,3488,"African Cup of Nations, 2015",Equatorial Guinea vs Congo,17-01-2015,Congo, CG,2015,FAIL,0,0,True,Lookup Required,False,0,F N'Ganga,none,,
8948,82,3488,"African Cup of Nations, 2015",Equatorial Guinea vs Congo,17-01-2015,Congo, CG,2015,FAIL,0,0,True,Lookup Required,False,0,C Gandzé,none,,
8949,83,3488,"African Cup of Nations, 2015",Equatorial Guinea vs Congo,17-01-2015,Congo, CG,2015,FAIL,0,0,True,Lookup Required,False,0,D NDinga,none,,
8959,93,3489,"African Cup of Nations, 2015",Cameroon vs Guinea,24-01-2015,Cameroon,CM,2015,FAIL,0,0,True,Lookup Required,False,0,S M'Bia,none,,
8980,114,3490,"African Cup of Nations, 2015",Congo DR vs Tunisia,26-01-2015,Congo DR, DR,2015,FAIL,0,0,True,Lookup Required,False,0,J Kasusula,none,,
9020,154,3492,"African Cup of Nations, 2015",Congo vs Congo DR,31-01-2015,Congo, CG,2015,FAIL,0,0,True,Lookup Required,False,0,C Mafoumbi,none,,
9021,155,3492,"African Cup of Nations, 2015",Congo vs Congo DR,31-01-2015,Congo, CG,2015,FAIL,0,0,True,Lookup Required,False,0,M Baudry,none,,
9022,156,3492,"African Cup of Nations, 2015",Congo vs Congo DR,31-01-2015,Congo, CG,2015,FAIL,0,0,True,Lookup Required,False,0,S Babélé,none,,
9023,157,3492,"African Cup of Nations, 2015",Congo vs Congo DR,31-01-2015,Congo, CG,2015,FAIL,0,0,True,Lookup Required,False,0,B Moubhio,none,,
9024,158,3492,"African Cup of Nations, 2015",Congo vs Congo DR,31-01-2015,Congo, CG,2015,FAIL,0,0,True,Lookup Required,False,0,D Bissiki,none,,
9025,159,3492,"African Cup of Nations, 2015",Congo vs Congo DR,31-01-2015,Congo, CG,2015,FAIL,0,0,True,Lookup Required,False,0,D NDinga,none,,
9035,169,3492,"African Cup of Nations, 2015",Congo vs Congo DR,31-01-2015,Congo DR, DR,2015,FAIL,0,0,True,Lookup Required,False,0,J Kasusula,none,,
9123,257,3496,"African Cup of Nations, 2015",Cape Verde vs Congo DR,22-01-2015,Congo DR, DR,2015,FAIL,0,0,True,Lookup Required,False,0,J Kasusula,none,,
9170,304,3498,"African Cup of Nations, 2015",Gabon vs Equatorial Guinea,25-01-2015,Equatorial Guinea,GQ,2015,FAIL,0,0,True,Lookup Required,False,0,Doualla,none,,
9321,455,3506,"African Cup of Nations, 2017",Morocco vs Togo,20-01-2017,Togo,TG,2017,FAIL,0,0,True,Lookup Required,False,0,D Dakonam,none,,
9684,818,3523,"African Cup of Nations, 2017",Togo vs Congo DR,24-01-2017,Togo,TG,2017,FAIL,0,0,True,Lookup Required,False,0,D Dakonam,none,,
9761,895,3526,"African Cup of Nations, 2017",Cote d'Ivoire vs Togo,16-01-2017,Togo,TG,2017,FAIL,0,0,True,Lookup Required,False,0,D Dakonam,none,,
10194,228,1221,Copa America 2015,Mexico vs Bolivia,13.06.15,Mexico,MX,2015,FAIL,0,0.0,True,Lookup Required,False,0,Tecatito,none,,
10249,283,1223,Copa America 2015,Chile vs Mexico,16.06.15,Mexico,MX,2015,FAIL,0,0.0,True,Lookup Required,False,0,Tecatito,none,,
10720,754,1246,Copa America 2016,Mexico vs Chile,19.06.16,Mexico,MX,2016,FAIL,0,0.0,True,Lookup Required,False,0,Tecatito,none,,
11028,1062,1260,Copa America 2016,Mexico vs Uruguay,06.06.16,Mexico,MX,2016,FAIL,0,0.0,True,Lookup Required,False,0,Tecatito,none,,
11093,27,757,"Euros 2020, Qualifiers",Israel vs Slovenia,21.03.19,Israel,IL,2019,FAIL,0,0.0,True,Lookup Required,False,0,Natkho,none,,
11137,71,759,"Euros 2020, Qualifiers",Israel vs Austria,24.03.19,Israel,IL,2019,FAIL,0,0.0,True,Lookup Required,False,0,Natkho,none,,
11258,192,764,"Euros 2020, Qualifiers",Latvia vs Israel,07.06.19,Israel,IL,2019,FAIL,0,0.0,True,Lookup Required,False,0,Natkho,none,,
11280,214,765,"Euros 2020, Qualifiers",Poland vs Israel,10.06.19,Israel,IL,2019,FAIL,0,0.0,True,Lookup Required,False,0,Natkho,none,,
11336,270,768,"Euros 2020, Qualifiers",Israel vs North Macedonia,05.09.19,Israel,IL,2019,FAIL,0,0.0,True,Lookup Required,False,0,Natkho,none,,
11435,369,772,"Euros 2020, Qualifiers",Slovenia vs Israel,09.09.19,Israel,IL,2019,FAIL,0,0.0,True,Lookup Required,False,0,Natkho,none,,
11480,414,774,"Euros 2020, Qualifiers",Austria vs Israel,10.10.19,Israel,IL,2019,FAIL,0,0.0,True,Lookup Required,False,0,Natkho,none,,
11579,513,779,"Euros 2020, Qualifiers",Israel vs Latvia,15.10.19,Israel,IL,2019,FAIL,0,0.0,True,Lookup Required,False,0,Natkho,none,,
11645,579,782,"Euros 2020, Qualifiers",Israel vs Poland,16.11.19,Israel,IL,2019,FAIL,0,0.0,True,Lookup Required,False,0,Natkho,none,,
11699,633,784,"Euros 2020, Qualifiers",North Macedonia vs Israel,19.11.19,Israel,IL,2019,FAIL,0,0.0,True,Lookup Required,False,0,Natkho,none,,
11910,844,794,"Euros 2020, Qualifiers",Turkey vs France,08.06.19,Turkey,TR,2019,FAIL,0,0.0,True,Lookup Required,False,0,Kilinç,none,,
12040,974,800,"Euros 2020, Qualifiers",Turkey vs Andorra,07.09.19,Turkey,TR,2019,FAIL,0,0.0,True,Lookup Required,False,0,Yazc,none,,
12192,26,3639,"African Cup of Nations, 2021",Cameroon vs Ethiopia,13-01-2022,Cameroon,CM,2022,FAIL,0,0,True,Lookup Required,False,0,N Tolo,none,,
12203,37,3639,"African Cup of Nations, 2021",Cameroon vs Ethiopia,13-01-2022,Ethiopia,ET,2022,FAIL,0,0,True,Lookup Required,False,0,R Yusef,none,,
12213,47,3641,"Gold Cup, 2013",Mexico vs Canada,12-07-2013,Mexico,MX,2013,FAIL,0,0,True,Lookup Required,False,0,J Huiqui,none,,
12236,70,3642,"Gold Cup, 2013",Honduras vs Costa Rica,22-07-2013,Honduras,HN,2013,FAIL,0,0,True,Lookup Required,False,0,N Medina,none,,
12287,121,3644,"Gold Cup, 2013",El Salvador vs Haiti,16-07-2013,Haiti,HT,2013,FAIL,0,0,True,Lookup Required,False,0,F Montrévil,none,,
12292,126,3644,"Gold Cup, 2013",El Salvador vs Haiti,16-07-2013,Haiti,HT,2013,FAIL,0,0,True,Lookup Required,False,0,M Constant,none,,
12310,144,3645,"Gold Cup, 2013",Cuba vs Belize,16-07-2013,Belize,BZ,2013,FAIL,0,0,True,Lookup Required,False,0,C Gilharry,none,,
12343,177,3647,"Gold Cup, 2013",Martinique vs Mexico,14-07-2013,Martinique,MQ,2013,FAIL,0,0,True,Lookup Required,False,0,A Linord,none,,
12346,180,3647,"Gold Cup, 2013",Martinique vs Mexico,14-07-2013,Martinique,MQ,2013,FAIL,0,0,True,Lookup Required,False,0,O Thomert,none,,
12347,181,3647,"Gold Cup, 2013",Martinique vs Mexico,14-07-2013,Martinique,MQ,2013,FAIL,0,0,True,Lookup Required,False,0,D Hérelle,none,,
12348,182,3647,"Gold Cup, 2013",Martinique vs Mexico,14-07-2013,Martinique,MQ,2013,FAIL,0,0,True,Lookup Required,False,0,J Delem,none,,
12349,183,3647,"Gold Cup, 2013",Martinique vs Mexico,14-07-2013,Martinique,MQ,2013,FAIL,0,0,True,Lookup Required,False,0,F Reuperné,none,,
12350,184,3647,"Gold Cup, 2013",Martinique vs Mexico,14-07-2013,Martinique,MQ,2013,FAIL,0,0,True,Lookup Required,False,0,G Germany,none,,
12351,185,3647,"Gold Cup, 2013",Martinique vs Mexico,14-07-2013,Martinique,MQ,2013,FAIL,0,0,True,Lookup Required,False,0,K Parsemain,none,,
12352,186,3647,"Gold Cup, 2013",Martinique vs Mexico,14-07-2013,Martinique,MQ,2013,FAIL,0,0,True,Lookup Required,False,0,S Gustan,none,,
12356,190,3647,"Gold Cup, 2013",Martinique vs Mexico,14-07-2013,Mexico,MX,2013,FAIL,0,0,True,Lookup Required,False,0,J Huiqui,none,,
12378,212,3648,"Gold Cup, 2013",Canada vs Martinique,07-07-2013,Martinique,MQ,2013,FAIL,0,0,True,Lookup Required,False,0,N Zaïre,none,,
12379,213,3648,"Gold Cup, 2013",Canada vs Martinique,07-07-2013,Martinique,MQ,2013,FAIL,0,0,True,Lookup Required,False,0,S Crétinoir,none,,
12380,214,3648,"Gold Cup, 2013",Canada vs Martinique,07-07-2013,Martinique,MQ,2013,FAIL,0,0,True,Lookup Required,False,0,D Hérelle,none,,
12381,215,3648,"Gold Cup, 2013",Canada vs Martinique,07-07-2013,Martinique,MQ,2013,FAIL,0,0,True,Lookup Required,False,0,O Thomert,none,,
12382,216,3648,"Gold Cup, 2013",Canada vs Martinique,07-07-2013,Martinique,MQ,2013,FAIL,0,0,True,Lookup Required,False,0,F Piquionne,none,,
12383,217,3648,"Gold Cup, 2013",Canada vs Martinique,07-07-2013,Martinique,MQ,2013,FAIL,0,0,True,Lookup Required,False,0,K Parsemain,none,,
12384,218,3648,"Gold Cup, 2013",Canada vs Martinique,07-07-2013,Martinique,MQ,2013,FAIL,0,0,True,Lookup Required,False,0,S Gustan,none,,
12385,219,3648,"Gold Cup, 2013",Canada vs Martinique,07-07-2013,Martinique,MQ,2013,FAIL,0,0,True,Lookup Required,False,0,Y Arquin,none,,
12387,221,3649,"Gold Cup, 2013",Costa Rica vs Belize,13-07-2013,Costa Rica,CR,2013,FAIL,0,0,True,Lookup Required,False,0,C Johnson,none,,
12405,239,3649,"Gold Cup, 2013",Costa Rica vs Belize,13-07-2013,Belize,BZ,2013,FAIL,0,0,True,Lookup Required,False,0,H Tasher,none,,
12467,301,3652,"Gold Cup, 2013",United States vs Honduras,25-07-2013,Honduras,HN,2013,FAIL,0,0,True,Lookup Required,False,0,N Medina,none,,
12475,309,3653,"Gold Cup, 2013",Honduras vs Trinidad and Tobago,16-07-2013,Honduras,HN,2013,FAIL,0,0,True,Lookup Required,False,0,N Medina,none,,
12480,314,3653,"Gold Cup, 2013",Honduras vs Trinidad and Tobago,16-07-2013,Honduras,HN,2013,FAIL,0,0,True,Lookup Required,False,0,G Rodas,none,,
12530,364,3655,"Gold Cup, 2013",United States vs Costa Rica,17-07-2013,Costa Rica,CR,2013,FAIL,0,0,True,Lookup Required,False,0,C Johnson,none,,
12554,388,3656,"Gold Cup, 2013",Panama vs Mexico,25-07-2013,Mexico,MX,2013,FAIL,0,0,True,Lookup Required,False,0,J Huiqui,none,,
12564,398,3657,"Gold Cup, 2013",Mexico vs Panama,08-07-2013,Mexico,MX,2013,FAIL,0,0,True,Lookup Required,False,0,J Huiqui,none,,
12587,421,3658,"Gold Cup, 2013",Mexico vs Trinidad and Tobago,20-07-2013,Mexico,MX,2013,FAIL,0,0,True,Lookup Required,False,0,J Huiqui,none,,
12672,506,3662,"Gold Cup, 2013",Haiti vs Honduras,09-07-2013,Haiti,HT,2013,FAIL,0,0,True,Lookup Required,False,0,F Montrévil,none,,
12706,540,3663,"Gold Cup, 2013",Panama vs Martinique,12-07-2013,Martinique,MQ,2013,FAIL,0,0,True,Lookup Required,False,0,J Berdix,none,,
12709,543,3663,"Gold Cup, 2013",Panama vs Martinique,12-07-2013,Martinique,MQ,2013,FAIL,0,0,True,Lookup Required,False,0,O Thomert,none,,
