,Match ID,Competition,Match,Date,Nationality,Team Country Code,Season,Status,Name,Market Value,Lookup Still Required?,Lookup Return Case,Impute Required?,Name(s) Found,ORIGINAL JERSEY,Match Case,Status New,Market Value New
62,1357,"Olympics, 2016",Nigeria vs Germany,2016-08-17,Germany,DE,2016,SUCCESS,0,0.0,True,Found in Curr Season,False,Jeremy Toljan,Jeremy Toljan,Olympic,Done,3500000
63,1357,"Olympics, 2016",Nigeria vs Germany,2016-08-17,Germany,DE,2016,FAIL - LARGE,0,0.0,True,"Did Not Find in Curr Season, One Up or One Down",False,Martín Payero,Davie Selke,Olympic,Done,0
64,1359,"Olympics, 2016",Brazil vs Germany,2016-08-20,Germany,DE,2016,SUCCESS,0,0.0,True,Found in Curr Season,False,Jeremy Toljan,Jeremy Toljan,Olympic,Done,3500000
65,1359,"Olympics, 2016",Brazil vs Germany,2016-08-20,Germany,DE,2016,FAIL - LARGE,0,0.0,True,"Did Not Find in Curr Season, One Up or One Down",False,Martín Payero,Davie Selke,Olympic,Done,0
66,1361,"Olympics, 2020",Mexico vs France,2021-07-22,France,FR,2021,SUCCESS,0,0.0,True,Found in Curr Season,False,Paul Bernardoni,Paul Bernardoni,Olympic,Done,7000000
67,1361,"Olympics, 2020",Mexico vs France,2021-07-22,France,FR,2021,SUCCESS,0,0.0,True,Found in Curr Season,False,Pierre Kalulu,Pierre Kalulu,Olympic,Done,28000000
68,1361,"Olympics, 2020",Mexico vs France,2021-07-22,France,FR,2021,SUCCESS,0,0.0,True,Found in Curr Season,False,Téji Savanier,Téji Savanier,Olympic,Done,12000000
69,1361,"Olympics, 2020",Mexico vs France,2021-07-22,France,FR,2021,SUCCESS,0,0.0,True,Found in Curr Season,False,Lucas Tousart,Lucas Tousart,Olympic,Done,9000000
70,1361,"Olympics, 2020",Mexico vs France,2021-07-22,France,FR,2021,FAIL - LARGE,0,0.0,True,"Did Not Find in Curr Season, One Up or One Down",False,Martín Payero,Enzo Le Fée,Olympic,Done,0
71,1361,"Olympics, 2020",Mexico vs France,2021-07-22,France,FR,2021,SUCCESS,0,0.0,True,Found in Curr Season,False,Arnaud Nordin,Arnaud Nordin,Olympic,Done,4000000
72,1363,"Olympics, 2020",France vs South Africa,2021-07-25,France,FR,2021,SUCCESS,0,0.0,True,Found in Curr Season,False,Paul Bernardoni,Paul Bernardoni,Olympic,Done,7000000
73,1363,"Olympics, 2020",France vs South Africa,2021-07-25,France,FR,2021,SUCCESS,0,0.0,True,Found in Curr Season,False,Pierre Kalulu,Pierre Kalulu,Olympic,Done,28000000
74,1363,"Olympics, 2020",France vs South Africa,2021-07-25,France,FR,2021,FAIL - LARGE,0,0.0,True,"Did Not Find in Curr Season, One Up or One Down",False,Martín Payero,Niels Nkounkou,Olympic,Done,0
